"IDPOINT_CONNECTION","IDOBJECT","COEF","ORDER_NO"
"1","5","1",
"1","869","1",
"1","1801","-1",
"1","2273","1",
"1","2301","1",
"1","2367","-1",
"1","2513","-1",
"1","2838","-1",
"1","2993","1",
"1","3393","1",
"1","3415","1",
"1","3609","1",
"1","3899","1",
"1","3915","1",
"1","4788","1",
"1","5551","1",
"1","5695","-1",
"1","6595","1",
"1","6640","1",
"1","6819","1",
"1","10379","1",
"2","5","1",
"2","872","1",
"2","1802","-1",
"2","2273","1",
"2","2301","1",
"2","2368","-1",
"2","2514","-1",
"2","2839","-1",
"2","2993","1",
"2","3415","1",
"2","3607","1",
"2","3899","1",
"2","3915","1",
"2","4785","1",
"2","5551","1",
"2","5696","-1",
"2","6595","1",
"2","6640","1",
"2","6819","1",
"2","10379","1",
"3","5","1",
"3","872","1",
"3","1802","-1",
"3","2273","1",
"3","2301","1",
"3","2368","-1",
"3","2514","-1",
"3","2839","-1",
"3","2993","1",
"3","3415","1",
"3","3604","1",
"3","3899","1",
"3","3915","1",
"3","4785","1",
"3","5551","1",
"3","5696","-1",
"3","6595","1",
"3","6640","1",
"3","6819","1",
"3","10379","1",
"4","5","1",
"4","872","1",
"4","1802","-1",
"4","2273","1",
"4","2301","1",
"4","2367","-1",
"4","2514","-1",
"4","2840","-1",
"4","2993","1",
"4","3415","1",
"4","3608","1",
"4","3899","1",
"4","3915","1",
"4","4785","1",
"4","5551","1",
"4","5695","-1",
"4","6595","1",
"4","6640","1",
"4","6819","1",
"4","10379","1",
"5","5","1",
"5","872","1",
"5","1802","-1",
"5","2273","1",
"5","2301","1",
"5","2367","-1",
"5","2514","-1",
"5","2840","-1",
"5","2993","1",
"5","3415","1",
"5","3605","1",
"5","3899","1",
"5","3915","1",
"5","4785","1",
"5","5551","1",
"5","5695","-1",
"5","6595","1",
"5","6640","1",
"5","6819","1",
"5","10379","1",
"6","5","1",
"6","874","1",
"6","1804","-1",
"6","2273","1",
"6","2316","1",
"6","2443","-1",
"6","2515","-1",
"6","2842","-1",
"6","2993","1",
"6","3817","1",
"6","4382","1",
"6","4791","1",
"6","5786","-1",
"6","5801","1",
"6","6838","1",
"7","5","1",
"7","874","1",
"7","1804","-1",
"7","2273","1",
"7","2316","1",
"7","2443","-1",
"7","2515","-1",
"7","2842","-1",
"7","2993","1",
"7","3415","1",
"7","3614","1",
"7","3816","1",
"7","4083","1",
"7","4791","1",
"7","5552","1",
"7","5786","-1",
"7","5801","1",
"7","6838","1",
"7","10380","1",
"8","5","1",
"8","874","1",
"8","1804","-1",
"8","2273","1",
"8","2316","1",
"8","2443","-1",
"8","2515","-1",
"8","2842","-1",
"8","2993","1",
"8","3415","1",
"8","3615","1",
"8","3816","1",
"8","4083","1",
"8","4791","1",
"8","5018","1",
"8","5552","1",
"8","5786","-1",
"8","5801","1",
"8","6838","1",
"8","10380","1",
"9","5","1",
"9","874","1",
"9","1804","-1",
"9","2273","1",
"9","2316","1",
"9","2441","-1",
"9","2515","-1",
"9","2841","-1",
"9","2993","1",
"9","3415","1",
"9","3613","1",
"9","3816","1",
"9","4083","1",
"9","4791","1",
"9","5552","1",
"9","5784","-1",
"9","5801","1",
"9","6838","1",
"9","10380","1",
"10","5","1",
"10","874","1",
"10","1804","-1",
"10","2273","1",
"10","2316","1",
"10","2441","-1",
"10","2515","-1",
"10","2841","-1",
"10","2993","1",
"10","3415","1",
"10","3612","1",
"10","3816","1",
"10","4083","1",
"10","4791","1",
"10","5552","1",
"10","5784","-1",
"10","5801","1",
"10","6838","1",
"10","10380","1",
"11","5","1",
"11","874","1",
"11","1804","-1",
"11","2273","1",
"11","2316","1",
"11","2441","-1",
"11","2515","-1",
"11","2841","-1",
"11","2993","1",
"11","3817","1",
"11","4382","1",
"11","4791","1",
"11","5784","-1",
"11","5801","1",
"11","6838","1",
"12","5","1",
"12","916","1",
"12","2614","-1",
"12","2875","-1",
"12","2993","1",
"12","3040","-1",
"12","3393","1",
"12","3415","1",
"12","3603","1",
"12","3915","1",
"12","4846","1",
"12","5551","1",
"12","6640","1",
"12","6819","1",
"12","10379","1",
"13","5","1",
"13","916","1",
"13","2614","-1",
"13","2875","-1",
"13","2993","1",
"13","3040","-1",
"13","3393","1",
"13","3415","1",
"13","3606","1",
"13","3915","1",
"13","4846","1",
"13","5551","1",
"13","6640","1",
"13","6819","1",
"13","10379","1",
"14","5","1",
"14","917","1",
"14","2615","-1",
"14","2876","-1",
"14","2993","1",
"14","2996","-1",
"14","3393","1",
"14","3854","1",
"14","3921","1",
"14","4382","1",
"14","4849","1",
"14","6819","1",
"15","5","1",
"15","917","1",
"15","2615","-1",
"15","2877","-1",
"15","2993","1",
"15","2996","-1",
"15","3393","1",
"15","3854","1",
"15","3921","1",
"15","4382","1",
"15","4849","1",
"15","6819","1",
"15","10722","1",
"16","5","1",
"16","923","1",
"16","1881","-1",
"16","2273","1",
"16","2316","1",
"16","2534","-1",
"16","2888","-1",
"16","2993","1",
"16","3393","1",
"16","3415","1",
"16","3611","1",
"16","3816","1",
"16","4083","1",
"16","5552","1",
"16","5781","-1",
"16","5801","1",
"36","886","1",
"36","1825","-1",
"36","2273","1",
"36","2316","1",
"36","2443","-1",
"36","2520","-1",
"36","2852","-1",
"36","2994","1",
"36","3485","1",
"36","4221","1",
"36","4224","1",
"36","4806","1",
"36","5786","-1",
"36","5801","1",
"36","6814","1",
"37","6","1",
"37","886","1",
"37","1825","-1",
"37","2273","1",
"37","2316","1",
"37","2441","-1",
"37","2520","-1",
"37","2851","-1",
"37","2994","1",
"37","3485","1",
"37","4221","1",
"37","4224","1",
"37","4806","1",
"37","5784","-1",
"37","5801","1",
"37","6814","1",
"38","6","1",
"38","886","1",
"38","1825","-1",
"38","2273","1",
"38","2316","1",
"38","2441","-1",
"38","2520","-1",
"38","2851","-1",
"38","2994","1",
"38","3485","1",
"38","4221","1",
"38","4224","1",
"38","4806","1",
"38","5784","-1",
"38","5801","1",
"38","6814","1",
"39","6","1",
"39","888","1",
"39","1826","-1",
"39","2273","1",
"39","2316","1",
"39","2443","-1",
"39","2521","-1",
"39","2854","-1",
"39","2994","1",
"39","3485","1",
"39","4221","1",
"39","4224","1",
"39","4812","1",
"39","5786","-1",
"39","5801","1",
"39","6814","1",
"40","6","1",
"40","888","1",
"40","1826","-1",
"40","2273","1",
"40","2316","1",
"40","2441","-1",
"40","2521","-1",
"40","2853","-1",
"40","2994","1",
"40","3485","1",
"40","4221","1",
"40","4224","1",
"40","4812","1",
"40","5784","-1",
"40","5801","1",
"40","6814","1",
"41","6","1",
"41","888","1",
"41","1826","-1",
"41","2273","1",
"41","2316","1",
"41","2441","-1",
"41","2521","-1",
"41","2853","-1",
"41","2994","1",
"41","3485","1",
"41","4221","1",
"41","4224","1",
"41","4812","1",
"41","5784","-1",
"41","5801","1",
"41","6814","1",
"42","6","1",
"42","890","1",
"42","1827","-1",
"42","2273","1",
"42","2301","1",
"42","2365","-1",
"42","2522","-1",
"42","2855","-1",
"42","2994","1",
"42","3485","1",
"42","4815","1",
"42","5693","-1",
"42","6595","1",
"42","6796","1",
"43","6","1",
"43","890","1",
"43","1827","-1",
"43","2273","1",
"43","2301","1",
"43","2365","-1",
"43","2522","-1",
"43","2855","-1",
"43","2994","1",
"43","3485","1",
"43","4815","1",
"43","5693","-1",
"43","6595","1",
"43","6796","1",
"44","6","1",
"44","890","1",
"44","1827","-1",
"44","2273","1",
"44","2301","1",
"44","2365","-1",
"44","2522","-1",
"44","2855","-1",
"44","2994","1",
"44","3485","1",
"44","4815","1",
"44","5693","-1",
"44","6611","1",
"44","6796","1",
"45","6","1",
"45","890","1",
"45","1827","-1",
"45","2273","1",
"45","2301","1",
"45","2370","-1",
"45","2522","-1",
"45","2856","-1",
"45","2994","1",
"45","3485","1",
"45","4815","1",
"45","5698","-1",
"45","6595","1",
"46","6","1",
"46","890","1",
"46","1827","-1",
"46","2273","1",
"46","2301","1",
"46","2370","-1",
"46","2522","-1",
"46","2856","-1",
"46","2994","1",
"46","3488","1",
"46","4815","1",
"46","5698","-1",
"46","6595","1",
"46","6796","1",
"47","6","1",
"47","892","1",
"47","1849","-1",
"47","2273","1",
"47","2316","1",
"47","2440","-1",
"47","2523","-1",
"47","2857","-1",
"47","2994","1",
"47","3485","1",
"47","4818","1",
"47","5783","-1",
"47","5801","1",
"47","6814","1",
"48","6","1",
"48","7","1",
"48","892","1",
"48","1849","-1",
"48","2273","1",
"48","2316","1",
"48","2440","-1",
"48","2523","-1",
"48","2857","-1",
"48","2994","1",
"48","3485","1",
"48","4818","1",
"48","5783","-1",
"48","5801","1",
"48","6814","1",
"48","10748","1",
"49","6","1",
"49","7","1",
"49","892","1",
"49","1849","-1",
"49","2273","1",
"49","2316","1",
"49","2440","-1",
"49","2523","-1",
"49","2857","-1",
"49","2994","1",
"49","3485","1",
"49","4818","1",
"49","5783","-1",
"49","5801","1",
"49","6814","1",
"49","10748","1",
"50","6","1",
"50","7","1",
"50","892","1",
"50","1849","-1",
"50","2273","1",
"50","2316","1",
"50","2440","-1",
"50","2523","-1",
"50","2857","-1",
"50","2994","1",
"50","3485","1",
"50","4818","1",
"50","5783","-1",
"50","5801","1",
"50","6814","1",
"50","10748","1",
"51","6","1",
"51","892","1",
"51","1849","-1",
"51","2273","1",
"51","2316","1",
"51","2442","-1",
"51","2523","-1",
"51","2858","-1",
"51","2994","1",
"51","3486","1",
"51","4818","1",
"51","5785","-1",
"51","5801","1",
"51","6814","1",
"52","6","1",
"52","7","1",
"52","892","1",
"52","1849","-1",
"52","2273","1",
"52","2316","1",
"52","2442","-1",
"52","2523","-1",
"52","2858","-1",
"52","2994","1",
"52","3485","1",
"52","4818","1",
"52","5785","-1",
"52","5801","1",
"52","6814","1",
"52","10748","1",
"53","6","1",
"53","892","1",
"53","1849","-1",
"53","2273","1",
"53","2316","1",
"53","2442","-1",
"53","2523","-1",
"53","2858","-1",
"53","2994","1",
"53","3485","1",
"53","4818","1",
"53","5785","-1",
"53","5801","1",
"53","6814","1",
"54","6","1",
"54","892","1",
"54","1849","-1",
"54","2273","1",
"54","2316","1",
"54","2442","-1",
"54","2523","-1",
"54","2858","-1",
"54","2994","1",
"1616","3136","1",
"1616","4336","1",
"1617","370","1",
"1617","3136","1",
"1617","5349","0",
"1618","370","1",
"1618","3136","1",
"1618","5349","0",
"1619","370","1",
"1619","3136","1",
"1619","7621","1",
"1620","370","1",
"1620","3136","1",
"1620","7621","1",
"1621","370","1",
"1621","3136","1",
"1621","7620","1",
"1622","370","1",
"1622","3136","1",
"1622","7620","1",
"1623","370","1",
"1623","3136","1",
"1623","7620","1",
"1624","370","1",
"1624","3136","1",
"1624","7623","1",
"1625","370","1",
"1625","3136","1",
"1625","7623","1",
"1626","370","1",
"1626","3136","1",
"1626","7627","1",
"1627","370","1",
"1627","3136","1",
"1627","7627","1",
"1628","370","1",
"1628","3136","1",
"1628","7627","1",
"1629","370","1",
"1629","3136","1",
"1629","7627","1",
"1630","370","1",
"1630","3136","1",
"1630","7627","1",
"1631","370","1",
"1631","3136","1",
"1631","7628","1",
"1632","370","1",
"1632","3136","1",
"1632","7628","1",
"1633","370","1",
"1633","3136","1",
"1633","7628","1",
"1634","370","1",
"1634","3136","1",
"1634","7628","1",
"1635","370","1",
"1635","3136","1",
"1635","7610","1",
"1636","370","1",
"1636","3136","1",
"1636","7610","1",
"1637","370","1",
"1637","3136","1",
"1637","7611","1",
"1638","370","1",
"1638","3136","1",
"1638","7611","1",
"1639","370","1",
"1639","3136","1",
"1639","7611","1",
"1640","370","1",
"1640","3136","1",
"1640","5350","0",
"1641","370","1",
"1641","3136","1",
"1641","5350","0",
"1642","370","1",
"1642","3136","1",
"1642","10630","1",
"1643","370","1",
"1643","3136","1",
"1643","10631","1",
"1644","370","1",
"1644","3136","1",
"1644","5351","0",
"1645","370","1",
"1645","3136","1",
"1645","5351","0",
"1646","370","1",
"1646","3136","1",
"1646","7626","1",
"1647","370","1",
"1647","3136","1",
"1647","7626","1",
"1648","370","1",
"1649","370","1",
"1650","370","1",
"1651","370","1",
"1652","370","1",
"1653","370","1",
"1654","370","1",
"1655","370","1",
"1656","370","1",
"1657","370","1",
"1658","370","1",
"1658","3136","1",
"1659","370","1",
"1659","3136","1",
"1660","370","1",
"1660","3136","1",
"1660","5352","0",
"1661","370","1",
"1661","3136","1",
"1661","5352","0",
"1662","370","1",
"1662","3136","1",
"1662","7609","1",
"1663","370","1",
"1663","3136","1",
"1663","7609","1",
"1664","372","1",
"1664","1262","1",
"1664","3599","1",
"1665","373","1",
"1665","1409","1",
"1665","2312","1",
"1665","5407","1",
"1665","10128","-1",
"1666","373","1",
"1666","1409","1",
"1666","2312","1",
"1666","5410","1",
"1666","10133","-1",
"1667","6144","1",
"1667","6600","1",
"1668","5901","1",
"1669","5500","1",
"1669","6694","1",
"1669","7587","1",
"1670","5500","1",
"1670","6694","1",
"1670","10207","1",
"1670","10384","1",
"1671","5500","1",
"1671","6695","1",
"1671","10209","1",
"1671","10384","1",
"1672","5500","1",
"1672","6695","1",
"1672","7587","1",
"1673","5502","1",
"1673","6709","0",
"1673","6773","1",
"1674","5502","1",
"1674","6710","0",
"1674","6774","1",
"1725","6720","1",
"1726","5442","1",
"1726","5499","1",
"1726","6685","1",
"1726","10259","1",
"1727","5441","1",
"1727","5499","1",
"1727","6686","1",
"1727","10261","1",
"1728","5501","1",
"1728","6659","1",
"1728","6706","1",
"1728","10134","1",
"1729","5501","1",
"1729","6706","1",
"1729","10131","1",
"1730","5501","1",
"1730","6707","1",
"1730","10129","1",
"1731","5501","1",
"1731","6659","1",
"1731","6707","1",
"1731","10127","1",
"1734","5498","1",
"1734","6673","1",
"1734","10138","1",
"1734","10366","1",
"1735","5498","1",
"1735","6674","1",
"1735","10138","1",
"1735","10366","1",
"1737","6710","0",
"1751","6721","1",
"1782","5503","1",
"1782","6709","1",
"1782","10255","1",
"1783","5503","1",
"1783","6710","1",
"1783","10257","1",
"1879","374","1",
"1879","10671","1",
"1880","375","1",
"1880","1678","1",
"1880","2419","-1",
"1880","3139","1",
"1881","375","1",
"1881","1678","1",
"1881","2422","-1",
"1881","3139","1",
"1882","375","1",
"1882","1678","1",
"1882","2419","-1",
"1882","3135","1",
"1882","3139","1",
"1882","5754","-1",
"1883","375","1",
"1883","1678","1",
"1883","2422","-1",
"1883","3135","1",
"1883","3139","1",
"1883","5757","-1",
"1884","376","1",
"1884","1678","1",
"1884","1734","1",
"1884","1770","1",
"1884","2341","1",
"1884","2356","1",
"1884","2404","-1",
"1884","3135","1",
"1884","3138","1",
"1884","5733","-1",
"1885","376","1",
"1885","1678","1",
"1885","1734","1",
"1885","1770","1",
"1885","2341","1",
"1885","2356","1",
"1885","2405","-1",
"1885","3135","1",
"1885","3138","1",
"1885","5734","-1",
"1886","376","1",
"1886","1678","1",
"1886","1734","1",
"1886","1770","1",
"1886","2341","1",
"1886","2356","1",
"1886","2404","-1",
"1886","3135","1",
"1886","3138","1",
"1886","5733","-1",
"1887","376","1",
"1887","1678","1",
"1887","1734","1",
"1887","1770","1",
"1887","2341","1",
"1887","2356","1",
"1887","2405","-1",
"1887","3135","1",
"1887","3138","1",
"1887","5734","-1",
"1888","377","1",
"1888","1678","1",
"1888","1722","1",
"1888","1769","1",
"1888","2343","1",
"1888","2356","1",
"1888","2404","-1",
"1888","3135","1",
"1888","3138","1",
"1888","5733","-1",
"1889","377","1",
"1889","1678","1",
"1889","1722","1",
"1889","1769","1",
"1889","2343","1",
"1889","2356","1",
"1889","2405","-1",
"1889","3135","1",
"1889","3138","1",
"1889","5734","-1",
"1890","377","1",
"854","2252","1",
"854","2303","1",
"854","2373","-1",
"854","2500","-1",
"854","2714","-1",
"854","3078","1",
"854","3454","1",
"854","3568","1",
"854","4731","1",
"854","5701","-1",
"854","5951","1",
"854","6545","1",
"854","6815","1",
"855","94","1",
"855","798","1",
"855","1830","-1",
"855","2252","1",
"855","2303","1",
"855","2373","-1",
"855","2500","-1",
"855","2714","-1",
"855","3078","1",
"855","3454","1",
"855","3568","1",
"855","4731","1",
"855","5701","-1",
"855","5951","1",
"855","6545","1",
"855","6815","1",
"856","94","1",
"856","798","1",
"856","1830","-1",
"856","2252","1",
"856","2303","1",
"856","2373","-1",
"856","2500","-1",
"856","2714","-1",
"856","3078","1",
"856","3454","1",
"856","3568","1",
"856","4731","1",
"856","5701","-1",
"856","5956","1",
"856","6815","1",
"857","94","1",
"857","800","1",
"857","1832","-1",
"857","2252","1",
"857","2315","1",
"857","2436","-1",
"857","2501","-1",
"857","2715","-1",
"857","3078","1",
"857","3454","1",
"857","3569","1",
"857","4734","1",
"857","5775","-1",
"857","6013","1",
"857","6545","1",
"857","6813","1",
"858","94","1",
"858","800","1",
"858","1832","-1",
"858","2252","1",
"858","2315","1",
"858","2436","-1",
"858","2501","-1",
"858","2715","-1",
"858","3078","1",
"858","3454","1",
"858","3570","1",
"858","4734","1",
"858","5775","-1",
"858","6014","1",
"858","6813","1",
"859","94","1",
"859","800","1",
"859","1832","-1",
"859","2252","1",
"859","2315","1",
"859","2436","-1",
"859","2501","-1",
"859","2715","-1",
"859","3078","1",
"859","3454","1",
"859","3569","1",
"859","4734","1",
"859","5775","-1",
"859","6013","1",
"859","6545","1",
"859","6813","1",
"860","94","1",
"860","800","1",
"860","1832","-1",
"860","2252","1",
"860","2315","1",
"860","2436","-1",
"860","2501","-1",
"860","2715","-1",
"860","3078","1",
"860","3454","1",
"860","3569","1",
"860","4734","1",
"860","5775","-1",
"860","6013","1",
"860","6545","1",
"860","6813","1",
"861","94","1",
"861","800","1",
"861","1832","-1",
"861","2252","1",
"861","2315","1",
"861","2437","-1",
"861","2501","-1",
"861","2716","-1",
"861","3078","1",
"861","3454","1",
"861","3570","1",
"861","4734","1",
"861","5776","-1",
"861","6013","1",
"861","6545","1",
"861","6813","1",
"862","94","1",
"862","800","1",
"862","1832","-1",
"862","2252","1",
"862","2315","1",
"862","2437","-1",
"862","2501","-1",
"862","2716","-1",
"862","3085","1",
"862","3412","1",
"862","3455","1",
"862","3569","1",
"862","4734","1",
"862","5776","-1",
"862","6013","1",
"862","6545","1",
"863","94","1",
"863","800","1",
"863","1832","-1",
"863","2315","1",
"863","2437","-1",
"863","2501","-1",
"863","2716","-1",
"863","3078","1",
"863","3454","1",
"863","3569","1",
"863","4734","1",
"863","5776","-1",
"863","6545","1",
"863","6813","1",
"864","94","1",
"864","803","1",
"864","1837","-1",
"864","2252","1",
"864","2312","1",
"864","2419","-1",
"864","2502","-1",
"864","2719","-1",
"864","3078","1",
"864","3454","1",
"864","3569","1",
"864","4737","1",
"864","5754","-1",
"864","5998","1",
"864","6545","1",
"864","6808","1",
"865","94","1",
"865","127","1",
"865","803","1",
"865","1837","-1",
"865","2252","1",
"865","2312","1",
"865","2419","-1",
"865","2502","-1",
"865","2719","-1",
"865","3085","1",
"865","3454","1",
"865","4737","1",
"865","5754","-1",
"866","94","1",
"866","803","1",
"866","1837","-1",
"866","2252","1",
"866","2312","1",
"866","2419","-1",
"866","2502","-1",
"866","2719","-1",
"866","3078","1",
"866","3455","1",
"866","3569","1",
"866","3570","1",
"866","4737","1",
"866","5754","-1",
"866","5998","1",
"866","6545","1",
"866","6808","1",
"867","94","1",
"867","803","1",
"867","1837","-1",
"867","2312","1",
"867","2422","-1",
"867","2502","-1",
"867","2720","-1",
"867","3078","1",
"867","3454","1",
"867","3569","1",
"867","4737","1",
"867","6545","1",
"867","6808","1",
"868","94","1",
"868","803","1",
"868","1837","-1",
"868","2252","1",
"868","2312","1",
"868","2422","-1",
"868","2502","-1",
"868","2720","-1",
"868","3078","1",
"868","3454","1",
"868","3569","1",
"868","4737","1",
"868","5757","-1",
"868","5998","1",
"868","6545","1",
"868","6808","1",
"869","94","1",
"869","806","1",
"869","1838","-1",
"869","2252","1",
"869","2312","1",
"869","2419","-1",
"869","2503","-1",
"869","2721","-1",
"869","3078","1",
"869","3454","1",
"869","3567","1",
"869","4740","1",
"869","5754","-1",
"869","5998","1",
"869","6545","1",
"869","6808","1",
"870","94","1",
"870","806","1",
"870","1838","-1",
"870","2252","1",
"870","2312","1",
"870","2419","-1",
"870","2503","-1",
"870","2721","-1",
"870","3078","1",
"870","3454","1",
"870","3567","1",
"870","4740","1",
"870","5754","-1",
"870","5998","1",
"870","6545","1",
"870","6808","1",
"871","94","1",
"871","806","1",
"871","1838","-1",
"871","2252","1",
"871","2312","1",
"871","2422","-1",
"871","2503","-1",
"871","2722","-1",
"871","3078","1",
"871","3454","1",
"871","3567","1",
"871","4740","1",
"871","5757","-1",
"871","6006","1",
"871","6808","1",
"872","94","1",
"872","809","1",
"872","1848","-1",
"872","2252","1",
"742","453","1",
"742","1814","-1",
"742","2252","1",
"742","2317","1",
"742","2447","-1",
"742","2457","-1",
"742","2705","-1",
"742","3078","1",
"742","3449","1",
"742","3555","1",
"742","4441","1",
"742","5790","-1",
"742","6534","1",
"742","6802","1",
"743","89","1",
"743","453","1",
"743","1814","-1",
"743","2252","1",
"743","2317","1",
"743","2447","-1",
"743","2457","-1",
"743","2705","-1",
"743","3078","1",
"743","3449","1",
"743","3555","1",
"743","4223","1",
"743","4441","1",
"743","5790","-1",
"743","5983","1",
"743","6802","1",
"744","89","1",
"744","453","1",
"744","1814","-1",
"744","2317","1",
"744","2448","-1",
"744","2457","-1",
"744","2706","-1",
"744","3085","1",
"744","3449","1",
"744","3557","1",
"744","4441","1",
"744","6644","1",
"745","89","1",
"745","127","1",
"745","476","1",
"745","1817","-1",
"745","2317","1",
"745","2445","-1",
"745","2458","-1",
"745","2709","-1",
"745","3085","1",
"745","3449","1",
"745","4675","1",
"746","89","1",
"746","476","1",
"746","1817","-1",
"746","2252","1",
"746","2317","1",
"746","2445","-1",
"746","2458","-1",
"746","2709","-1",
"746","3078","1",
"746","3449","1",
"746","3555","1",
"746","4223","1",
"746","4675","1",
"746","5788","-1",
"746","5967","1",
"746","6534","1",
"746","6802","1",
"747","89","1",
"747","127","1",
"747","476","1",
"747","1817","-1",
"747","2317","1",
"747","2446","-1",
"747","2458","-1",
"747","2710","-1",
"747","3085","1",
"747","3449","1",
"747","4675","1",
"748","89","1",
"748","476","1",
"748","1817","-1",
"748","2252","1",
"748","2317","1",
"748","2446","-1",
"748","2458","-1",
"748","2710","-1",
"748","3078","1",
"748","3449","1",
"748","3555","1",
"748","4675","1",
"748","5789","-1",
"748","5994","1",
"748","6534","1",
"748","6802","1",
"749","89","1",
"749","127","1",
"749","476","1",
"749","1817","-1",
"749","2252","1",
"749","2317","1",
"749","2446","-1",
"749","2458","-1",
"749","2710","-1",
"749","3085","1",
"749","3449","1",
"749","4675","1",
"749","5789","-1",
"749","5967","1",
"749","6534","1",
"750","89","1",
"750","455","1",
"750","1829","-1",
"750","2252","1",
"750","2303","1",
"750","2375","-1",
"750","2459","-1",
"750","2711","-1",
"750","3078","1",
"750","3449","1",
"750","3562","1",
"750","4444","1",
"750","5703","-1",
"750","5965","1",
"750","6534","1",
"750","6686","0",
"750","6815","1",
"751","89","1",
"751","455","1",
"751","1829","-1",
"751","2252","1",
"751","2303","1",
"751","2375","-1",
"751","2459","-1",
"751","2711","-1",
"751","3078","1",
"751","3449","1",
"751","3562","1",
"751","4444","1",
"751","5703","-1",
"751","5965","1",
"751","6541","1",
"751","6815","1",
"752","89","1",
"752","455","1",
"752","1829","-1",
"752","2252","1",
"752","2303","1",
"752","2375","-1",
"752","2459","-1",
"752","2711","-1",
"752","3078","1",
"752","3449","1",
"752","3562","1",
"752","4444","1",
"752","5703","-1",
"752","5965","1",
"752","6534","1",
"752","6815","1",
"753","89","1",
"753","455","1",
"753","1829","-1",
"753","2252","1",
"753","2303","1",
"753","2375","-1",
"753","2459","-1",
"753","2711","-1",
"753","3078","1",
"753","3449","1",
"753","3562","1",
"753","4444","1",
"753","5703","-1",
"753","5965","1",
"753","6534","1",
"753","6815","1",
"754","89","1",
"754","455","1",
"754","1829","-1",
"754","2252","1",
"754","2303","1",
"754","2373","-1",
"754","2459","-1",
"754","2712","-1",
"754","3078","1",
"754","3449","1",
"754","3562","1",
"754","4444","1",
"754","5701","-1",
"754","5951","1",
"754","6543","1",
"754","6815","1",
"755","89","1",
"755","455","1",
"755","1829","-1",
"755","2252","1",
"755","2303","1",
"755","2373","-1",
"755","2459","-1",
"755","2712","-1",
"755","3078","1",
"755","3449","1",
"755","3562","1",
"755","4444","1",
"755","5701","-1",
"755","5951","1",
"755","6534","1",
"755","6815","1",
"756","89","1",
"756","455","1",
"756","1829","-1",
"756","2252","1",
"756","2303","1",
"756","2373","-1",
"756","2459","-1",
"756","2712","-1",
"756","3078","1",
"756","3449","1",
"756","3562","1",
"756","4444","1",
"756","5701","-1",
"756","5951","1",
"756","6534","1",
"756","6815","1",
"757","89","1",
"757","458","1",
"757","1833","-1",
"757","2252","1",
"757","2303","1",
"757","2373","-1",
"757","2460","-1",
"757","2717","-1",
"757","3078","1",
"757","3449","1",
"757","3562","1",
"757","4447","1",
"757","5701","-1",
"757","6534","1",
"757","6815","1",
"758","89","1",
"758","458","1",
"758","1833","-1",
"758","2252","1",
"758","2303","1",
"758","2373","-1",
"758","2460","-1",
"758","2717","-1",
"758","3078","1",
"758","3449","1",
"758","3562","1",
"758","4447","1",
"758","5701","-1",
"758","5951","1",
"758","6534","1",
"758","6815","1",
"759","89","1",
"759","458","1",
"759","1833","-1",
"759","2252","1",
"759","2303","1",
"759","2373","-1",
"759","2460","-1",
"759","2717","-1",
"759","3078","1",
"759","3449","1",
"759","3562","1",
"759","4447","1",
"759","5701","-1",
"759","5951","1",
"759","6534","1",
"760","89","1",
"760","458","1",
"760","1833","-1",
"760","2252","1",
"760","2303","1",
"760","2375","-1",
"760","2460","-1",
"760","2718","-1",
"778","2309","1",
"778","2403","-1",
"778","2462","-1",
"778","2726","-1",
"778","3007","1",
"778","3078","1",
"778","3449","1",
"778","3563","1",
"778","4223","1",
"778","4457","1",
"778","5732","-1",
"778","6533","1",
"778","6534","1",
"778","6805","1",
"779","28","1",
"779","464","1",
"779","1847","-1",
"779","2252","1",
"779","2309","1",
"779","2402","-1",
"779","2462","-1",
"779","2725","-1",
"779","3078","1",
"779","3449","1",
"779","3526","1",
"779","4457","1",
"779","5731","-1",
"779","5828","1",
"779","6533","1",
"779","6805","1",
"780","90","1",
"780","451","1",
"780","2252","1",
"780","2303","1",
"780","2375","-1",
"780","2456","-1",
"780","2699","-1",
"780","3076","1",
"780","3448","1",
"780","3987","1",
"780","4378","1",
"780","4438","1",
"780","5703","-1",
"780","5965","1",
"780","6534","1",
"780","6821","1",
"781","90","1",
"781","451","1",
"781","1811","-1",
"781","2252","1",
"781","2303","1",
"781","2375","-1",
"781","2456","-1",
"781","2699","-1",
"781","3076","1",
"781","3418","1",
"781","3433","1",
"781","3448","1",
"781","3687","1",
"781","3986","1",
"781","4438","1",
"781","5576","1",
"781","5703","-1",
"781","5965","1",
"781","6534","1",
"781","6821","1",
"782","90","1",
"782","451","1",
"782","1811","-1",
"782","2252","1",
"782","2303","1",
"782","2373","-1",
"782","2456","-1",
"782","2700","-1",
"782","3076","1",
"782","3418","1",
"782","3433","1",
"782","3448","1",
"782","3690","1",
"782","3986","1",
"782","4438","1",
"782","5576","1",
"782","5701","-1",
"782","5951","1",
"782","6534","1",
"782","6821","1",
"783","90","1",
"783","451","1",
"783","1811","-1",
"783","2252","1",
"783","2303","1",
"783","2375","-1",
"783","2456","-1",
"783","2699","-1",
"783","3076","1",
"783","3418","1",
"783","3433","1",
"783","3448","1",
"783","3688","1",
"783","3986","1",
"783","4438","1",
"783","5576","1",
"783","5703","-1",
"783","5965","1",
"783","6534","1",
"783","6821","1",
