"IDPOINT_CONNECTION","IDOBJECT","COEF","ORDER_NO"
"5091","2311","1",
"5092","2300","1",
"5093","2300","1",
"5094","2300","1",
"5095","2300","1",
"5096","2300","1",
"5097","2301","1",
"5098","2301","1",
"5099","2301","1",
"5100","2301","1",
"5101","2301","1",
"5102","2301","1",
"5103","2301","1",
"5104","2301","1",
"5105","2301","1",
"5106","2302","1",
"5107","2302","1",
"5108","2302","1",
"5109","2302","1",
"5110","2302","1",
"5111","2302","1",
"5112","2302","1",
"5113","2302","1",
"5114","2302","1",
"5115","2303","1",
"5116","2303","1",
"5117","2303","1",
"5118","2303","1",
"5119","2303","1",
"5120","2303","1",
"5121","2303","1",
"5122","2303","1",
"5123","2303","1",
"5124","2303","1",
"5125","2303","1",
"5126","2303","1",
"5127","2303","1",
"5128","2303","1",
"5129","2303","1",
"5130","2303","1",
"5131","2304","1",
"5132","2304","1",
"5133","2304","1",
"5134","2304","1",
"5135","2304","1",
"5136","2304","1",
"5137","2304","1",
"5138","2306","1",
"5139","2307","1",
"5140","2307","1",
"5141","2307","1",
"5142","2307","1",
"5143","2307","1",
"5144","2307","1",
"5145","2307","1",
"5146","2307","1",
"5147","2307","1",
"5148","2309","1",
"5149","2309","1",
"5150","2309","1",
"5151","2309","1",
"5153","2311","1",
"5154","2311","1",
"5155","2311","1",
"5156","2311","1",
"5157","2311","1",
"5158","2311","1",
"5159","2311","1",
"5160","2311","1",
"5161","2311","1",
"5162","2311","1",
"5163","2311","1",
"5164","2311","1",
"5165","2312","1",
"5165","2349","1",
"5166","2312","1",
"5166","2349","1",
"5167","2312","1",
"5168","2312","1",
"5169","2312","1",
"5170","2312","1",
"5171","2312","1",
"5173","2312","1",
"5174","2313","1",
"5175","2313","1",
"5176","2313","1",
"5177","2313","1",
"5178","2313","1",
"5179","2313","1",
"5180","2313","1",
"5181","2313","1",
"5182","2315","1",
"5183","2315","1",
"5184","2315","1",
"5185","2315","1",
"5186","2315","1",
"5187","2315","1",
"5188","2315","1",
"5189","2315","1",
"5190","2315","1",
"5191","2315","1",
"5192","2315","1",
"5193","2315","1",
"5194","2315","1",
"5195","2315","1",
"5196","2315","1",
"5197","2316","1",
"5198","2316","1",
"5199","2316","1",
"5200","2316","1",
"5201","2316","1",
"5202","2316","1",
"5203","2316","1",
"5204","2316","1",
"5205","2316","1",
"5206","2316","1",
"5207","2316","1",
"5208","2316","1",
"5209","2316","1",
"5210","2316","1",
"5211","2316","1",
"5212","2316","1",
"5213","2316","1",
"5214","2316","1",
"5215","2317","1",
"5216","2317","1",
"5217","2317","1",
"5218","2330","1",
"5218","10601","1",
"5219","2330","1",
"5219","10601","1",
"5220","2337","1",
"5220","10608","1",
"5221","2337","1",
"5221","10608","1",
"5238","2419","-1",
"5239","2422","-1",
"5240","2452","0",
"5241","2452","0",
"5242","2452","0",
"5243","2452","0",
"5244","2452","1",
"5245","2452","1",
"5246","2452","-1",
"5247","2452","-1",
"5248","2452","-1",
"5249","2452","-1",
"5250","2452","-1",
"5251","2452","-1",
"5252","2452","-1",
"5253","2452","-1",
"5254","2452","-1",
"5255","2452","-1",
"5256","2452","-1",
"5257","2452","-1",
"5258","2453","1",
"5259","2453","-1",
"5260","2453","-1",
"5261","2453","-1",
"5262","2453","1",
"5263","2453","1",
"5264","2453","-1",
"5265","2453","0",
"5266","2453","-1",
"5267","2453","1",
"5268","2453","-1",
"5269","2453","1",
"5270","2453","0",
"5271","2453","-1",
"5272","2453","1",
"5273","2453","-1",
"5274","2453","-1",
"5275","2453","-1",
"5276","2453","-1",
"5277","2465","-1",
"5278","2465","-1",
"5279","2465","-1",
"5280","2488","1",
"5281","2489","1",
"5282","2489","1",
"5283","2489","1",
"5284","2490","0",
"5285","2490","0",
"5286","2490","0",
"5287","2490","1",
"5288","2490","1",
"5289","2490","-1",
"5290","2490","-1",
"5291","2490","-1",
"5292","2490","1",
"5293","2490","-1",
"5294","2490","-1",
"5295","2490","1",
"5296","2490","-1",
"5297","2490","-1",
"5298","2490","-1",
"5299","2490","-1",
"5300","2490","-1",
"5301","2490","1",
"5302","2491","0",
"5303","2491","0",
"5304","2491","0",
"5305","2491","0",
"5306","2491","0",
"5307","2491","0",
"5308","2491","-1",
"5309","2491","-1",
"5310","2491","-1",
"5311","2491","-1",
"5312","2491","-1",
"5313","2491","-1",
"5314","2491","-1",
"5315","2491","-1",
"5316","2491","-1",
"5317","2491","-1",
"5318","2491","1",
"5319","2491","-1",
"5320","2491","1",
"5321","2491","-1",
"5322","2492","0",
"5323","2492","-1",
"5324","2492","-1",
"5325","2492","-1",
"5326","2492","1",
"5327","2492","-1",
"5328","2492","-1",
"5329","2492","-1",
"5330","2492","-1",
"5331","2492","-1",
"5332","2492","-1",
"5333","2492","1",
"5334","2492","-1",
"5335","2492","-1",
"5336","2492","-1",
"5337","2509","-1",
"5338","2510","0",
"5339","2510","0",
"5340","2510","1",
"5341","2510","1",
"5342","2510","-1",
"5343","2510","-1",
"5344","2510","-1",
"5345","2510","-1",
"5346","2510","-1",
"5347","2510","-1",
"5348","2510","-1",
"5349","2510","-1",
"5350","2510","-1",
"5351","2510","-1",
"5352","2510","-1",
"5353","2510","-1",
"5354","2510","-1",
"5355","2510","-1",
"5356","2510","1",
"5357","2517","1",
"5358","2546","0",
"5359","2546","0",
"5360","2546","0",
"5361","2546","0",
"5362","2546","-1",
"5363","2546","-1",
"5364","2546","-1",
"5365","2546","-1",
"5366","2546","-1",
"5367","2546","-1",
"5368","2546","-1",
"5369","2546","-1",
"5370","2546","1",
"5371","2546","-1",
"5372","2546","-1",
"5373","2546","-1",
"5374","2546","1",
"5375","2546","-1",
"5376","2546","-1",
"5377","2557","-1",
"5378","2562","0",
"5379","2562","0",
"5380","2562","-1",
"5381","2562","-1",
"5382","2569","-1",
"5382","2820","-1",
"5383","2569","-1",
"5383","2821","-1",
"5384","2575","1",
"5385","2575","1",
"5386","2575","1",
"5387","2575","1",
"5388","2575","1",
"5389","2575","1",
"5390","2575","1",
"5391","2575","1",
"5392","2575","1",
"5393","2575","1",
"5394","2575","1",
"5395","2575","1",
"5396","2575","1",
"5397","2575","1",
"5398","2575","1",
"5399","2575","1",
"5400","2575","1",
"5401","2575","1",
"5402","2575","1",
"5403","2575","1",
"5404","2575","1",
"5405","2575","1",
"5406","2575","1",
"5407","2575","1",
"5408","2588","0",
"5409","2588","0",
"5410","2588","-1",
"5411","2588","-1",
"5412","2588","-1",
"5413","2588","-1",
"5414","2588","-1",
"5415","2588","-1",
"5416","2588","1",
"5417","2588","1",
"5418","2591","-1",
"5419","2597","-1",
"5420","2598","-1",
"5420","2796","-1",
"5420","4648","1",
"5421","2613","-1",
"5422","2639","-1",
"5423","2639","-1",
"5424","2639","-1",
"5425","2639","-1",
"5426","2639","-1",
"5427","2639","-1",
"5428","2639","1",
"5429","2889","-1",
"5429","2995","1",
"5430","2980","1",
"5430","6287","-1",
"5431","2986","1",
"5431","6286","1",
"5431","6287","-1",
"5432","2993","1",
"5432","2994","-1",
"5433","2993","1",
"5433","2994","-1",
"5434","2993","1",
"5434","2994","-1",
"5435","2993","1",
"5435","2994","-1",
"5436","2993","1",
"5436","2994","-1",
"5437","2993","1",
"5437","2994","-1",
"5438","2993","1",
"5438","2994","-1",
"5439","2993","1",
"5439","2994","-1",
"5440","2993","1",
"5440","2994","-1",
"5441","2993","1",
"5441","2994","-1",
"5442","2993","1",
"5442","2994","-1",
"5443","2993","1",
"5443","2994","-1",
"5444","2993","1",
"5444","2994","-1",
"5445","2998","1",
"5445","2999","-1",
"5446","2998","1",
"5446","2999","-1",
"5447","2998","1",
"5447","2999","-1",
"5448","3013","1",
"5448","3014","-1",
"5449","3013","1",
"5449","3014","-1",
"5450","3013","1",
"5450","3014","-1",
"5451","3013","1",
"5451","3014","-1",
"5452","3013","1",
"5452","3014","-1",
"5453","3013","1",
"5453","3014","-1",
"5454","3013","1",
"5454","3014","-1",
"5455","3013","1",
"5455","3014","-1",
"5456","3013","1",
"5456","3014","-1",
"5457","3013","1",
"5457","3014","-1",
"5458","3019","1",
"5458","3022","-1",
"5459","3019","1",
"5459","3022","-1",
"5460","3019","1",
"5460","3022","-1",
"5461","3027","1",
"5462","3042","1",
"5463","3042","1",
"5464","3042","1",
"5465","3042","1",
"5466","3042","1",
"5467","3042","1",
"5468","3048","1",
"5468","3049","-1",
"5469","3048","1",
"5469","3049","-1",
"5470","3048","1",
"5470","3049","-1",
"5471","3048","1",
"5471","3049","-1",
"5472","3048","1",
"5472","3049","-1",
"5473","3059","1",
"5474","3059","1",
"5475","3066","1",
"5475","3067","-1",
"5476","3066","1",
"5476","3067","-1",
"5477","3066","1",
"5477","3067","-1",
"5478","3066","1",
"5478","3067","-1",
"5479","3066","1",
"5479","3067","-1",
"5480","3076","1",
"5480","3078","-1",
"5481","3076","1",
"5481","3078","-1",
"5482","3076","1",
"5482","3078","-1",
"5483","3076","1",
"5483","3078","-1",
"5484","3076","1",
"5484","3078","-1",
"5485","3086","1",
"5485","6340","-1",
"5486","3087","1",
"5486","3244","-1",
"5487","3114","1",
"5487","3115","-1",
"5488","3114","1",
"5488","3115","-1",
"5489","3114","1",
"5489","3115","-1",
"5490","3114","1",
"5490","3115","-1",
"5491","3114","1",
"5491","3115","-1",
"5492","3114","1",
"5492","3115","-1",
"5493","3114","1",
"5493","3115","-1",
"5494","3119","1",
"5494","6247","1",
"5494","6250","-1",
"5494","6562","1",
"5495","3124","1",
"5496","3131","-1",
"5497","3131","-1",
"5498","3131","-1",
"5499","3131","-1",
"5500","3131","-1",
"5501","3131","-1",
"5502","3131","-1",
"5503","3131","-1",
"5504","3131","-1",
"5505","3131","-1",
"5506","3131","1",
"5507","3131","1",
"5508","3139","1",
"5509","3150","1",
"5510","3150","1",
"5511","3150","1",
"5512","3150","1",
"5513","3150","1",
"5514","3150","1",
"5515","3150","1",
"5516","3150","1",
"5517","3150","1",
"5518","3150","1",
"5519","3150","1",
"5520","3150","1",
"5521","3150","1",
"5522","3150","1",
"5523","3150","1",
"5524","3150","1",
"5525","3150","1",
"5526","3150","1",
"5527","3150","1",
"5528","3150","1",
"5529","3150","1",
"5530","3150","1",
"5531","3150","1",
"5532","3150","1",
"5533","3150","1",
"5534","3150","1",
"5535","3150","1",
"5536","3150","1",
"5537","3150","1",
"5538","3150","1",
"5539","3150","1",
"5540","3150","1",
"5541","3150","1",
"5542","3150","1",
"5543","3150","1",
"5544","3150","1",
"5545","3151","1",
"5546","3154","1",
"5547","3155","1",
"5548","3156","1",
"5549","3157","1",
"5550","3157","1",
"5551","3157","1",
"5552","3157","1",
"5553","3157","1",
"5554","3157","1",
"5555","3157","1",
"5556","3157","1",
"5557","3157","1",
"5558","3157","1",
"5559","3157","1",
"5560","3157","1",
"5561","3157","1",
"5562","3157","1",
"5563","3159","1",
"5564","3160","1",
"5565","3160","1",
"5566","3160","-1",
"5567","3161","1",
"5568","3162","0",
"5569","3163","1",
"5570","3164","1",
"5571","3165","1",
"5572","3166","0",
"5573","3166","1",
"5574","3167","1",
"5575","3167","1",
"5576","3168","0",
"5577","3169","1",
"5578","3170","1",
"5579","3171","1",
"5580","3172","1",
"5581","3173","1",
"5582","3174","1",
"5583","3175","1",
"5584","3176","1",
"5585","3177","1",
"5586","3178","1",
"5587","3178","1",
"5588","3178","1",
"5589","3178","1",
"5590","3178","1",
"5591","3179","1",
"5592","3179","0",
"5593","3180","1",
"5594","3180","1",
"5595","3180","1",
"5596","3180","1",
"5597","3180","1",
"5598","3180","1",
"5599","3180","1",
"5600","3180","0",
"5601","3180","0",
"5602","3180","0",
"5603","3180","0",
"5604","3180","0",
"5605","3180","0",
"5606","3180","0",
"5607","3180","0",
"5608","3180","0",
"5609","3180","0",
"5610","3180","0",
"5611","3180","0",
"5612","3181","1",
"5613","3181","1",
"5614","3181","1",
"5615","3181","1",
"5616","3181","1",
"5617","3182","1",
"5618","3182","1",
"5619","3182","1",
"5620","3182","1",
"5621","3182","1",
"5622","3182","1",
"5623","3182","1",
"5624","3182","1",
"5625","3182","1",
"5626","3182","1",
"5627","3182","1",
"5628","3182","0",
"5628","3183","0",
"5629","3182","0",
"5630","3182","1",
"5631","3184","0",
"5632","3185","1",
"5633","3185","1",
"5634","3185","1",
"5635","3185","1",
"5636","3185","1",
"5637","3185","1",
"5638","3185","1",
"5639","3185","1",
"5640","3185","1",
"5641","3185","1",
"5642","3185","1",
"5643","3185","1",
"5644","3185","1",
"5645","3185","1",
"5646","3185","1",
"5647","3185","1",
"5648","3185","1",
"5649","3185","1",
"5650","3186","1",
"5651","3186","1",
"5652","3186","1",
"5653","3186","0",
"5654","3188","0",
"5655","3188","0",
"5656","3188","1",
"5657","3188","0",
"5658","3188","0",
"5659","3188","0",
"5660","3188","0",
"5661","3189","1",
"5662","3190","-1",
"5663","3191","1",
"5664","3191","1",
"5665","3191","-1",
"5666","3191","0",
"5667","3191","0",
"5668","3192","1",
"5669","3193","0",
"5670","3193","1",
"5671","3194","1",
"5672","3194","1",
"5673","3194","1",
"5674","3194","1",
"5675","3194","1",
"5676","3195","1",
"5677","3196","1",
"5678","3197","0",
"5679","3198","0",
"5680","3199","1",
"5681","3199","1",
"5682","3200","1",
"5683","3200","1",
"5684","3200","1",
"5685","3200","1",
"5686","3200","1",
"5687","3200","1",
"5688","3200","1",
"5689","3200","1",
"5690","3200","1",
"5691","3200","1",
"5692","3200","1",
"5693","3200","1",
"5694","3200","1",
"5695","3200","1",
"5696","3200","1",
"5697","3200","1",
"5698","3200","1",
"5699","3200","1",
"5700","3200","1",
"5701","3200","1",
"5702","3200","1",
"5703","3200","1",
"5704","3200","1",
"5705","3200","1",
"5706","3200","1",
"5707","3200","1",
"5708","3200","1",
"5709","3200","1",
"5710","3200","1",
"5711","3200","1",
"5712","3200","1",
"5713","3200","1",
"5714","3200","1",
"5715","3200","1",
"5716","3200","1",
"5717","3201","1",
"5718","3201","1",
"5719","3201","1",
"5720","3201","1",
"5721","3201","0",
"5722","3202","1",
"5723","3203","1",
"5724","3203","1",
"5725","3205","1",
"5726","3205","0",
"5727","3205","-1",
"5728","3205","-1",
"5729","3206","-1",
"5730","3206","0",
"5731","3206","1",
"5732","3206","1",
"5733","3206","1",
"5734","3206","1",
"5735","3206","1",
"5736","3206","1",
"5737","3206","-1",
"5738","3206","1",
"5739","3206","1",
"5740","3206","1",
"5741","3206","1",
"5742","3206","-1",
"5743","3207","1",
"5744","3208","1",
"5745","3209","1",
"5746","3210","1",
"5747","3211","1",
"5748","3212","1",
"5749","3212","0",
"5750","3213","1",
"5751","3213","1",
"5752","3214","1",
"5753","3215","1",
"5754","3216","1",
"5755","3217","1",
"5756","3217","1",
"5757","3217","1",
"5758","3218","1",
"5759","3219","1",
"5760","3219","0",
"5761","3220","0",
"5762","3220","0",
"5763","3220","0",
"5764","3221","0",
"5765","3222","1",
"5766","3223","1",
"5767","3224","1",
"5768","3224","0",
"5769","3225","0",
"5770","3225","0",
"5771","3225","1",
"5772","3225","1",
"5773","3226","0",
"5774","3227","0",
"5775","3228","1",
"5776","3229","1",
"5777","3229","0",
"5778","3229","1",
"5779","3229","1",
"5780","3229","1",
"5781","3229","0",
"5782","3230","1",
"5783","3231","1",
"5784","3232","1",
"5785","3233","1",
"5786","3234","1",
"5787","3235","1",
"5788","3236","1",
"5789","3237","0",
"5790","3238","0",
"5791","3238","1",
"5792","3238","1",
"5793","3238","0",
"5794","3238","0",
"5795","3238","1",
"5796","3238","1",
"5797","3238","1",
"5798","3238","1",
"5799","3238","1",
"5800","3238","1",
"5801","3238","1",
"5802","3238","1",
"5803","3238","1",
"5804","3238","1",
"5805","3238","1",
"5806","3238","1",
"5807","3238","1",
"5808","3238","1",
"5809","3238","1",
"5810","3238","1",
"5811","3238","1",
"5812","3238","1",
"5813","3238","1",
"5814","3238","1",
"5815","3238","1",
"5816","3238","1",
"5817","3238","0",
"5818","3238","1",
"5819","3238","1",
"5820","3238","1",
"5821","3239","1",
"5822","3239","1",
"5823","3239","1",
"5824","3239","1",
"5825","3239","0",
"5826","3239","1",
"5827","3239","1",
"5828","3239","0",
"5829","3239","1",
"5830","3239","0",
"5831","3239","0",
"5832","3240","1",
"5833","3241","1",
"5834","3242","1",
"5835","3243","0",
"5836","3243","1",
"5837","3243","1",
"5838","3244","1",
"5839","3244","1",
"5840","3244","1",
"5841","3244","0",
"5842","3244","1",
"5843","3244","1",
"5844","3245","0",
"5845","3246","0",
"5846","3247","1",
"5847","3247","1",
"5848","3247","0",
"5849","3247","0",
"5850","3247","0",
"5851","3248","1",
"5852","3248","1",
"5853","3249","1",
"5854","3250","1",
"5855","3251","1",
"5856","3251","1",
"5857","3251","1",
"5858","3251","1",
"5859","3252","1",
"5860","3252","1",
"5861","3253","1",
"5862","3253","1",
"5863","3253","1",
"5864","3253","1",
"5865","3254","1",
"5866","3254","1",
"5867","3255","1",
"5868","3256","1",
"5869","3256","-1",
"5870","3257","-1",
"5871","3257","1",
"5872","3257","1",
"5873","3257","1",
"5874","3257","1",
"5875","3257","1",
"5876","3257","1",
"5877","3257","1",
"5878","3257","1",
"5879","3258","1",
"5880","3258","1",
"5881","3258","1",
"5882","3258","1",
"5883","3259","1",
"5884","3259","1",
"5885","3260","1",
"5886","3261","1",
"5887","3262","1",
"5888","3263","1",
"5889","3264","1",
"5890","3265","1",
"5891","3265","0",
"5892","3265","1",
"5893","3265","1",
"5894","3265","1",
"5895","3266","0",
"5896","3266","0",
"5897","3266","1",
"5898","3266","1",
"5899","3267","1",
"5900","3268","0",
"5901","3269","1",
"5902","3269","1",
"5903","3269","1",
"5904","3270","1",
"5905","3270","1",
"5906","3270","-1",
"5907","3270","0",
"5908","3270","0",
"5909","3271","1",
"5910","3272","1",
"5911","3272","1",
"5912","3273","1",
"5913","3274","1",
"5914","3274","1",
"5915","3275","1",
"5916","3275","1",
"5917","3275","1",
"5918","3275","1",
"5919","3275","1",
"5920","3275","1",
"5921","3275","1",
"5922","3276","1",
"5923","3276","1",
"5924","3277","-1",
"5925","3278","1",
"5926","3279","1",
"5927","3279","1",
"5928","3279","1",
"5929","3279","1",
"5930","3280","1",
"5931","3281","0",
"5932","3282","1",
"5933","3282","1",
"5934","3282","1",
"5935","3283","1",
"5936","3284","1",
"5937","3284","1",
"5938","3284","1",
"5939","3284","1",
"5940","3284","1",
"5941","3284","1",
"5942","3284","1",
"5943","3284","1",
"5944","3284","1",
"5945","3284","1",
"5946","3284","1",
"5947","3284","1",
"5948","3284","1",
"5949","3285","1",
"5950","3285","1",
"5951","3286","1",
"5952","3287","1",
"5953","3288","1",
"5954","3289","1",
"5955","3290","1",
"5956","3291","0",
"5957","3291","0",
"5958","3292","1",
"5959","3292","1",
"5960","3293","0",
"5961","3293","1",
"5962","3293","1",
"5963","3294","0",
"5964","3294","1",
"5965","3294","0",
"5966","3294","1",
"5967","3295","1",
"5968","3295","1",
"5969","3295","1",
"5970","3296","1",
"5971","3297","0",
"5972","3297","0",
"5973","3298","1",
"5974","3298","1",
"5975","3298","1",
"5976","3298","1",
"5977","3298","1",
"5978","3298","1",
"5979","3299","1",
"5980","3301","1",
"5981","3301","1",
"5982","3302","1",
"5983","3303","1",
"5984","3303","1",
"5985","3303","1",
"5986","3303","1",
"5987","3303","1",
"5988","3303","1",
"5989","3303","1",
"5990","3304","1",
"5991","3304","1",
"5992","3304","1",
"5993","3304","1",
"5994","3304","1",
"5995","3304","1",
"5996","3304","1",
"5997","3304","1",
"5998","3304","1",
"5999","3304","1",
"6000","3304","1",
"6001","3304","1",
"6002","3306","1",
"6003","3307","1",
"6004","3308","1",
"6005","3308","1",
"6006","3308","1",
"6007","3309","1",
"6008","3309","1",
"6009","3309","1",
"6010","3309","1",
"6011","3310","1",
"6012","3311","1",
"6013","3312","1",
"6014","3313","1",
"6015","3314","1",
"6016","3314","1",
"6017","3314","0",
"6018","3317","1",
"6019","3318","1",
"6020","3319","1",
"6021","3319","1",
"6022","3319","1",
"6023","3320","1",
"6024","3320","1",
"6025","3320","1",
"6026","3321","1",
"6027","3321","1",
"6028","3321","1",
"6029","3321","1",
"6030","3321","1",
"6031","3321","1",
"6032","3321","1",
"6033","3321","1",
"6034","3321","1",
"6035","3321","1",
"6036","3323","1",
"6037","3324","1",
"6038","3325","1",
"6039","3326","1",
"6039","3371","1",
"6040","3327","1",
"6041","3328","1",
"6042","3329","1",
"6043","3330","1",
"6044","3331","1",
"6045","3331","1",
"6046","3331","1",
"6047","3331","1",
"6048","3331","1",
"6049","3331","1",
"6050","3331","1",
"6051","3331","1",
"6052","3332","1",
"6053","3333","1",
"6054","3333","1",
"6055","3333","-1",
"6056","3333","1",
"6057","3333","1",
"6058","3333","1",
"6059","3333","1",
"6060","3335","1",
"6061","3335","1",
"6062","3336","1",
"6063","3337","0",
"6064","3337","1",
"6065","3337","0",
"6066","3337","1",
"6067","3337","1",
"6068","3337","1",
"6069","3337","1",
"6070","3337","1",
"6071","3339","1",
"6072","3339","1",
"6073","3341","-1",
"6074","3341","1",
"6075","3342","1",
"6076","3343","1",
"6077","3343","1",
"6078","3343","1",
"6079","3343","1",
"6080","3344","-1",
"6081","3344","-1",
"6082","3344","-1",
"6083","3344","1",
"6084","3344","-1",
"6085","3344","-1",
"6086","3344","-1",
"6087","3345","1",
"6088","3345","1",
"6089","3345","1",
"6090","3345","1",
"6091","3345","1",
"6092","3345","1",
"6093","3346","1",
"6094","3347","1",
"6095","3348","1",
"6096","3348","1",
"6097","3348","1",
"6098","3348","1",
"6099","3348","1",
"6100","3349","1",
"6101","3350","1",
"6102","3351","1",
"6103","3351","1",
"6104","3351","1",
"6105","3353","1",
"6106","3353","1",
"6107","3354","1",
"6108","3354","1",
"6109","3356","1",
"6110","3357","1",
"6111","3357","1",
"6112","3358","1",
"6113","3358","1",
"6114","3359","1",
"6115","3360","1",
"6116","3360","1",
"6117","3361","1",
"6118","3361","1",
"6119","3361","1",
"6120","3362","1",
"6121","3363","1",
"6122","3363","1",
"6123","3363","1",
"6124","3363","1",
"6125","3363","1",
"6126","3364","1",
"6127","3364","1",
"6128","3364","1",
"6129","3364","1",
"6130","3365","1",
"6131","3365","-1",
"6132","3366","1",
"6133","3366","1",
"6134","3366","1",
"6135","3367","1",
"6136","3368","1",
"6137","3368","1",
"6138","3369","1",
"6139","3370","1",
"6140","3370","1",
"6141","3371","1",
"6142","3371","1",
"6143","3372","1",
"6144","3373","1",
"6145","3373","-1",
"6146","3373","-1",
"6147","3373","-1",
"6148","3374","1",
"6149","3375","1",
"6150","3375","1",
"6151","3375","1",
"6152","3375","1",
"6153","3375","1",
"6154","3375","1",
"6155","3376","1",
"6156","3377","1",
"6157","3377","1",
"6158","3378","1",
"6159","3379","1",
"6160","3380","1",
"6161","3381","1",
"6162","3382","1",
"6163","3382","1",
"6164","3383","1",
"6165","3384","1",
"6166","3385","1",
"6167","3386","1",
"6168","3387","1",
"6169","3387","1",
"6170","3388","1",
"6171","3389","1",
"6172","3389","1",
"6173","3391","1",
"6174","3391","1",
"6175","3391","1",
"6176","3391","1",
"6177","3391","1",
"6178","3391","1",
"6179","3392","1",
"6180","3394","1",
"6181","3395","1",
"6182","3395","1",
"6183","3396","1",
"6184","3439","1",
"6185","3448","1",
"6185","3449","-1",
"6186","3448","1",
"6186","3449","-1",
"6187","3448","1",
"6187","3449","-1",
"6188","3448","1",
"6188","3449","-1",
"6189","3448","1",
"6189","3449","-1",
"6190","3448","1",
"6190","3449","-1",
"6191","3448","1",
"6191","3449","-1",
"6192","3448","1",
"6192","3449","-1",
"6193","3448","1",
"6193","3449","-1",
"6194","3448","1",
"6194","3449","-1",
"6195","3448","1",
"6195","3449","-1",
"6196","3448","1",
"6196","3449","-1",
"6197","3448","1",
"6197","3449","-1",
"6198","3448","1",
"6198","3449","-1",
"6199","3448","1",
"6199","3449","-1",
"6200","3448","1",
"6200","3449","-1",
"6201","3448","1",
"6201","3449","-1",
"6202","3448","1",
"6202","3449","-1",
"6203","3448","1",
"6203","3449","-1",
"6204","3448","1",
"6204","3449","-1",
"6205","3449","1",
"6206","3449","-1",
"6207","3453","1",
"6207","3454","-1",
"6208","3453","1",
"6208","3454","-1",
"6209","3454","1",
"6210","3454","-1",
"6211","3631","1",
"6211","5029","1",
"6212","3632","1",
"6212","5029","1",
"6213","4524","1",
"6214","4923","1",
"6214","4929","1",
"6216","5011","1",
"6217","5016","1",
"6218","5016","1",
"6219","5016","1",
"6220","5016","1",
"6221","5016","1",
"6222","5016","1",
"6223","5016","1",
"6224","5016","1",
"6225","5016","1",
"6226","5018","1",
"6227","5018","1",
"6228","5018","1",
"6229","5018","1",
"6230","5018","1",
"6231","5018","1",
"6232","5018","1",
"6233","5022","1",
"6234","5022","1",
"6235","5022","1",
"6236","5022","1",
"6237","5022","1",
"6238","5022","1",
"6239","5025","1",
"6240","5025","1",
"6241","5025","1",
"6242","5025","1",
"6243","5026","1",
"6244","5026","1",
"6245","5029","1",
"6246","5029","1",
"6247","5031","1",
"6248","5031","1",
"6249","5036","1",
"6251","5036","1",
"6252","5036","1",
"6253","5036","1",
"6254","5036","1",
"6255","5036","1",
"6256","5036","1",
"6257","5036","1",
"6258","5036","1",
"6259","5036","1",
"6260","5038","1",
"6261","5038","1",
"6262","5038","1",
"6263","5040","1",
"6264","5040","1",
"6265","5040","1",
"6266","5040","1",
"6267","5040","1",
"6268","5040","1",
"6269","5040","1",
"6270","5042","1",
"6271","5042","1",
"6272","5042","1",
"6273","5042","1",
"6274","5042","1",
"6275","5042","1",
"6276","5042","1",
"6277","5042","1",
"6278","5042","1",
"6279","5042","1",
"6280","5042","1",
"6281","5042","1",
"6282","5042","1",
"6283","5042","1",
"6284","5045","1",
"6285","5045","1",
"6286","5045","1",
"6287","5045","1",
"6288","5046","1",
"6289","5046","1",
"6290","5051","1",
"6291","5051","1",
"6292","5051","1",
"6293","5051","1",
"6294","5051","1",
"6295","5051","1",
"6296","5052","1",
"6297","5052","1",
"6298","5052","1",
"6299","5052","1",
"6300","5056","1",
"6301","5056","1",
"6302","5056","1",
"6303","5057","1",
"6304","5057","1",
"6305","5062","1",
"6306","5062","1",
"6307","5062","1",
"6308","5062","1",
"6309","5062","1",
"6310","5062","1",
"6311","5062","1",
"6312","5064","1",
"6313","5064","1",
"6314","5064","1",
"6315","5064","1",
"6316","5064","1",
"6317","5064","1",
"6318","5067","1",
"6319","5067","1",
"6320","5067","1",
"6321","5067","1",
"6322","5068","1",
"6323","5068","1",
"6324","5071","1",
"6325","5071","1",
"6326","5071","1",
"6327","5072","1",
"6328","5072","1",
"6329","5076","1",
"6330","5076","1",
"6331","5076","1",
"6332","5076","1",
"6333","5077","1",
"6334","5077","1",
"6335","5084","1",
"6336","5084","1",
"6337","5085","1",
"6338","5085","1",
"6339","5089","1",
"6340","5089","1",
"6341","5090","1",
"6342","5090","1",
"6343","5093","1",
"6344","5093","1",
"6345","5093","1",
"6346","5093","1",
"6347","5093","1",
"6348","5093","1",
"6349","5095","1",
"6350","5095","1",
"6351","5095","1",
"6352","5095","1",
"6353","5095","1",
"6354","5095","1",
"6355","5098","1",
"6356","5098","1",
"6357","5098","1",
"6358","5098","1",
"6359","5098","1",
"6360","5098","1",
"6361","5098","1",
"6362","5098","1",
"6363","5098","1",
"6364","5098","1",
"6365","5098","1",
"6366","5109","1",
"6367","5109","1",
"6368","5109","1",
"6369","5109","1",
"6370","5109","1",
"6371","5109","1",
"6372","5109","1",
"6373","5109","1",
"6374","5109","1",
"6375","5109","1",
"6376","5109","1",
"6377","5109","1",
"6378","5109","1",
"6379","5109","1",
"6380","5109","1",
"6381","5109","1",
"6382","5109","1",
"6383","5110","1",
"6384","5110","1",
"6385","5110","1",
"6386","5110","1",
