"IDDEVICE","NAME_DEVICE","IDTYPE_DEVICE","UUID","GMT_SHIFT","DAYLIGHT","MANUAL","SHORT_NAME"
"2008","ТСН-2","1","{1D2A3156-B3FC-4EC4-B45A-350222883C1A}",,"false",,
"2009","Яч. № 3 Резерв","1",,,"false",,
"2010","Яч. № 4  Ввод-6-2","1","{84C2EBD4-7584-4180-8DAF-1536617785D3}",,"false",,
"2011","Яч. № 15  Ввод-6-1","1","{B8FDE576-DCF3-483F-9C77-B3086DBB6C67}",,"false",,
"2013","ТСН-1","1","{93AC91AB-66AA-4F23-A428-105BB90D601E}",,"false",,
"2014","ТСН-2","1","{048F2F08-3739-4084-8CF8-BDAD5BF65848}",,"false",,
"2015","Яч. № 1  Ввод-6-1","1","{FC335469-C459-4ECF-99E8-C9F1497B1EC2}",,"false",,
"2016","Яч. № 4  Ввод-1 КНС-8","1","{1BAD98D6-BEF7-4401-AC7B-22A37F264318}",,"false",,
"2017","Яч. № 8  Ввод-2 КНС-8","1","{8C5B4F67-75BA-4E1B-9063-D4025227DC53}",,"false",,
"2018","Яч. № 9","1",,,"false",,
"2019","Яч. № 12  Ввод-6-2","1","{C2893D0E-B11D-4DD8-82C3-F016DA15A543}",,"false",,
"2021","ТСН-1","1","{BC6EF9F2-C10B-4B70-99B7-6A0F75583576}",,"false",,
"2022","ТСН-2","1","{CE337BF5-8A11-45A0-808E-13754D9A7446}",,"false",,
"2023","Яч. № 2  Ввод-6-1","1","{4DA274E3-DC64-439C-8E8A-AF971F012C41}",,"false",,
"2024","Яч. №7 Резерв","1",,,"false",,
"2025","Яч. №9 БСК-1","1",,,"false",,
"2026","Яч. № 12  Ввод-6-2","1","{6B7A8B0E-8231-471A-843E-EF0FD40A4CD4}",,"false",,
"2027","Яч. №15 Резерв","1",,,"false",,
"2028","Яч. №19 БСК-2","1",,,"false",,
"2031","ТСН-1","1","{E85596D3-6FC3-41A0-8B6E-08D44B5F2581}",,"false",,
"2032","ТСН-2","1","{E0E1A6D0-324E-4DD2-BAD3-47D7661C45F7}",,"false",,
"2033","Яч. № 2  Ввод-6-1","1","{36BEBF28-B354-447D-8EC7-72125B32019E}",,"false",,
"2034","Яч. № 4  Ввод-1 КНС-9","1","{ED25B036-9E22-419A-9DBE-A6C4D9D45C11}",,"false",,
"2035","Яч. №9 БСК-1","1",,,"false",,
"2036","Яч. № 12  Ввод-6-2","1","{A04E442C-12ED-484A-B0B3-95ABA5F1AF0F}",,"false",,
"2037","Яч. № 14  Ввод-2 КНС-9","1","{BED6106F-04E7-42C5-B16A-C907FFADFBB7}",,"false",,
"2038","Яч. №15 Резерв","1",,,"false",,
"2039","Яч. №17 Резерв","1",,,"false",,
"2040","Яч. №19 БСК-2","1",,,"false",,
"2042","ТСН-1","1","{4BADFF67-D3E2-4130-B55D-AF176B0F7965}",,"false","true",
"2043","ТСН-2","1","{D2C3B790-97B4-4AD5-B4AA-87122CF26DB7}",,"false","true",
"2044","Яч. № 2  Ввод-6-1","1","{01809196-F882-4DCC-98FA-D83C4EC756C5}",,"false","true",
"2045","Яч. № 9 БСК-1","1","{32F9434C-E1AE-4E17-857D-F8AF4DEA6EF5}",,"false","true",
"2046","Яч. № 12  Ввод-6-2","1","{5F404B58-0D4A-4FBC-9CF1-A0F2EA19DDE3}",,"false","true",
"2047","Яч. № 19 БСК-2","1","{0EE9AABB-1253-4CEA-B744-32E72FE1B859}",,"false","true",
"2049","ТСН-1","1","{1C56ABE0-857A-46D5-A5E8-8336CD45D06A}",,"false",,
"2050","ТСН-2","1","{8852002E-89D7-4752-8D1F-350229A22EFC}",,"false",,
"2051","Яч. № 11  Ввод-6-1","1","{255EBF6C-BCA1-4E82-8351-4BCE6E392BCD}",,"false",,
"2052","Яч. № 12  Ввод-6-2","1","{537A23DE-5FF8-4877-B3D9-BBFD6A94DFF9}",,"false",,
"2053","Фид.13","1",,,"false",,
"2054","Фид.14","1",,,"false",,
"2055","Фид.17","1",,,"false",,
"2056","Яч. № 18","1","{547627E9-D237-411B-BDF8-DB0ED7E8998C}",,"false",,
"2058","Яч. № 5  Ввод-6-1","1","{CEB1A494-0A18-4582-AC1E-2140511ABC7B}",,"false",,
"2059","Яч. № 12  Ввод-6-3","1","{6667DC0D-9D9A-4403-AF72-5CCB024EAD3F}",,"false",,
"2060","Яч. № 13  Ввод-6-2","1","{058C6633-203B-4516-8C8E-C208E134DD61}",,"false",,
"2061","Яч. № 21  АД-5 400кВт (ВОДА)","1","{596574E4-B3CB-4EF5-9F92-1910C045E38F}",,"false",,
"2062","Яч. № 26  АД-6 500кВт (ВОДА)","1","{058AC0A4-9F4D-4098-BADA-4A982FE5FAFA}",,"false",,
"2063","Яч. № 27  АД-7 400кВт (ВОДА)","1","{29925522-D680-4D9A-8218-CE5D18F960E3}",,"false",,
"2065","РУ Яч. 4 Ввод 6кВ №2","1","{BEE5DD51-C923-430F-AA01-3FAB7BD58DB2}",,"false",,
"2066","--РУ Яч. 9 Ввод 6кВ №1  {01.01.2007}","1","{A2B6128D-7D09-48D0-83CB-7D93E86F53CD}",,"false",,
"2067","РУ Яч. 9 Ввод 6кВ №1","1",,"0","false",,
"2068","Яч. № 19","1",,,"false",,
"2069","Яч. № 20","1",,,"false",,
"2070","Яч. № 26","1",,,"false",,
"2071","НВО-1","1",,,"false",,
"2072","НВО-2","1",,,"false",,
"2073","НВО-3","1",,,"false",,
"2074","НУН-1","1",,,"false",,
"2075","НУН-2","1",,,"false",,
"2076","Яч. № 2  Ввод-6-2","1","{6F63E413-759A-4F37-A37C-0EB6F0CE4DAD}",,"false",,
"2077","Яч. №8 Резерв","1",,,"false",,
"2078","Яч. № 10  Ввод-6-1","1","{2C5CAD54-16AC-4DC1-9D54-7A8956F0212E}",,"false",,
"2079","Яч. №12 Резерв","1",,,"false",,
"2081","РУ Яч. № 3  Ввод 6кВ №1","1","{EC0EF739-991A-4FDA-A4FB-53C9EF52EC47}",,"false",,
"2082","РУ Яч. № 7  Ввод 6кВ №2","1","{4C92C0CA-611D-4CC6-942C-570D324688D3}",,"false",,
"2083","РУ Яч. № 3  Ввод-6-1","1","{E4744167-A11F-413C-A209-A186EA155DD1}",,"false",,
"2084","Яч. № 12  Ввод-6-2","1","{EA81E246-1DB1-4B6C-A047-994786B076DF}",,"false",,
"2085","РУ Яч. №11  Резерв","1",,,"false",,
"2086","РУ Яч. №13 Резерв","1",,,"false",,
"2087","РУ Яч. №21 Резерв","1",,,"false",,
"2088","РУ Яч. № 7  Ввод 6кВ №2","1","{26AA8E67-A29D-4701-B335-BD54FF394530}",,"false",,
"2089","РУ Яч. № 3  Ввод 6кВ №1","1","{6F8DE580-3308-4AEC-B5F8-6C91AD0243FD}",,"false",,
"2090","Ввод-1 Ток нагрузки","1","{B7451F54-896B-4C15-B7E0-F6054B5336D3}",,"false",,
"2091","Ввод-2 Ток нагрузки","1","{00E26A55-C787-4C52-85D6-DE1603E97152}",,"false",,
"2092","Яч. № 11 резерв","1","{EBF0021D-4550-4542-9DE5-6A5E1DD51A94}",,"false",,
"2093","Яч. № 12 резерв","1","{7797D09C-3771-43E7-99CE-31154DABE4C9}",,"false",,
"2095","Ввод 110кВ №1","1",,"5","false","true",
"2096","Ввод 110кВ №2","1",,"5","false","true",
"2097","Яч. № 1","1","{2B428A04-07B6-4CAF-B310-90B1CEC1F30A}","5","false",,
"2098","Яч. № 2","1","{5EF4FBA2-4398-4765-B29E-2C0F547F748E}","5","false",,
"2099","Яч. № 3","1","{6548FCE5-C229-4AF9-BF0A-3081ABA765BA}","5","false",,
"2100","Яч. № 4","1","{19BB567C-55ED-418C-B7C1-BCDF56FF6EF4}","5","false",,
"2101","Яч. № 5","1","{9E707691-0630-4F87-A10A-61566EAF0208}","5","false",,
"2102","Яч. № 6","1","{79818CB4-3268-4753-A343-892CCBD4297C}","5","false",,
"2103","Яч. № 7","1","{B8E01850-819B-48A1-A5A5-0B25C6839FCB}","5","false",,
"2104","Яч. № 8","1","{03937F26-1690-4D44-B98D-7DF303649F8F}","5","false",,
"2107","ТСН-1","1","{C54EC319-92E2-4E43-874F-134DF47780D8}","5","false",,
"2108","ТСН-2","1","{653290A3-97D4-4F58-B4F5-3D3F36607AC5}","5","false",,
"2109","Яч. № 3  Ввод-6-2","1","{06184404-9E3D-4511-901D-E244942EF67C}","5","false",,
"2110","Яч. № 5  РУ-2","1","{552CAE52-D904-438E-8908-21B3E5841495}","5","false",,
"2111","Яч. № 6  РУ-3","1","{56AA2C5A-75D2-425A-B02E-0258593AD4C9}","5","false",,
"2112","Яч. № 10  РУ-2","1","{BA1BE1E9-3878-4D11-9E22-E91266E13D63}","5","false",,
"2114","Яч. № 11  РУ-3","1",,"5","false",,
"2115","Яч. № 13  Ввод-6-1","1","{402987BB-FEC2-4F82-A4E8-CBA66EEA9DB2}","5","false",,
"2117","ТСН-1","1","{ABC73594-C83B-477C-8444-B68FEA36BDFC}","5","false",,
"2118","ТСН-2","1","{89560218-1D3F-4CF2-853D-18B046AE25AE}","5","false",,
"2119","Яч. № 2  Ввод-6-1","1","{3CAA0087-C0DE-473B-9939-A64A0AE98E3B}","5","false",,
"2120","Яч. № 5","1","{3D637D44-B79F-45DC-B9B9-F8E4E08DC8D9}","5","false",,
"2121","Яч. № 9 БСК-1","1","{3683856A-04A0-4909-94D1-D7B9AE825F0A}","5","false",,
"2122","-Яч. № 12  Ввод-6-2  {01.01.2007}","1","{299743E3-0C41-4BF7-BBB4-E5B363365C0A}","5","false",,
"2123","Яч. № 19 БСК-2","1","{1B4B5781-AE90-4B18-9C8D-866B5B111223}","5","false",,
"2125","ТСН-1","1","{D4B11742-9CDE-4A06-9309-9AC1DB7C6A09}","5","false","true",
"2126","ТСН-2","1","{9C24A13B-5ADF-4546-8559-015238149457}","5","false","true",
"2127","Ввод № 1","1","{2DD06128-60E8-4A88-A5D9-E94EC4FC0569}","5","false","true",
"2128","Ввод № 2","1","{A7AB508D-8814-44C3-A6D9-CA2A7EC4A7F6}","5","false","true",
"2130","ТСН-1","1","{4C5E4052-3996-4FD0-B698-F09C16AAA2E5}","5","false",,
"2131","ТСН-2","1","{13C69E71-5D51-4A22-8F27-6E3ACCF996DE}","5","false",,
"2132","Яч. № 11  Ввод-6-1","1","{C6C12440-1A01-485B-99C7-3EEC12C2A421}","5","false",,
"2133","Яч. № 12  Ввод-6-2","1","{B62514DA-829E-42F3-A23B-200B9CF4F19E}","5","false",,
"2134","Яч. 19 БСК-1","1","{DAB9A923-A897-4E74-9497-41554D2D79C3}","5","false",,
"2135","Яч. 20 БСК-2","1","{1AAA7CFC-3BB1-4DDA-B35F-7F268FEB772C}","5","false",,
"2137","ТСН-1","1","{6DBEBBF5-7401-4C84-874B-A46FC4B82AC3}","5","false",,
"2138","Яч. № 5  Ввод-6-1","1","{B2C5E143-A0C6-463F-ADF9-FB2989F3F115}","5","false",,
"2139","Яч. № 9","1","{0290936B-8445-4342-ADCF-4B8C86E1A1A8}","5","false",,
"2140","Яч. № 13  КТПН №2,4 ЦПС-1","1","{AD3363A6-0D64-4698-9952-CD25CEED64B8}","5","false",,
"2141","Яч. № 16  Ввод-6-2","1","{C9B54645-50E9-486E-AC56-0FF5E212BFED}","5","false",,
"2143","ТСН-1","1","{098CC2ED-3A8C-464F-B584-8196431F8DEE}","5","false",,
"2144","ТСН-2","1","{6ACC0A0E-DC78-448A-A777-107ABDE4651E}","5","false",,
"2145","Яч. № 2  Ввод-6-1","1","{15E707C1-1081-4E50-A6A9-7F7DE6F1A628}","5","false",,
"2146","Яч. № 5  РУ-6кВ БКНС Вв-1","1","{525C6AF9-A7C5-444B-81DC-2C0759181132}","5","false",,
"2147","Яч. № 9  1-БСК","1",,,"false",,
"2148","Яч. № 12  Ввод-6-2","1","{80D0C33D-5F1C-452C-8277-53B3AF9475EB}","5","false",,
"2149","Яч. № 15  РУ-6кВ БКНС Вв-2","1","{D6B318C5-8CF4-4DF7-80D1-F4CF9030FD82}","5","false",,
"2150","Яч. № 19 2-БСК","1",,,"false",,
"2152","ТСН-1","1","{7CF31919-6AC6-4AF4-A937-47241092F776}","5","false",,
"2153","ТСН-2","1","{1F005DE7-9214-453B-8843-D01A489D0960}","5","false","true",
"2154","АБК ООО ""АЭС""","1",,"5","false",,
"2155","Яч. 2 Фид. 2","1","{DA5DC2BA-3F05-4840-B791-82B779E75DFA}","5","false",,
"2156","Яч. 3 Фид. Т-1 КТП-1","1","{2DC8FD9A-850D-4F48-95AD-530C2976CEBE}","5","false",,
"2157","Яч. № 4  РУ-6","1","{3B3F6858-FECC-42A7-A6E6-7C4F3F19970B}","5","false",,
"2158","Яч. № 5  Ввод-6-1","1","{BBBE2CBA-E713-4AD4-8C30-F275D28EED8C}","5","false",,
"2159","Яч. № 7  Т-1 КТП-2","1","{E48A10FF-B8DA-48DC-A4B7-C2DFECC8688A}","5","false",,
"2160","Яч. № 8","1",,,"false",,
"2161","Яч. № 9  ПАЭС","1",,,"false",,
"2162","Яч. №12 Ввод с ПЭ-6","1",,"5","false",,
"2163","Яч. № 13  Т-2 КТП-1","1","{5B2D9B4B-D420-494D-90CC-606EBE0E640A}","5","false",,
"2164","Яч. № 14  РУ-6","1","{E3EFF9F3-11EF-4071-95A9-372805D254B0}","5","false",,
"2165","Яч. № 16  Ввод-6-2","1","{31F74128-388D-4299-A54F-3A27F4022EF8}","5","false",,
"2166","Яч. № 17  Т-2 КТП-2","1","{ACE4C12F-CA80-4868-A2D4-E8ED9E0DC90C}","5","false",,
"2167","Яч. № 18  Фид.18","1","{71D10F48-9523-4987-9679-BE0EBCD5DF3C}","5","false",,
"2168","Яч. 19 Фид. 19","1","{66A1E484-199E-42E7-B1E4-E21673C8DFBE}","5","false",,
"2171","ТСН-1","1","{7C8C1AE3-B0E6-49CF-8476-ADCDB2AAEF2D}","5","false",,
"2172","ТСН-2","1","{81956C02-5EAC-444E-BDD9-909976D6BD4D}","5","false",,
"2173","Яч. № 1  Ввод-6-2","1","{069596B5-6277-473A-8182-DA2F6F35366F}","5","false",,
"2174","Яч. №5 Резерв","1",,"5","false",,
"2175","Яч. № 6  Фид.6","1","{33E6AB4F-4ED6-42D0-B989-F44D072D187F}","5","false",,
"2176","Яч. № 8  Фид.8","1","{400CCCB0-93B8-458A-BD32-BF625BE87A04}","5","false",,
"2177","Яч. № 12  Ввод-6-1","1","{E4E7405C-AF7B-4CFD-B090-50CED766D41A}","5","false",,
"2179","КТП ""ТХУ"" ПТБ-1","1",,,"false",,
"2180","КТП ""ТХУ"" ПТБ-2","1",,,"false",,
"2181","КТП ""ТХУ"" ПТБ-3","1",,,"false",,
"2182","Яч. № 4  Ввод-6-3","1","{EF06196E-12F9-4E7D-82E0-0CAF11D2800C}","5","false",,
"2183","Яч. № 6  Ввод-6-2","1","{91EEEFAF-E1C0-490F-94E8-902B58B17652}","5","false",,
"2184","Яч. № 10  Ввод-6-1","1","{A2937426-0BF6-4D5B-B384-813B512A72BC}","5","false",,
"2185","Яч. № 5","1",,,"false",,
"2186","Яч. № 9  Ввод-3 Фид.9 Юкишевская","1",,,"false",,
"2187","Сб_ТИ_01","1","{5935B2E4-DC58-4B2C-84E7-B340E8A88B1E}","5","false","true",
"2188","РУ 6 кВ ""№3 новая"" ТСН-1","1",,,"false",,
"2189","РУ 6 кВ ""№3 новая"" ТСН-2","1",,,"false",,
"2190","РУ 6 кВ ""№3 новая"" Яч.1","1",,,"false",,
"2191","РУ 6 кВ ""№3 новая"" Яч.2","1",,,"false",,
"2192","РУ 6 кВ ""№3 новая"" Яч.17","1",,,"false",,
"2193","РУ 6 кВ ""№3 новая"" Яч.18","1",,,"false",,
"2194","РУ 6 кВ ""№3 новая"" Яч.19","1",,,"false",,
"2195","РУ 6 кВ ""№3 новая"" Яч.20","1",,,"false",,
"2196","РУ 6 кВ ""№3 новая"" Яч.29","1",,,"false",,
"2197","РУ 6 кВ ""№3 новая"" Яч.30","1",,,"false",,
"2198","Яч. № 4  Ввод-6-1  Ввод-6-1 от Фид.11 ВЦТП","1","{7E170B57-6176-4D86-BF55-B068A1EEB99C}","5","false",,
"2199","Яч. № 9  Ввод-6-2  Ввод-6-2 от Фид.6 ВЦТП","1","{1881E002-5CB7-4E24-9511-809C302802E2}","5","false",,
"2200","Яч. № 18  АД-8","1","{12F1E16F-642C-47B1-97D4-8A3C0EB36CDC}","5","false",,
"2201","Сб_ТИ_01","1","{9B645A7B-1937-451A-82A6-8120862AC5FC}","5","false","true",
"2210","ТСН-1","1",,"5","false",,
"2211","ТСН-2","1",,"5","false",,
"2212","Яч. № 13  Ввод-6-2","1","{6C7AEA56-1E29-4CF0-80AE-3551078335AA}","5","false",,
"2213","Яч. № 19  Ввод-6-1","1","{F517B946-0902-47D3-BC55-7707A28DFA78}","5","false",,
"2214","Яч. № 31","1",,"5","false",,
"2215","Яч. № 47  Ввод-3 РУ-3","1","{DD076663-E12A-4C21-9439-7D912FE2C086}","5","false",,
"2216","Сб_ТИ_01","1","{DD9AFCC5-1793-4796-82AD-04DF2C8E6A6C}","5","false","true",
"2217","Яч. № 1  Ввод-6-1","1","{0ED84DEA-D53A-4DE3-A841-2A44AE0ABA01}","5","false",,
"2218","Яч. № 11  Ввод-6-2","1","{564079DC-B85C-4C9B-966B-72FE0EBD46F2}","5","false",,
"2220","1ТСН","1",,"5","false",,
"2221","2ТСН","1",,"5","false",,
"2222","Ячейка 1","1",,"5","false",,
"2223","Ячейка 2","1",,"5","false",,
"2224","Ячейка 3","1",,"5","false",,
"2225","Ячейка 4","1",,"5","false",,
"2226","Ячейка 5","1",,"5","false",,
"2227","Ячейка 6","1",,"5","false",,
"2228","Ячейка 7","1",,"5","false",,
"2229","Ячейка 8","1",,"5","false",,
"2230","Ячейка 9","1",,"5","false",,
"2231","Ячейка 10","1",,"5","false",,
"2232","Ячейка 11","1",,"5","false",,
"2233","Ячейка 12","1",,"5","false",,
"2234","Ячейка 17","1",,"5","false",,
"2235","Ячейка 18","1",,"5","false",,
"2236","Ячейка 21","1",,"5","false",,
"2237","Ячейка 22","1",,"5","false",,
"2238","СбТИТ2_01","1","{B79C8009-7BEB-4299-9763-D29B80189889}","5","false","true",
"2239","Ввод-1","1","{C1C2D82B-910D-403A-9B4F-3EE4EBC4890A}","5","false",,
"2240","Ввод-2","1","{C1B78A0F-044D-4B3C-97A3-B4EC9E1262B4}","5","false",,
"2242","Яч. №1 Ввод ГПГУ №3","1",,"6","false",,
"2243","Яч. №1 Ввод ДГУ №10","1",,"6","false",,
"2244","Яч. №4 Ввод ГПГУ №1","1",,"6","false",,
"2245","Яч. №5 Ввод ГПГУ №2","1",,"6","false",,
"2246","Ячейка №10","1",,"6","false",,
"2247","Ячейка №15","1",,"6","false",,
"2248","Ячейка №16","1",,"6","false",,
"2249","Ячейка №17","1",,"6","false",,
"2250","Ячейка №18","1",,"6","false",,
"2251","Ячейка №19","1",,"6","false",,
"2252","Ячейка №20","1",,"6","false",,
"2253","Ячейка №21","1",,"6","false",,
"2254","Ячейка №22","1",,"6","false",,
"2255","Ячейка №7","1",,"6","false",,
"2256","Ячейка №8","1",,"6","false",,
"2257","Ячейка №9","1",,"6","false",,
"2258","Ячейка 3 Резерв","1",,"6","false",,
"2259","Ячейка 4 Резерв","1",,"6","false",,
"2260","Ячейка 6 Резерв","1",,"6","false",,
"2261","Ячейка 18 КП 3,12","1",,"6","false",,
"2262","Ячейка 21 Ввод6кВ-1","1",,"6","false",,
"2263","Ячейка 22 Ввод6кВ-2","1",,"6","false",,
"2264","Ячейка 1 Резерв","1",,"6","false",,
"2265","Ячейка 2 Резерв","1",,"6","false",,
"2266","Ячейка 3 Резерв","1",,,"false",,
"2267","Ячейка 4 Резерв","1",,,"false",,
"2268","Ячейка 21 Ввод6кВ-1","1",,"6","false",,
"2269","Ячейка 22 Ввод6кВ-2","1",,"6","false",,
"2270","Яч. № 3  ДНС-1 Ввод-1","1","{0FD2ACB7-B42A-4100-8C9B-A8EFBAFF239D}",,"false",,
"2271","Яч. № 6  Ввод-6-1","1",,,"false","true",
"2272","Яч. № 17  Ввод-6-2","1","{F5C2CDC8-C62A-49FF-AA71-073794080905}",,"false","true",
"2273","Яч. № 21  ДНС-1 Ввод-2","1","{3A764FB8-405F-4B9E-AD23-3ADB7F00D32F}",,"false",,
"2274","СбТИТ2_01","1","{EC97EBD4-F4B4-41BC-8F61-92082DCE0013}",,"false","true",
"2275","СбТИТ2_01","1","{CD1FF6A7-7D84-46EC-A7BB-A7D3905DB352}",,"false","true",
"2276","СбТИТ2_02","1","{17F9A9B4-9186-4256-A330-312049B878D7}",,"false","true",
"2279","В-110-1Т","1","{E6711277-CE56-4751-95E2-95DEB9602CDB}",,"false",,
"2280","В-110-2Т","1","{94BD262E-C4CC-4C8F-89F2-A7F4252D2656}",,"false",,
"2281","В-35-1Т","1","{77FE778D-93BF-492C-AC30-C29398B4C034}",,"false",,
"2282","В-35-2Т","1","{69C16650-FC5F-4949-A9CA-FB5B6A4DCE7A}",,"false",,
"2283","1В-35","1","{3F38BAAB-1597-4739-A219-FE8D114A1622}",,"false",,
"2284","2В-35","1","{F1FCB9E5-1087-47D4-919E-14D75DB16365}",,"false",,
"2285","4В-35","1","{8D8951E6-8EE5-4A80-9335-37CE811E9BFD}",,"false",,
"2286","5В-35","1","{BE87DDDE-5EE6-4684-BDCF-13F3E42C1A12}",,"false",,
"2287","Яч. №8","1","{C0A8F9F8-E1FC-4627-830F-31FAE0C30B80}",,"false",,
"2288","Яч. №9  старый{01.12.2017}","1","{9D630AA0-861E-4803-9C99-3603F94CDC14}",,"false","true",
"2289","Яч. №10","1","{EC2FFD10-7E8B-4BDB-9FBC-E3C48FC3F2D8}",,"false",,
"2290","Яч. №11 Ввод №1","1","{269EF2EA-D779-4039-9ABA-FB512A659C8A}",,"false",,
"2291","Яч. №12 Ввод №2","1",,,"false",,
"2292","Яч. №15","1","{A233F27C-E745-408A-9398-3B251B85322D}",,"false",,
"2293","Яч. №16","1","{EAB3261E-9E18-493E-8FC2-14DE14A0DA70}",,"false",,
"2294","СбТИТ2_01","1","{A24AEA3D-BCD1-47DC-96CD-05DD69F56201}",,"false","true",
"2295","СбТИТ2_01","1","{34E9B7CE-72DF-4C6B-B951-08C1D5917DF7}",,"false","true",
"2296","1-ТСН","1","{7F98AB77-A9CE-4A7E-AA99-35475A3EAC69}",,"false","true",
"2297","2-ТСН","1","{FA49E28A-0C0E-43F5-91A0-959F4FD5AEBC}",,"false","true",
"2303","Ф-35кВ №2","1","{3D87DA88-DE15-4A75-80D6-2229A1F89DEC}",,"false","true",
"2304","Ф-35кВ №4","1","{43DB01E9-94E3-4DE9-953C-81A220D6AA47}",,"false","true",
"2305","ТСН-1","1","{85F9BB6C-9849-4C1B-8971-317F7FE33A38}",,"false",,
"2306","ТСН-2","1","{200FFFCA-BF1B-46F2-B24D-67946328A8E6}",,"false",,
"2307","--Яч. №2 Ввод №1  {01.01.2007}","1","{8B40BA9E-9C4C-442C-8FB2-2A8C8D8EA7CC}",,"false",,
"2308","Яч. №2 Ввод №1","1",,"0","false",,
"2309","Яч. №5 резерв","1","{112E0692-2C6B-43BA-B22E-4AB177FDF7A2}",,"false",,
"2310","Яч. №4 резерв","1","{8FD576EA-BA06-4F7A-8EB9-232DDD2E8B29}",,"false",,
"2311","Яч. №7 резерв","1","{17C5EB87-00BF-43B6-B571-B783F2E90CFD}",,"false",,
"2312","Яч. №9 1-БСК","1","{3402A5EE-5110-421C-8C32-1FD4092D282F}",,"false",,
"2313","--Яч. №12 Ввод №2  {01.01.2007}","1","{161F955F-BE03-4012-8966-69192FD5B8B9}",,"false",,
"2314","Яч. №12 Ввод №2","1",,"0","false",,
"2315","Яч. №15 резерв","1","{4FE28ACE-2D7A-49F4-B3A7-216CA2D27EA8}",,"false",,
"2316","Яч. №16 резерв","1","{E66BAF6E-3D68-4E4E-8F86-ED79DC08EB6C}",,"false",,
"2317","Яч. №17 резерв","1","{DD175045-B712-4F37-A6A2-C391FF35ACFA}",,"false",,
"2318","Яч. №19 2-БСК","1","{51E340E2-57F9-415B-B977-F7318A380A62}",,"false",,
"2319","СбТИТ2_01","1","{CE3D4076-6C53-45A8-9984-64A8B1C0BCCF}",,"false","true",
"2320","ТСН-1","1","{293473CE-45DC-42FC-9C4C-0820980EEF73}",,"false",,
"2321","ТСН-2","1","{F1D4C56C-9281-410A-93E8-632599D3D051}",,"false",,
"2322","--Яч. №2 ПС 35/6 кВ ""КНС-2"" Ввод №2  {01.01.2007}","1","{0D998AD1-00BD-49FF-81EE-B194E2E57DE2}",,"false",,
"2323","Яч. №2 ПС 35/6 кВ ""КНС-2"" Ввод №2","1",,"0","false",,
"2324","Яч. №4 РУ-6 кВ ""КНС-2а"" Ввод №2","1","{7991DA50-85C5-4259-B5AC-DA7D80DAEC8D}",,"false",,
"2325","Яч. №5 РУ-6 кВ ""КНС-2"" Ввод №2","1","{7DD97FCE-2630-4FB7-ACFD-BAD9146063DF}",,"false",,
"2326","Яч. №9 РУ-6 кВ ""КНС-2а"" Ввод №1","1","{911B5886-BDC1-40E9-924B-B96AFD3D5F5B}",,"false",,
"2327","Яч. №10 РУ-6 кВ ""КНС-2"" Ввод №1","1","{F2134A90-8A9B-4A5F-BC37-20BD7D1FECCF}",,"false",,
"2328","--Яч. №13 ПС 35/6 кВ ""КНС-2"" Ввод №1  {01.01.2007}","1","{328941E8-B21F-4498-97E4-6C4A8B3DEFD8}",,"false",,
"2329","Яч. №13 ПС 35/6 кВ ""КНС-2"" Ввод №1","1",,"0","false",,
"2330","ТСН","1","{0C6A107E-3943-4E01-9E37-0C57E3FF9A97}",,"false",,
"2331","Яч. № 2","1","{F74051ED-5820-4E24-98CD-5587B645DD1C}",,"false",,
"2332","Яч. № 4","1","{2F55E5DD-EE91-44B3-8AA1-EB592B4BB4FC}",,"false",,
"2333","--Яч. № 5  Ввод-6-2  {01.01.2007}","1","{63A7A623-0F00-4AEA-8396-17663FE003C9}",,"false",,
"2334","Яч. № 5  Ввод-6-2","1",,"0","false",,
"2335","Яч. № 7","1","{073888A2-A788-4904-B79E-B2E39418EF0F}",,"false",,
"2336","Яч. № 8  Гидро- намыв","1","{AF0E091F-4B4D-4344-8E95-067261758D70}",,"false",,
"2337","Яч. № 12","1","{B566BBDE-27C1-4CBF-AD48-EC8BE794BB39}",,"false",,
"2338","Яч. № 14  КЛ","1","{CAD5F531-A9FC-41F9-A0A5-E455195AA7B4}",,"false",,
"2339","Яч. № 16  Ввод-6-1","1","{0DAC66EE-9BCB-48FD-BC95-3BC1523DDCCB}",,"false",,
"2340","Яч. № 17","1","{F4245E29-8B30-4C79-9F72-DF9538BD4FD0}",,"false",,
"2341","СбТИТ2_01","1","{C6520BB3-2747-436E-89A0-28D856E37D05}",,"false","true",
"2342","ТСН-1","1","{27A3FB2C-03D5-4790-9ABC-6AFC658A9162}",,"false",,
"2343","ТСН-2","1","{260FC04C-02CE-4382-8E39-8B94853D6BE6}",,"false",,
"2344","Яч. № 12 ЮТЭК","1","{D966FB80-C0FF-4232-9FA2-FF9B6CE87045}",,"false",,
"2345","Яч. № 13","1","{7D9C4671-4DFD-4805-BC10-D346F4DE4F42}",,"false",,
"2346","Яч. № 14 Ввод №2","1","{8B6ED135-31BF-4EA7-AF23-2DCC8AF7AED7}",,"false",,
"2347","Яч. № 16","1",,,"false",,
"2348","Яч. № 21 Ввод №1","1","{A47FD7B4-AE6F-4E51-9BD8-B980A34070B4}",,"false",,
"2349","Яч. № 23 ЮТЭК","1","{BEFF4297-4516-4330-BD56-CCD996EDEE43}",,"false",,
"2350","Яч. № 24 ЮТЭК","1","{19451947-6814-4F8B-94D8-A7061C499703}",,"false",,
