"IDCHANNEL","IDTYPE_CHANNEL","IDDEVICE","MANUAL","CHANNEL_NAME","ACTIVE","IDOBJECT","COEF_OBJ","IDCHANNEL_PARENT","SHORT_NAME"
"1","1","1","false","Активная прямая","true",,,,
"2","2","1","false","Активная обратная","true",,,,
"3","3","1","false","Реактивная прямая","true",,,,
"4","4","1","false","Реактивная обратная","true",,,,
"5","5","1","false",,"true",,"1",,
"6","109","1","false",,"true",,,,
"7","208","1","true",,"true",,,,
"8","1","2","false","Активная прямая","true",,,,
"9","2","2","false","Активная обратная","true",,,,
"10","3","2","false","Реактивная прямая","true",,,,
"11","4","2","false","Реактивная обратная","true",,,,
"12","5","2","false",,"true",,"1",,
"13","109","2","false",,"true",,,,
"14","208","2","true",,"true",,,,
"15","1","3","false","Активная прямая","true",,,,
"16","2","3","false","Активная обратная","true",,,,
"17","3","3","false","Реактивная прямая","true",,,,
"18","4","3","false","Реактивная обратная","true",,,,
"19","5","3","false",,"true",,"1",,
"20","109","3","false",,"true",,,,
"21","208","3","true",,"true",,,,
"22","1","4","false","Активная прямая","true",,,,
"23","2","4","false","Активная обратная","true",,,,
"24","3","4","false","Реактивная прямая","true",,,,
"25","4","4","false","Реактивная обратная","true",,,,
"26","5","4","false",,"true",,"1",,
"27","109","4","false",,"true",,,,
"28","208","4","true",,"true",,,,
"29","1","5","false","Активная прямая","true",,,,
"30","2","5","false","Активная обратная","true",,,,
"31","3","5","false","Реактивная прямая","true",,,,
"32","4","5","false","Реактивная обратная","true",,,,
"33","5","5","false",,"true",,"1",,
"34","109","5","false",,"true",,,,
"35","208","5","true",,"true",,,,
"36","1","6","false","Активная прямая","true",,,,
"37","2","6","false","Активная обратная","true",,,,
"38","3","6","false","Реактивная прямая","true",,,,
"39","4","6","false","Реактивная обратная","true",,,,
"40","109","6","false",,"true",,,,
"41","208","6","true",,"true",,,,
"42","1","7","false","Активная прямая","true",,,,
"43","2","7","false","Активная обратная","true",,,,
"44","3","7","false","Реактивная прямая","true",,,,
"45","4","7","false","Реактивная обратная","true",,,,
"46","5","7","false",,"true",,"1",,
"47","109","7","false",,"true",,,,
"48","208","7","true",,"true",,,,
"55","1","9","false","Активная прямая","true",,,,
"56","2","9","false","Активная обратная","true",,,,
"57","3","9","false","Реактивная прямая","true",,,,
"58","4","9","false","Реактивная обратная","true",,,,
"59","5","9","false",,"true",,"1",,
"60","109","9","false",,"true",,,,
"61","208","9","false","Активная прямая (потери по проценту)","true",,,,
"62","1","10","false","Активная прямая","true",,,,
"63","2","10","false","Активная обратная","true",,,,
"64","3","10","false","Реактивная прямая","true",,,,
"65","4","10","false","Реактивная обратная","true",,,,
"66","5","10","false",,"true",,"1",,
"67","109","10","false",,"true",,,,
"68","208","10","true",,"true",,,,
"69","1","11","false","Активная прямая","true",,,,
"70","2","11","false","Активная обратная","true",,,,
"71","3","11","false","Реактивная прямая","true",,,,
"72","4","11","false","Реактивная обратная","true",,,,
"73","5","11","false",,"true",,"1",,
"74","109","11","false",,"true",,,,
"75","208","11","true",,"true",,,,
"76","1","12","false","Активная прямая","true",,,,
"77","2","12","false","Активная обратная","true",,,,
"78","3","12","false","Реактивная прямая","true",,,,
"79","4","12","false","Реактивная обратная","true",,,,
"80","109","12","false",,"true",,,,
"81","208","12","true",,"true",,,,
"82","1","13","false","Активная прямая","true",,,,
"83","2","13","false","Активная обратная","true",,,,
"84","3","13","false","Реактивная прямая","true",,,,
"85","4","13","false","Реактивная обратная","true",,,,
"86","5","13","false",,"true",,"1",,
"87","109","13","false",,"true",,,,
"88","1","14","false","Активная прямая","true",,,,
"89","2","14","false","Активная обратная","true",,,,
"90","3","14","false","Реактивная прямая","true",,,,
"91","4","14","false","Реактивная обратная","true",,,,
"92","5","14","false",,"true",,"1",,
"93","109","14","false",,"true",,,,
"94","1","15","false","Активная прямая","true",,,,
"95","2","15","false","Активная обратная","true",,,,
"96","3","15","false","Реактивная прямая","true",,,,
"97","4","15","false","Реактивная обратная","true",,,,
"98","109","15","false",,"true",,,,
"99","1","16","false","Активная прямая","true",,,,
"100","2","16","false","Активная обратная","true",,,,
"101","3","16","false","Реактивная прямая","true",,,,
"102","4","16","false","Реактивная обратная","true",,,,
"103","109","16","false",,"true",,,,
"104","1","17","false","Активная прямая","true",,,,
"105","2","17","false","Активная обратная","true",,,,
"106","3","17","false","Реактивная прямая","true",,,,
"107","4","17","false","Реактивная обратная","true",,,,
"108","5","17","false",,"true",,"1",,
"109","109","17","false",,"true",,,,
"110","208","17","true",,"true",,,,
"111","1","18","false",,"true",,,,
"112","2","18","false",,"true",,,,
"113","3","18","false",,"true",,,,
"114","4","18","false",,"true",,,,
"115","109","18","false",,"true",,,,
"116","1","19","false","Активная прямая","true",,,,
"117","2","19","false","Активная обратная","true",,,,
"118","3","19","false","Реактивная прямая","true",,,,
"119","4","19","false","Реактивная обратная","true",,,,
"120","5","19","false",,"true",,"1",,
"121","109","19","false",,"true",,,,
"122","208","19","true",,"true",,,,
"123","1","20","false","Активная прямая","true",,,,
"124","2","20","false","Активная обратная","true",,,,
"125","3","20","false","Реактивная прямая","true",,,,
"126","4","20","false","Реактивная обратная","true",,,,
"127","5","20","false",,"true",,"1",,
"128","109","20","false",,"true",,,,
"129","208","20","true",,"true",,,,
"130","1","21","false","Активная прямая","true",,,,
"131","2","21","false","Активная обратная","true",,,,
"132","3","21","false","Реактивная прямая","true",,,,
"133","4","21","false","Реактивная обратная","true",,,,
"134","5","21","false",,"true",,"1",,
"135","109","21","false",,"true",,,,
"136","208","21","true",,"true",,,,
"137","1","22","false","Активная прямая","true",,,,
"138","2","22","false","Активная обратная","true",,,,
"139","3","22","false","Реактивная прямая","true",,,,
"140","4","22","false","Реактивная обратная","true",,,,
"141","5","22","false",,"true",,"1",,
"142","109","22","false",,"true",,,,
"143","208","22","true",,"true",,,,
"144","1","23","false","Активная прямая","true",,,,
"145","2","23","false","Активная обратная","true",,,,
"146","3","23","false","Реактивная прямая","true",,,,
"147","4","23","false","Реактивная обратная","true",,,,
"148","5","23","false",,"true",,"1",,
"149","109","23","false",,"true",,,,
"150","208","23","true",,"true",,,,
"157","1","25","false","Активная прямая","true",,,,
"158","2","25","false","Активная обратная","true",,,,
"159","3","25","false","Реактивная прямая","true",,,,
"160","4","25","false","Реактивная обратная","true",,,,
"161","5","25","false",,"true",,"1",,
"162","109","25","false",,"true",,,,
"163","208","25","false","Активная прямая (потери по проценту)","true",,,,
"169","1","27","false","Активная прямая","true",,,,
"170","2","27","false","Активная обратная","true",,,,
"171","3","27","false","Реактивная прямая","true",,,,
"172","4","27","false","Реактивная обратная","true",,,,
"173","5","27","false",,"true",,"1",,
"174","109","27","false",,"true",,,,
"175","1","28","false","Активная прямая","true",,,,
"176","2","28","false","Активная обратная","true",,,,
"177","3","28","false","Реактивная прямая","true",,,,
"178","4","28","false","Реактивная обратная","true",,,,
"179","5","28","false",,"true",,"1",,
"180","109","28","false",,"true",,,,
"181","208","28","true",,"true",,,,
"182","1","29","false","Активная прямая","true",,,,
"183","2","29","false","Активная обратная","true",,,,
"184","3","29","false","Реактивная прямая","true",,,,
"185","4","29","false","Реактивная обратная","true",,,,
"186","5","29","false",,"true",,"1",,
"187","109","29","false",,"true",,,,
"188","208","29","true",,"true",,,,
"189","1","30","false","Активная прямая","true",,,,
"190","2","30","false","Активная обратная","true",,,,
"191","3","30","false","Реактивная прямая","true",,,,
"192","4","30","false","Реактивная обратная","true",,,,
"193","5","30","false",,"true",,"1",,
"194","109","30","false",,"true",,,,
"195","208","30","true",,"true",,,,
"196","1","31","false","Активная прямая","true",,,,
"197","2","31","false","Активная обратная","true",,,,
"198","3","31","false","Реактивная прямая","true",,,,
"199","4","31","false","Реактивная обратная","true",,,,
"200","5","31","false",,"true",,"1",,
"201","109","31","false",,"true",,,,
"202","208","31","true",,"true",,,,
"203","1","32","false","Активная прямая","true",,,,
"204","2","32","false","Активная обратная","true",,,,
"205","3","32","false","Реактивная прямая","true",,,,
"206","4","32","false","Реактивная обратная","true",,,,
"207","5","32","false",,"true",,"1",,
"208","109","32","false",,"true",,,,
"209","208","32","true",,"true",,,,
"210","1","33","false","Активная прямая","true",,,,
"211","2","33","false","Активная обратная","true",,,,
"212","3","33","false","Реактивная прямая","true",,,,
"213","4","33","false","Реактивная обратная","true",,,,
"214","5","33","false",,"true",,"1",,
"215","109","33","false",,"true",,,,
"216","208","33","true",,"true",,,,
"217","1","34","false","Активная прямая","true",,,,
"218","2","34","false","Активная обратная","true",,,,
"219","3","34","false","Реактивная прямая","true",,,,
"220","4","34","false","Реактивная обратная","true",,,,
"221","5","34","false",,"true",,"1",,
"222","109","34","false",,"true",,,,
"223","208","34","true",,"true",,,,
"224","1","35","false","Активная прямая","true",,,,
"225","2","35","false","Активная обратная","true",,,,
"226","3","35","false","Реактивная прямая","true",,,,
"227","4","35","false","Реактивная обратная","true",,,,
"228","5","35","false",,"true",,"1",,
"229","109","35","false",,"true",,,,
"230","208","35","true",,"true",,,,
"231","1","36","false","Активная прямая","true",,,,
"232","2","36","false","Активная обратная","true",,,,
"233","3","36","false","Реактивная прямая","true",,,,
"234","4","36","false","Реактивная обратная","true",,,,
"235","5","36","false",,"true",,"1",,
"236","109","36","false",,"true",,,,
"237","208","36","true",,"true",,,,
"238","1","37","false","Активная прямая","true",,,,
"239","2","37","false","Активная обратная","true",,,,
"240","3","37","false","Реактивная прямая","true",,,,
"241","4","37","false","Реактивная обратная","true",,,,
"242","5","37","false",,"true",,"1",,
"243","109","37","false",,"true",,,,
"244","208","37","true",,"true",,,,
"245","1","38","false","Активная прямая","true",,,,
"246","2","38","false","Активная обратная","true",,,,
"247","3","38","false","Реактивная прямая","true",,,,
"248","4","38","false","Реактивная обратная","true",,,,
"249","5","38","false",,"true",,"1",,
"250","109","38","false",,"true",,,,
"251","208","38","true",,"true",,,,
"252","1","39","false","Активная прямая","true",,,,
"253","2","39","false","Активная обратная","true",,,,
"254","3","39","false","Реактивная прямая","true",,,,
"255","4","39","false","Реактивная обратная","true",,,,
"256","5","39","false",,"true",,"1",,
"257","109","39","false",,"true",,,,
"258","208","39","true",,"true",,,,
"259","1","40","false","Активная прямая","true",,,,
"260","2","40","false","Активная обратная","true",,,,
"261","3","40","false","Реактивная прямая","true",,,,
"262","4","40","false","Реактивная обратная","true",,,,
"263","5","40","false",,"true",,"1",,
"264","109","40","false",,"true",,,,
"265","208","40","true",,"true",,,,
"266","1","41","false","Активная прямая","true",,,,
"267","2","41","false","Активная обратная","true",,,,
"268","3","41","false","Реактивная прямая","true",,,,
"269","4","41","false","Реактивная обратная","true",,,,
"270","5","41","false",,"true",,"1",,
"271","109","41","false",,"true",,,,
"272","208","41","true",,"true",,,,
"287","1","44","false","Активная прямая","true",,,,
"288","2","44","false","Активная обратная","true",,,,
"289","3","44","false","Реактивная прямая","true",,,,
"290","4","44","false","Реактивная обратная","true",,,,
"291","5","44","false",,"true",,"1",,
"292","109","44","false","Температура","true",,,,
"293","208","44","false","Активная прямая (потери по проценту)","true",,,,
"294","1","45","false","Активная прямая","true",,,,
"295","2","45","false","Активная обратная","true",,,,
"296","3","45","false","Реактивная прямая","true",,,,
"297","4","45","false","Реактивная обратная","true",,,,
"298","5","45","false",,"true",,"1",,
"299","109","45","false",,"true",,,,
"300","208","45","true",,"true",,,,
"301","1","46","false","Активная прямая","true",,,,
"302","2","46","false","Активная обратная","true",,,,
"303","3","46","false","Реактивная прямая","true",,,,
"304","4","46","false","Реактивная обратная","true",,,,
"305","5","46","false",,"true",,"1",,
"306","109","46","false",,"true",,,,
"307","208","46","true",,"true",,,,
"308","1","47","false","Активная прямая","true",,,,
"309","2","47","false","Активная обратная","true",,,,
"310","3","47","false","Реактивная прямая","true",,,,
"311","4","47","false","Реактивная обратная","true",,,,
"312","5","47","false",,"true",,"1",,
"313","109","47","false",,"true",,,,
"314","208","47","true",,"true",,,,
"315","1","48","false","Активная прямая","true",,,,
"316","2","48","false","Активная обратная","true",,,,
"317","3","48","false","Реактивная прямая","true",,,,
"318","4","48","false","Реактивная обратная","true",,,,
"319","5","48","false",,"true",,"1",,
"320","109","48","false",,"true",,,,
"321","208","48","true",,"true",,,,
"328","1","50","false","Активная прямая","true",,,,
"329","2","50","false","Активная обратная","true",,,,
"330","3","50","false","Реактивная прямая","true",,,,
"331","4","50","false","Реактивная обратная","true",,,,
"332","5","50","false",,"true",,"1",,
"333","109","50","false","Температура","true",,,,
"334","1","51","false","Активная прямая","true",,,,
"335","2","51","false","Активная обратная","true",,,,
"336","3","51","false","Реактивная прямая","true",,,,
"337","4","51","false","Реактивная обратная","true",,,,
"338","5","51","false",,"true",,"1",,
"339","109","51","false",,"true",,,,
"340","208","51","true",,"true",,,,
"341","1","52","false","Активная прямая","true",,,,
"342","2","52","false","Активная обратная","true",,,,
"343","3","52","false","Реактивная прямая","true",,,,
"344","4","52","false","Реактивная обратная","true",,,,
"345","5","52","false",,"true",,"1",,
"346","109","52","false",,"true",,,,
"347","208","52","true",,"true",,,,
"348","1","53","false",,"true",,,,
"349","2","53","false",,"true",,,,
"350","3","53","false",,"true",,,,
"351","4","53","false",,"true",,,,
"352","5","53","false",,"true",,"1",,
"353","109","53","false",,"true",,,,
"354","1","54","false",,"true",,,,
"355","2","54","false",,"true",,,,
"356","3","54","false",,"true",,,,
"357","4","54","false",,"true",,,,
"358","5","54","false",,"true",,"1",,
"359","109","54","false",,"true",,,,
"360","1","55","false",,"true",,,,
"361","2","55","false",,"true",,,,
"362","3","55","false",,"true",,,,
"363","4","55","false",,"true",,,,
"364","5","55","false",,"true",,"1",,
"365","109","55","false",,"true",,,,
"366","1","56","false",,"true",,,,
"367","2","56","false",,"true",,,,
"368","3","56","false",,"true",,,,
"369","4","56","false",,"true",,,,
"370","5","56","false",,"true",,"1",,
"371","109","56","false",,"true",,,,
"372","1","57","false",,"true",,,,
"373","2","57","false",,"true",,,,
"374","3","57","false",,"true",,,,
"375","4","57","false",,"true",,,,
"376","5","57","false",,"true",,"1",,
"377","109","57","false",,"true",,,,
"378","1","58","false",,"true",,,,
"379","2","58","false",,"true",,,,
"380","3","58","false",,"true",,,,
"381","4","58","false",,"true",,,,
"382","5","58","false",,"true",,"1",,
"383","109","58","false",,"true",,,,
"384","1","59","false",,"true",,,,
"385","2","59","false",,"true",,,,
"386","3","59","false",,"true",,,,
"387","4","59","false",,"true",,,,
"388","5","59","false",,"true",,"1",,
"389","109","59","false",,"true",,,,
"390","1","60","false",,"true",,,,
"391","2","60","false",,"true",,,,
"392","3","60","false",,"true",,,,
"393","4","60","false",,"true",,,,
"394","5","60","false",,"true",,"1",,
"395","109","60","false",,"true",,,,
"396","1","61","false","Активная прямая","true",,,,
"397","2","61","false","Активная обратная","true",,,,
"398","3","61","false","Реактивная прямая","true",,,,
"399","4","61","false","Реактивная обратная","true",,,,
"400","5","61","false",,"true",,"1",,
"401","109","61","false",,"true",,,,
"402","208","61","true",,"true",,,,
"403","1","62","false","Активная прямая","true",,,,
"404","2","62","false","Активная обратная","true",,,,
"405","3","62","false","Реактивная прямая","true",,,,
"406","4","62","false","Реактивная обратная","true",,,,
"407","5","62","false",,"true",,"1",,
"408","109","62","false",,"true",,,,
"409","208","62","true",,"true",,,,
"410","1","63","false","Активная прямая","true",,,,
"411","2","63","false","Активная обратная","true",,,,
"412","3","63","false","Реактивная прямая","true",,,,
"413","4","63","false","Реактивная обратная","true",,,,
"414","5","63","false",,"true",,"1",,
"415","109","63","false",,"true",,,,
"416","208","63","true",,"true",,,,
"417","1","64","false","Активная прямая","true",,,,
"418","2","64","false","Активная обратная","true",,,,
"419","3","64","false","Реактивная прямая","true",,,,
"420","4","64","false","Реактивная обратная","true",,,,
"421","5","64","false",,"true",,"1",,
"422","109","64","false",,"true",,,,
"423","208","64","true",,"true",,,,
"424","1","65","false","Активная прямая","true",,,,
"425","2","65","false","Активная обратная","true",,,,
"426","3","65","false","Реактивная прямая","true",,,,
"427","4","65","false","Реактивная обратная","true",,,,
"428","109","65","false",,"true",,,,
"429","208","65","true",,"true",,,,
"430","1","66","false","Активная прямая","true",,,,
"431","2","66","false","Активная обратная","true",,,,
"432","3","66","false","Реактивная прямая","true",,,,
"433","4","66","false","Реактивная обратная","true",,,,
"434","5","66","false",,"true",,"1",,
"435","109","66","false",,"true",,,,
"436","208","66","true",,"true",,,,
"437","1","67","false","Активная прямая","true",,,,
"438","2","67","false","Активная обратная","true",,,,
"439","3","67","false","Реактивная прямая","true",,,,
"440","4","67","false","Реактивная обратная","true",,,,
"441","5","67","false",,"true",,"1",,
"442","109","67","false",,"true",,,,
"443","208","67","true",,"true",,,,
"444","1","68","false","Активная прямая","true",,,,
"445","2","68","false","Активная обратная","true",,,,
"446","3","68","false","Реактивная прямая","true",,,,
"447","4","68","false","Реактивная обратная","true",,,,
"448","5","68","false",,"true",,"1",,
"449","109","68","false",,"true",,,,
"450","208","68","true",,"true",,,,
"451","1","69","false","Активная прямая","true",,,,
"452","2","69","false","Активная обратная","true",,,,
"453","3","69","false","Реактивная прямая","true",,,,
"454","4","69","false","Реактивная обратная","true",,,,
"455","5","69","false",,"true",,"1",,
"456","109","69","false",,"true",,,,
"457","208","69","true",,"true",,,,
"458","1","70","false","Активная прямая","true",,,,
"459","2","70","false","Активная обратная","true",,,,
"460","3","70","false","Реактивная прямая","true",,,,
"461","4","70","false","Реактивная обратная","true",,,,
"462","5","70","false",,"true",,"1",,
"463","109","70","false",,"true",,,,
"464","208","70","true",,"true",,,,
"465","1","71","false",,"true",,,,
"466","2","71","false",,"true",,,,
"467","3","71","false",,"true",,,,
"468","4","71","false",,"true",,,,
"469","5","71","false",,"true",,"1",,
"470","109","71","false",,"true",,,,
"471","1","72","false",,"true",,,,
"472","2","72","false",,"true",,,,
"473","3","72","false",,"true",,,,
"474","4","72","false",,"true",,,,
"475","5","72","false",,"true",,"1",,
"476","109","72","false",,"true",,,,
"477","1","73","false",,"true",,,,
"478","2","73","false",,"true",,,,
"479","3","73","false",,"true",,,,
"480","4","73","false",,"true",,,,
"481","5","73","false",,"true",,"1",,
"482","109","73","false",,"true",,,,
"483","1","75","false",,"true",,,,
"484","2","75","false",,"true",,,,
"485","3","75","false",,"true",,,,
"486","4","75","false",,"true",,,,
"487","5","75","false",,"true",,"1",,
"488","109","75","false",,"true",,,,
"489","1","76","false",,"true",,,,
"490","2","76","false",,"true",,,,
"491","3","76","false",,"true",,,,
"492","4","76","false",,"true",,,,
"493","5","76","false",,"true",,"1",,
"494","109","76","false",,"true",,,,
"495","1","77","false",,"true",,,,
"496","2","77","false",,"true",,,,
"497","3","77","false",,"true",,,,
"498","4","77","false",,"true",,,,
"499","5","77","false",,"true",,"1",,
"500","109","77","false",,"true",,,,
"501","1","78","false",,"true",,,,
"502","2","78","false",,"true",,,,
"503","3","78","false",,"true",,,,
"504","4","78","false",,"true",,,,
"505","5","78","false",,"true",,"1",,
"506","109","78","false",,"true",,,,
"507","1","79","false","Активная прямая","true",,,,
"508","2","79","false","Активная обратная","true",,,,
"509","3","79","false","Реактивная прямая","true",,,,
"510","4","79","false","Реактивная обратная","true",,,,
"511","5","79","false",,"true",,"1",,
"512","109","79","false",,"true",,,,
"513","208","79","true",,"true",,,,
"514","1","80","false","Активная прямая","true",,,,
"515","2","80","false","Активная обратная","true",,,,
"516","3","80","false","Реактивная прямая","true",,,,
"517","4","80","false","Реактивная обратная","true",,,,
"518","5","80","false",,"true",,"1",,
"519","109","80","false",,"true",,,,
"520","208","80","true",,"true",,,,
"521","1","81","false",,"true",,,,
"522","2","81","false",,"true",,,,
"523","3","81","false",,"true",,,,
"524","4","81","false",,"true",,,,
"525","5","81","false",,"true",,"1",,
"526","109","81","false",,"true",,,,
"527","1","82","false","Активная прямая","true",,,,
"528","2","82","false","Активная обратная","true",,,,
"529","3","82","false","Реактивная прямая","true",,,,
"530","4","82","false","Реактивная обратная","true",,,,
"531","5","82","false",,"true",,"1",,
"532","109","82","false",,"true",,,,
"533","208","82","true",,"true",,,,
"541","1","84","false","Активная прямая","true",,,,
"542","2","84","false","Активная обратная","true",,,,
"543","3","84","false","Реактивная прямая","true",,,,
"544","4","84","false","Реактивная обратная","true",,,,
"545","5","84","false",,"true",,"1",,
"546","109","84","false","Температура","true",,,,
"547","208","84","false","Активная прямая (потери по проценту)","true",,,,
"548","1","85","false","Активная прямая","true",,,,
"549","2","85","false","Активная обратная","true",,,,
"550","3","85","false","Реактивная прямая","true",,,,
"551","4","85","false","Реактивная обратная","true",,,,
"552","5","85","false",,"true",,"1",,
"553","109","85","false",,"true",,,,
"554","208","85","true",,"true",,,,
"555","1","86","false",,"true",,,,
"556","2","86","false",,"true",,,,
"557","3","86","false",,"true",,,,
"558","4","86","false",,"true",,,,
"559","5","86","false",,"true",,"1",,
"560","109","86","false",,"true",,,,
"561","1","87","false","Активная прямая","true",,,,
"562","2","87","false","Активная обратная","true",,,,
"563","3","87","false","Реактивная прямая","true",,,,
"564","4","87","false","Реактивная обратная","true",,,,
"565","5","87","false",,"true",,"1",,
"566","109","87","false",,"true",,,,
"567","208","87","true",,"true",,,,
"568","1","88","false","Активная прямая","true",,,,
"569","2","88","false","Активная обратная","true",,,,
"570","3","88","false","Реактивная прямая","true",,,,
"571","4","88","false","Реактивная обратная","true",,,,
"572","5","88","false",,"true",,"1",,
"573","109","88","false",,"true",,,,
"574","208","88","true",,"true",,,,
"575","1","89","false","Активная прямая","true",,,,
"576","2","89","false","Активная обратная","true",,,,
"577","3","89","false","Реактивная прямая","true",,,,
"578","4","89","false","Реактивная обратная","true",,,,
"579","5","89","false",,"true",,"1",,
"580","109","89","false",,"true",,,,
"581","208","89","true",,"true",,,,
"582","1","90","false","Активная прямая","true",,,,
"583","2","90","false","Активная обратная","true",,,,
"584","3","90","false","Реактивная прямая","true",,,,
"585","4","90","false","Реактивная обратная","true",,,,
"586","5","90","false",,"true",,"1",,
"587","109","90","false",,"true",,,,
"588","208","90","true",,"true",,,,
"589","1","91","false","Активная прямая","true",,,,
"590","2","91","false","Активная обратная","true",,,,
"591","3","91","false","Реактивная прямая","true",,,,
"592","4","91","false","Реактивная обратная","true",,,,
"593","5","91","false",,"true",,"1",,
"594","109","91","false",,"true",,,,
"595","208","91","true",,"true",,,,
"596","1","92","false","Активная прямая","true",,,,
"597","2","92","false","Активная обратная","true",,,,
"598","3","92","false","Реактивная прямая","true",,,,
"599","4","92","false","Реактивная обратная","true",,,,
"600","5","92","false",,"true",,"1",,
"601","109","92","false",,"true",,,,
"602","208","92","true",,"true",,,,
"603","1","93","false","Активная прямая","true",,,,
"604","2","93","false","Активная обратная","true",,,,
"605","3","93","false","Реактивная прямая","true",,,,
"606","4","93","false","Реактивная обратная","true",,,,
"607","5","93","false",,"true",,"1",,
"608","109","93","false",,"true",,,,
"609","208","93","true",,"true",,,,
"610","1","94","false","Активная прямая","true",,,,
"611","2","94","false","Активная обратная","true",,,,
"612","3","94","false","Реактивная прямая","true",,,,
"613","4","94","false","Реактивная обратная","true",,,,
"614","5","94","false",,"true",,"1",,
"615","109","94","false",,"true",,,,
"616","208","94","true",,"true",,,,
"617","1","95","false","Активная прямая","true",,,,
"618","2","95","false","Активная обратная","true",,,,
"619","3","95","false","Реактивная прямая","true",,,,
"620","4","95","false","Реактивная обратная","true",,,,
"621","5","95","false",,"true",,"1",,
"622","109","95","false",,"true",,,,
"623","208","95","true",,"true",,,,
"624","1","96","false","Активная прямая","true",,,,
"625","2","96","false","Активная обратная","true",,,,
"626","3","96","false","Реактивная прямая","true",,,,
"627","4","96","false","Реактивная обратная","true",,,,
"628","5","96","false",,"true",,"1",,
"629","109","96","false",,"true",,,,
"630","208","96","true",,"true",,,,
"631","1","97","false","Активная прямая","true",,,,
"632","2","97","false","Активная обратная","true",,,,
"633","3","97","false","Реактивная прямая","true",,,,
"634","4","97","false","Реактивная обратная","true",,,,
"635","5","97","false",,"true",,"1",,
"636","109","97","false",,"true",,,,
"637","208","97","true",,"true",,,,
"638","1","98","false","Активная прямая","true",,,,
"639","2","98","false","Активная обратная","true",,,,
"640","3","98","false","Реактивная прямая","true",,,,
"641","4","98","false","Реактивная обратная","true",,,,
"642","5","98","false",,"true",,"1",,
"643","109","98","false",,"true",,,,
"644","208","98","true",,"true",,,,
"645","1","99","false","Активная прямая","true",,,,
"646","2","99","false","Активная обратная","true",,,,
"647","3","99","false","Реактивная прямая","true",,,,
"648","4","99","false","Реактивная обратная","true",,,,
"649","5","99","false",,"true",,"1",,
"650","109","99","false",,"true",,,,
"651","208","99","true",,"true",,,,
"652","1","100","false","Активная прямая","true",,,,
"653","2","100","false","Активная обратная","true",,,,
"654","3","100","false","Реактивная прямая","true",,,,
"655","4","100","false","Реактивная обратная","true",,,,
"656","5","100","false",,"true",,"1",,
"657","109","100","false",,"true",,,,
"658","208","100","true",,"true",,,,
"665","1","102","false","Активная прямая","true",,,,
"666","2","102","false","Активная обратная","true",,,,
"667","3","102","false","Реактивная прямая","true",,,,
"668","4","102","false","Реактивная обратная","true",,,,
"669","5","102","false",,"true",,"1",,
"670","109","102","false",,"true",,,,
"671","208","102","false","Активная прямая (потери по проценту)","true",,,,
"672","1","103","false","Активная прямая","true",,,,
"673","2","103","false","Активная обратная","true",,,,
"674","3","103","false","Реактивная прямая","true",,,,
"675","4","103","false","Реактивная обратная","true",,,,
"676","5","103","false",,"true",,"1",,
"677","109","103","false",,"true",,,,
"678","208","103","true",,"true",,,,
"679","1","104","false","Активная прямая","true",,,,
"680","2","104","false","Активная обратная","true",,,,
"681","3","104","false","Реактивная прямая","true",,,,
"682","4","104","false","Реактивная обратная","true",,,,
"683","5","104","false",,"true",,"1",,
"684","109","104","false",,"true",,,,
"685","208","104","true",,"true",,,,
"686","1","105","false","Активная прямая","true",,,,
"687","2","105","false","Активная обратная","true",,,,
"688","3","105","false","Реактивная прямая","true",,,,
"689","4","105","false","Реактивная обратная","true",,,,
"690","5","105","false",,"true",,"1",,
"691","109","105","false",,"true",,,,
"692","208","105","true",,"true",,,,
"693","1","106","false","Активная прямая","true",,,,
"694","2","106","false","Активная обратная","true",,,,
"695","3","106","false","Реактивная прямая","true",,,,
"696","4","106","false","Реактивная обратная","true",,,,
"697","5","106","false",,"true",,"1",,
"698","109","106","false",,"true",,,,
"699","208","106","true",,"true",,,,
"700","1","107","false","Активная прямая","true",,,,
"701","2","107","false","Активная обратная","true",,,,
"702","3","107","false","Реактивная прямая","true",,,,
"703","4","107","false","Реактивная обратная","true",,,,
"704","5","107","false",,"true",,"1",,
"705","109","107","false",,"true",,,,
"706","208","107","true",,"true",,,,
"707","1","108","false","Активная прямая","true",,,,
"708","2","108","false","Активная обратная","true",,,,
"709","3","108","false","Реактивная прямая","true",,,,
"710","4","108","false","Реактивная обратная","true",,,,
"711","5","108","false",,"true",,"1",,
"712","109","108","false",,"true",,,,
"713","208","108","true",,"true",,,,
"714","1","109","false","Активная прямая","true",,,,
"715","2","109","false","Активная обратная","true",,,,
"716","3","109","false","Реактивная прямая","true",,,,
"717","4","109","false","Реактивная обратная","true",,,,
"718","5","109","false",,"true",,"1",,
"719","109","109","false",,"true",,,,
"720","208","109","true",,"true",,,,
"728","1","111","false","Активная прямая","true",,,,
"729","2","111","false","Активная обратная","true",,,,
"730","3","111","false","Реактивная прямая","true",,,,
"731","4","111","false","Реактивная обратная","true",,,,
"732","5","111","false",,"true",,"1",,
"733","109","111","false",,"true",,,,
"734","208","111","true",,"true",,,,
"735","1","112","false","Активная прямая","true",,,,
"736","2","112","false","Активная обратная","true",,,,
"737","3","112","false","Реактивная прямая","true",,,,
"738","4","112","false","Реактивная обратная","true",,,,
"739","5","112","false",,"true",,"1",,
"740","109","112","false",,"true",,,,
