"IDPOINT_CONNECTION","NAME_POINT_CONNECTION","IDREGION","UUID","GMT_SHIFT","POWER_ACT","POWER_REACT","PK","PXX","SN","IDCTG_SALE","U","R","IDCTG","POWER_ACT_OBRAT","POWER_REACT_OBRAT","TC_OV_IDCHANNEL","LAST_TC_OV","ATS_CODE","KEGOC_CODE","IDTYPE_FIDER","SHORT_NAME","MARKA_PROVODA","LENGTH","LOSS_KORONA","LOSS_TOK","LOSS_PROC","CONST","IXX","UKZ","IDPROCESS"
"3019","СбТИ_01","0","{7D0F4D42-EBEF-4463-A73F-A49F4F86C1D8}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3020","ПС35/6кВ Новая: 1ТСН","0","{AF7EE2EE-5B23-48F6-964B-7159DFC2DBA0}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3021","ПС35/6кВ Новая: 2ТСН","0","{70860333-5B0F-4C97-87D3-25535C63F986}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3022","ПС35/6кВ Новая: Яч.№01 Ввод-1","0","{C28ECF75-D850-4425-9AA6-AAF2D5F878AA}",,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
"3023","ПС35/6кВ Новая: Яч.№12 Ввод-2","0","{FA7DB05D-8105-4AD2-9EE6-E48B9768AC9E}",,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
"3024","СбТИ_01","0","{6E5D48C1-3263-4F1E-A2FD-859876C53799}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3025","РУ6кВ №2: Яч.№01 СТД 1600 кВт №5","0","{7CD9716A-6424-4D33-99DA-3D35CF0BE604}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3026","РУ6кВ №2: Яч.№02 Резерв","0","{016B2530-B3D1-467E-A979-BFCC0A773F1C}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3027","РУ6кВ №2: Яч.№04 Ввод №1 от яч.02 ПС 35/6кВ ""КНС-3МР""","0","{72B08394-D249-492E-8830-4ECAF8FB8B48}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3028","РУ6кВ №2: Яч.№07 Резерв","0","{B6CE0A51-3DF9-4E77-B1C4-5825B56F668F}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3029","РУ6кВ №2: Яч.№08 КТП 2х400""КНС-3МР"" Ввод-1","0","{C17B9B93-4D17-42D1-9D06-7D6512BBD541}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3030","РУ6кВ №2: Яч.№09 Резерв","0","{5C773134-CC12-40CA-9165-9A868FAD82C4}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3031","РУ6кВ №2: Яч.№12 Резерв","0","{C31DDE75-3F7D-4380-9AF3-759B24D9ED89}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3032","РУ6кВ №2: Яч.№13 КТП 2х400 ""КНС-3МР"" Ввод-2","0","{D252ED83-5D2B-45DD-B72F-4984F66B6F6B}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3033","РУ6кВ №2: Яч.№14 Резерв","0","{623361BC-DBE5-42F2-A781-1CE3F8837BE5}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3034","РУ6кВ №2: Яч.№17 Ввод №2 от яч.17 ПС 35/6кВ ""КНС-3МР""","0","{B1615A3C-4785-413F-AE9F-12E741882968}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3035","РУ6кВ №2: Яч.№19 Резерв","0","{79D53B46-8C57-497E-A79A-9F847613FF7A}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3036","РУ6кВ №2: Яч.№20 СТД 1600кВт №6","0","{51162C12-D8B9-477F-A367-F185BC3AFF04}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3037","РУ6кВ ГУ-4: Яч.№04 Ввод №1 от яч.06 ПС35/6кВ ""КНС-3МР""","0","{EAB93DFF-E8E8-4283-982F-2D2DF5D427A9}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3038","РУ6кВ ГУ-4: Яч.№17 Ввод №2 от яч.12 ПС35/6 ""КНС3МР""","0","{D63DA1E5-29B2-4A21-BB37-496CE29F964B}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3039","СбТИ_01","0","{443FBA0D-7334-40C9-AEAD-C22B50D4E3F8}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3040","РУ6кВ КНС-3А: 1ТСН","0","{1D24A2B0-0C14-45CF-A7C0-288158381F15}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3041","РУ6кВ КНС-3А: 2ТСН","0","{0B8C5BD8-179A-4770-BD89-31385719B9B5}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3042","РУ6кВ КНС-3А: СН АБК СР6","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"6"
"3043","РУ6кВ КНС-3А: Яч.№05 СТД 1250кВт №4","0","{BC4E841E-42C4-4952-937C-9375AD0C1F35}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3044","РУ6кВ КНС-3А: Яч.№06 СТД 1250кВт №2","0","{1E6864A2-E865-4CA7-B8C6-D2B33000C5B1}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3046","РУ6кВ КНС-3А: Яч.№12 Ввод №1 от Яч.№07 ПС ""КНС-3МР""","0","{560CD504-93B8-4E3D-89C8-4F7324AD9BE1}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3047","РУ6кВ КНС-3А: Яч.№15 СТД 1250кВт №3","0","{85E1716F-F460-4DF5-9AC8-19272B3685D9}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3048","РУ6кВ КНС-3А: Яч.№16 СТД 1250кВт №1","0","{76288CFF-6E39-40D9-9976-5CBE65E9FE04}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3050","РУ6кВ КНС-3А: Яч.№21 Ввод №2 от Яч.№18 ПС ""КНС-3МР""","0","{9E85BD36-483C-4078-9BA7-366ABEE315D2}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3051","СбТИ_01","0","{B880F2E3-5FF4-4902-92FA-08537501806E}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3052","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3053","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3054","РУ6кВ МБКНС-1: Яч.№02 Ввод №1 от яч.№04 ПС ""Новая""","0","{851D5A22-9FB6-43D6-8859-E2279135EC1A}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3055","РУ6кВ МБКНС-1: Яч.№03 СУ ""REDA"" АД-4 675кВт","0","{EFC6953F-93FB-4121-896C-5467853B4BFA}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3056","РУ6кВ МБКНС-1: Яч.№08 СУ ""REDA"" АД-2 675кВт","0","{459A64D3-C1AD-4678-9DF5-85C869928749}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3057","РУ6кВ МБКНС-1: Яч.№09 КТПН-6/0,4кВ 250кВА №1 МБКНС-1","0","{C6CA24E4-A05F-4323-BE73-06A27021C583}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3058","РУ6кВ МБКНС-1: Яч.№10 Ввод №2 от яч.№09 ПС ""Новая""","0","{42C5534A-C028-44F7-9640-86B86B16A2BE}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3059","РУ6кВ МБКНС-1: Яч.№12 СУ ""REDA"" АД-1 675кВт","0","{EFBA4E93-1729-4CB4-A1A2-13E3ADE8720A}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3060","РУ6кВ МБКНС-1: Яч.№15 КТПН-6/0,4кВ 160кВА №2 МБКНС-1","0","{9CF850A4-BEC0-4936-8C57-6E202963B0F3}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3061","РУ6кВ МБКНС-1: Яч.№17 СУ ""REDA"" АД-1 675кВт","0","{2D08416D-CF02-4835-83CD-010BE2979767}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3062","СбТИТ_01","0","{0C6E57EE-4C99-459C-831B-91983EEE20C9}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3063","ВЛ-35кВ №1 от ГТЭС Ново-Покурская яч.№20","0","{3E7CF751-2746-4C91-91DD-2CE1E855EE71}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3064","ВЛ-35кВ №3 от ГТЭС Ново-Покурская яч.№15","0","{3AEA3DD6-F6C4-46D1-B134-DDA6CA357739}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3065","РУ-6 кВ №1 ПС 110/35/6 кВ Н-Покурская яч.№17","0","{CC0652DC-BE2A-4494-AA68-3904F2F18201}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3066","РУ-6 кВ №1 ПС 110/35/6 кВ Н-Покурская яч.№21","0","{E32AF10A-5E64-464D-B7ED-DD1C965AEC5A}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3067","ГПЭС Новопокурская Яч.№20 Ф35-1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3068","ГПЭС Новопокурская Яч.№15 Ф35-3","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3069","Яч.№04 КТП 6,3/0,38кВ 1Т","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3070","Яч.№10 КТПП 6/0,4кВ 2Т","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3071","Яч.№14 ТГ-1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3072","Яч.№15 ТГ-2","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3073","Яч.№16 КТПП 6/0,4кВ 1Т","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3074","Яч.№17 РУ-6кВ ""Новопокурское""","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3075","Яч.№18 1Т 6,3/35кВ","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3076","Яч.№20 2Т 6,3/35кВ","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3077","Яч.№21 РУ-6кВ ""Новопокурская""","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3078","Яч.№22 КТП 6,3/0,38кВ 2Т","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3079","Яч.№23 ТГ-3","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3080","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3081","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3082","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3083","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3084","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3085","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3086","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3087","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3088","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3089","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3090","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3091","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3092","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3093","ПС 35/6кВ Островная: 1В-35","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3094","ПС 35/6кВ Островная: 2В-35","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3095","ПС 35/6кВ Островная: ТСН1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3096","ПС 35/6кВ Островная: ТСН2","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3097","ПС 35/6кВ Островная: Яч.№01 1БСК-6 600+450кВАр","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3098","ПС 35/6кВ Островная: Яч.№03 Резерв","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3099","ПС 35/6кВ Островная: Яч.№04 2Ввод-6","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3100","ПС 35/6кВ Островная: Яч.№05 К-11,17 КТПН №1","0","{E0204E0A-4692-471E-BE99-05519FAD59BA}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3101","ПС 35/6кВ Островная: Яч.№08 К-11,17 КТПН №2","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3102","ПС 35/6кВ Островная: Яч.№09 К-13 КТПН№1,2","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3103","ПС 35/6кВ Островная: Яч.№11 К-8,9 КТПН №1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3104","ПС 35/6кВ Островная: Яч.№12 Резерв","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3105","ПС 35/6кВ Островная: Яч.№13 Резерв","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3106","ПС 35/6кВ Островная: Яч.№14 Резерв","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3107","ПС 35/6кВ Островная: Яч.№15 Резерв","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3108","ПС 35/6кВ Островная: Яч.№16 Резерв","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3109","ПС 35/6кВ Островная: Яч.№18 Резерв","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3110","ПС 35/6кВ Островная: Яч.№19 1Ввод-6","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3111","ПС 35/6кВ Островная: Яч.№20 К-8 КТПН №2","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3112","ПС 35/6кВ Островная: Яч.№22 2БСК-6 2х600кВАр","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3113","ПС110/35/6кВ Ново-Покурская Ф35 №1 (АИИСКУЭ)","0",,,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"3114","ПС110/35/6кВ Ново-Покурская Ф35 №2 (АИИСКУЭ)","0",,,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"3115","ПС110/35/6кВ Ново-Покурская Ф35 №3 (АИИСКУЭ)","0",,,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"3116","ПС110/35/6кВ Ново-Покурская Ф35 №4 (АИИСКУЭ)","0",,,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"3117","-ПС110/35/6кВ Ново-Покурская: Ф35 №1","0","{42D566C3-F0B6-48D3-9850-65FE2E408466}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3118","-ПС110/35/6кВ Ново-Покурская: Ф35 №2","0","{0C9B9160-B602-469D-84D5-4DF4ABCF48B7}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3119","-ПС110/35/6кВ Ново-Покурская: Ф35 №3","0","{F76FFDAC-4BDF-4FC9-A081-2E81ED102505}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3120","-ПС110/35/6кВ Ново-Покурская: Ф35 №4","0","{8751CBB6-2924-47B7-AC5E-243F6345D6F6}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3121","РУ6кВ Ново-Покурское: хоз.нужды с/р №7","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3122","СбТИ_01","0","{AA5BC65B-71E0-4EE3-BF27-4B4E1B74A7D0}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3123","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3124","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3125","Точка подключения","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3126","ПС35/6кВ БКНС-2: 1ТСН","0","{A89BC93A-6F1A-4A43-93B7-7051B263E73C}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3127","ПС35/6кВ БКНС-2: 2ТСН","0","{0B2CF057-1B58-4ABE-B155-CEEC6C1CEE68}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3128","ПС35/6кВ БКНС-2: Яч.№04 2 Ввод-6","0","{A3C1D6F8-E75F-4C3A-94CE-A86C3175C1AC}",,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"3129","ПС35/6кВ БКНС-2: Яч.№19 1 Ввод-6","0","{2A0FF815-3893-489E-9C82-D767AFD9150C}",,,,,,,,,,,,,,,,,,,,,,,,,,,"2"
"3130","СбТИТ2_01","0","{98B03B1A-578F-47F3-BB6E-A78F17B3F8F1}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3131","ПС35/6кВ Кедровая: 1ТСН","0","{6D5BBC32-339A-4945-A9F8-78E86322F0B7}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3132","ПС35/6кВ Кедровая: 2ТСН","0","{B164C7C3-52D5-428F-811A-47F5D731BB7A}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3133","ПС35/6кВ Кедровая: Яч.№02 1Ввод-6","0","{401A38AF-C520-4AB5-8537-A9ECC68C3E11}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3134","ПС35/6кВ Кедровая: Яч.№13 2Ввод-6","0","{15A60B95-ABAB-481F-AC88-0FC6367E3438}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3135","СбТИ_01","0","{DEA8BBE0-BDDC-4EA4-8BCF-17DEF97B680E}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3136","ПС35/6кВ Куст-1: Яч.№01 1ТСН","0","{56FE6ECE-848F-486D-B7F1-9FD0865386A6}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3137","ПС35/6кВ Куст-1: Яч.№02 1Ввод-6","0","{F61342A4-7F63-4832-A6CB-25820F8CF5B6}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3138","ПС35/6кВ Куст-1: Яч.№09 1БСК-6 450кВАр","0","{917CAA4E-16CE-474C-A9CF-F47860F8DB15}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3139","ПС35/6кВ Куст-1: Яч.№11 2ТСН","0","{FC026EFB-0E73-404E-A39D-D238DBBF1A87}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3140","ПС35/6кВ Куст-1: Яч.№12 2Ввод-6","0","{8C981DB0-7A6B-4B32-B4BC-DECBDBB2EEEE}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3141","ПС35/6кВ Куст-1: Яч.№17 К-27,Р-225","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3142","ПС35/6кВ Куст-1: Яч.№19 2БСК-6 300кВАр","0","{7DB99D3E-655E-4570-99F5-AFA2CD3792A7}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3143","СбТИ_01","0","{4C99EB01-A79F-4DA6-ADD9-1CB896C9E8E1}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3144","ПС35/6кВ Куст-78: 1ТСН","0","{598A43FD-9D42-4AF4-A1D4-A2FAD71B132D}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3145","ПС35/6кВ Куст-78: 2ТСН","0","{2454CB7B-4093-43A9-915F-CD2F84A1DD78}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3146","ПС35/6кВ Куст-78: Яч.№11 Ввод-1","0","{BB4B643C-966D-4A8F-98E2-796C8EAC4A6F}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3147","ПС35/6кВ Куст-78: Яч.№12 Ввод-2","0","{C068C649-619B-43CE-872F-706BD15AF11E}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3148","ПС35/6кВ Куст-78: Яч.№17 1БСК-6 900кВАр","0","{57D97F3A-E723-4DA2-B2DC-D04988FEA871}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3149","ПС35/6кВ Куст-78: Яч.№18 2БСК-6 900кВАр","0","{9467D958-68F9-494F-8086-F57FB84A1774}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3150","СбТИТ2_01","0","{441B5E7B-841F-41EC-94F5-A1844380A9FA}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3151","ПС35/6кВ УПН: 1ТСН","0","{546CEC98-FE44-445A-8A95-13B6BF04084A}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3152","ПС35/6кВ УПН: 2ТСН","0","{2ECF4FC6-BB0B-40D7-A36D-E33B54B37B13}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3153","ПС35/6кВ УПН: Яч.№03 2БСК-6 900кВАр","0","{469F8117-CD0A-433A-B858-586B763CEEF3}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3154","ПС35/6кВ УПН: Яч.№04 Резерв","0","{1659C131-B46B-402A-978A-A6ACC242A636}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3155","ПС35/6кВ УПН: Яч.№05 2Ввод-6","0","{6D339F1E-14B1-4804-B5D9-65334E17BCD9}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3156","ПС35/6кВ УПН: Яч.№06 Резерв","0","{67CE8520-A469-4604-8D0A-78C35D2261A1}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3157","ПС35/6кВ УПН: Яч.№08 Резерв","0","{5724EECD-0267-4D85-89A8-3F8CFCDDB5AC}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3158","ПС35/6кВ УПН: Яч.№09 РУ ""УПН"" 2Ввод-6","0","{6A17E7F6-01B0-4B3E-95A4-EBFCAE842E3C}",,,,,,,,,,,,,,,,,,,,,,,,,,,"3"
"3159","ПС35/6кВ УПН: Яч.№10 Резерв","0","{02B39FB9-3D27-4D98-9750-F2E5A528E7E5}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3160","ПС35/6кВ УПН: Яч.№11 СВ-6","0","{E0B70E96-28C8-4E7C-90DF-DA9623F7D2D5}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3161","ПС35/6кВ УПН: Яч.№13 Резерв (КТП)","0","{B63BF805-8247-4D0A-8C0C-6790EE62C584}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3162","ПС35/6кВ УПН: Яч.№14 РУ ""УПН"" 1Ввод-6","0","{E6867229-A65E-4BE8-A0D6-F245D5D342D1}",,,,,,,,,,,,,,,,,,,,,,,,,,,"3"
"3163","ПС35/6кВ УПН: Яч.№15 Резерв","0","{4E90E7DC-AE3C-4A56-BBA3-49F6C55FE58E}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3164","ПС35/6кВ УПН: Яч.№17 Резерв","0","{024C74D2-A8C2-4DCB-B0D1-6EDDC9A068CF}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3165","ПС35/6кВ УПН: Яч.№18 1Ввод-6","0","{BED3556E-1CC2-4DEB-B702-CE01729AD35D}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3166","ПС35/6кВ УПН: Яч.№19 Резерв","0","{0B408342-32B4-4BC4-A827-31F885E26854}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3167","ПС35/6кВ УПН: Яч.№20 1БСК-6 900кВАр","0","{0DB86376-79C3-4ECE-A503-8D75D1CAB153}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3168","СбТИТ2_01","0","{EF6C1490-E1F7-44E4-B6CC-60AC29FBD0AE}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3169","ПС35/6кВ Ю-Покамасовская: 1ТСН","0","{24C880AB-3722-4DE2-9069-5C914DABB9C7}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3170","ПС35/6кВ Ю-Покамасовская: 2ТСН","0","{62669673-7CDE-484D-89B9-1B1CCA88F863}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3171","ПС35/6кВ Ю-Покамасовская: Яч.№02 Ввод-2","0","{2CFAAC13-1402-4E38-A475-C84FDEEB6F35}",,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
"3173","ПС35/6кВ Ю-Покамасовская: Яч.№12 Ввод-1","0","{3F2BDD8E-C274-41CF-B497-8865518E0E94}",,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
"3176","Нов-Покур БКТП ""БКНС-1"" ПТБ-5","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3177","Нов-Покур БКТП ""БКНС-1"" ПТБ-6","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3178","РУ6кВ УПН: Яч.№03 Ввод-6 №2 от ПС35/6кВ ""УПН"" яч.№09","0","{22311029-16F3-46EA-9569-25D3E5985226}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3179","РУ6кВ УПН: Яч.№16 АД-3 ВКС 400кВт","0","{071AFB5D-2F5B-4C8C-8BCC-219033246228}",,,,,,,,,,,,,,,,,,,,,,,,,,,"5"
"3180","РУ6кВ УПН: Яч.№17 АД-4 ВКС 400кВт","0","{0F93ADFE-9F04-494D-BEEC-5BE83ADF0283}",,,,,,,,,,,,,,,,,,,,,,,,,,,"5"
"3181","РУ6кВ УПН: Яч.№26 Ввод-6 №1 от ПС35/6кВ ""УПН"" яч.№14","0","{FD7C2013-80DD-4D65-82C8-6E284304E308}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3182","СбТИТ2_01","0","{A0C24A87-C0C1-4D50-872A-4DAAE6279B46}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3183","РУ6кВ Ново-Покурское: 1ТСН","0","{4B177AE6-8B96-48A7-A464-FAF196A13632}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3184","РУ6кВ Ново-Покурское: 2ТСН","0","{C6C95E9C-C114-4457-B880-6E43096463C7}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3185","РУ6кВ Ново-Покурское: Калорифер","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"7"
"3186","РУ6кВ Ново-Покурское: Яч.№02 Ввод-6 1Т","0","{FDA77558-C5B5-4110-BFA5-772D6EA89C3C}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3187","РУ6кВ Ново-Покурское: Яч.№10 ЗРУ6кВ ""ГТЭС"" яч.17 Ввод-1","0","{CA39D0A6-7D41-48A1-9575-A574FAAA9509}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3188","РУ6кВ Ново-Покурское: Яч.№17 ЗРУ 6,3кВ ""ГТЭС"" яч.21 Ввод-2","0","{EAB68A4B-2B66-453D-99FF-A45CF69185F0}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3189","РУ6кВ Ново-Покурское: Яч.№19 Ввод-6 2Т","0","{A1711260-0BEF-4CFD-93A1-F3E61A99DDC6}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3190","СбТИ_01","0","{C20CAAF6-807A-4003-819C-3A450514A054}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3191","ПС 110/35/6 Кетовское ф.№1 (АИИСКУЭ)","0",,,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"3192","ПС 110/35/6 Кетовское ф.№2 (АИИСКУЭ)","0",,,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"3193","ПС 110/35/6 Кетовское ф.№3 (АИИСКУЭ)","0",,,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"3194","ПС 110/35/6 Кетовское ф.№4 (АИИСКУЭ)","0",,,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"3195","ПС110кВ Кетовская: Ф35 №01","0","{77EA8749-CD9E-4C07-9975-790E89FB082F}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"3196","ПС110кВ Кетовская: Ф35 №02","0","{E007ADCD-847B-40C2-A8EE-09F1F4B641CE}",,,,,,,,,,,,,,,,,,,,,,,,,,,
