"IDPOINT_CONNECTION","NAME_POINT_CONNECTION","IDREGION","UUID","GMT_SHIFT","POWER_ACT","POWER_REACT","PK","PXX","SN","IDCTG_SALE","U","R","IDCTG","POWER_ACT_OBRAT","POWER_REACT_OBRAT","TC_OV_IDCHANNEL","LAST_TC_OV","ATS_CODE","KEGOC_CODE","IDTYPE_FIDER","SHORT_NAME","MARKA_PROVODA","LENGTH","LOSS_KORONA","LOSS_TOK","LOSS_PROC","CONST","IXX","UKZ","IDPROCESS"
"4777","ПС Еловая, ф 35 кВ № 2,3,  ПС 35/6 кВ Куст-25,ф, 6 кВ № 15","0","{4DD81AA7-7774-4B09-A107-15231EC28F38}",,,,,,,,,,,,,,,,"011202020101000202031306",,,,,,,,,,,
"4778","ПС Чистинная РУ-6 кВ ДНС-1 ф-6 кВ №13","0","{F72AC850-51D9-42A1-9275-E55B6FB7817F}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4780","МИНУС АУП СН-МНГ","0","{995664C6-035C-4045-A04C-3361BC49150D}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4781","ПС Кирьяновская ф 1,2 ПС Северная ф. 6 кВ 6,15","0","{1A6A52CC-D6D9-48AC-858C-267839914708}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4782","ПС Кирьяновская ф 1,2 ПС Северная ф 6 кВ № 6","0","{0367E376-EDA6-44EC-9070-319309F93711}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4783","ПС Кирьяновская ф 1,2 ПС Северная ф. 6 кВ № 6","0","{63B192A7-EF8F-47BC-B0B1-0C1BD71824E8}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4784","","0",,,,,,,,,,,,,,,,,"020201ХХ0207030303ХХХХХХХХ",,,,,,,"6",,,,"3"
"4785","ПС Мартыновская ф 3,4, ПС Город ф 6 кВ № 14, КТПН-160 кВА ""Соболь""","0","{3E63242B-5F38-407F-A0F4-8C1E7BB7AF9A}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4786","--ПС 110/35/6 Таёжная ПС 35/6 КНС-3МР ф. 7,18","0","{582E381B-94C4-4B2C-A73D-F24F4DA30CAA}",,,,,,,,,,,,,,,,"041201020301000601020700",,,,,,,,,,,"12"
"4787","ПС 35/6 кВ ""Геолог"" КТПН 630 кВА ""Теплонефть""","0","{04C5B0E5-D31E-4C06-B465-6FF4D3DDEA8D}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4788","КТП 2x400 кВА ""Адрия""","0","{6105665E-44A8-426A-A5C8-E7B40EE5A5EA}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4789","ф 6кВ- 18 КТПН 400 кВА ""АРБ""","0","{7A9E4A0A-65CC-486D-B88B-84E93D9EF942}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4790","ПС Северная ф 6 кВ № 2,11 КТПН 2x630 ""Жемчужина""","0","{655D6CAD-D6FB-43FD-9817-E801D5491A65}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4791","ПС 35/6 кВ ""Геолог"" ф-16 КТПН 250 кВА ""Кегельбан""","0","{9EC66B67-CCCC-4127-88B1-8F5D5D1B8682}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4792","ПС 35/6 кВ ""Северная"" ф 6 кВ № 15","0","{AFA96937-186D-4D0D-A0C2-059C312CA7EE}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4793","ПС 35/6 кВ ""Северная"" ф 6 кВ № 6","0","{96187247-560C-47B3-AD05-7DB8C8CCD9BB}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4794","КТП 2x400 Адрия Общежитие № 5 ул. Заречная ,18 с 01.03.10-отдельно","0","{47019F70-35AA-4D9A-9345-8736652F48FD}",,,,,,,,,,,,,,,,,,,,,,,,,,,"1"
"4795","КТП 2х400 Адрия МУП ""ТВК""","0","{EDFEA5A0-5413-4087-A698-7D5F9BB35A0F}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4796","КТП 2х400 Адрия ООО ""Сити-Центр""","0","{2DE90A98-6B1A-4A13-BCCE-0980F56A36F2}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4797","КТП 2х400 Адрия ООО""Астра-ДМС""","0","{B3AE24B4-0110-462E-84EC-070C55B041BC}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4798","ф 6кВ- 18 КТПН 400 кВА ""АРБ"" ООО ""АТС""","0","{234E38BC-F3D4-4740-BF2C-29A814508E92}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4799","ф 6кВ- 18 КТПН 400 кВА ""АРБ"" ООО ""Нефтемашсервис""","0","{D2A9AB78-6B9A-49C9-983D-E9CE0C9D6E64}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4800","ф 6кВ- 18 КТПН 400 кВА ""АРБ"" ООО ""Рубеж""","0","{9EBEE20D-7783-4229-88B3-05D3928B2C8C}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4801","ф 6кВ- 18 КТПН 400 кВА ""АРБ"" ООО ""Сателлит""","0","{541F5644-BE65-4E14-BE13-736AE65624EB}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4802","КТПН 250 кВА ""Кегельбан"" ООО ""БигМаг""","0","{63311E78-BA01-4F20-948C-A26D59E0E79A}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4803","КТПН 250 кВА ""Кегельбан"" ООО ""ДСМ-Инженеринг""","0","{FE4321FF-E0E8-47BF-A650-B3A7B824CD11}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4804","КТПН ""Теплонефть"" ИП Макаров","0","{A9546622-184A-4D72-BAEF-9F9EEFBB5F5A}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4805","КТПН ""Теплонефть"" ООО ""РАВ-ТЭК""","0","{F0EE7E17-92FA-42BC-B752-711F1674699D}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4806","КТПН ""Теплонефть"" ООО ""СТС""","0","{73DF3F07-A7BA-4630-B762-4E1821574650}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4807","КТПН ""Теплонефть"" ООО ""Теплонефть""","0","{37C4F66C-D852-45FA-A4A9-03089514D566}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4808","1 ф. 35 кВ № 3","0","{EA5B88E8-D282-489F-94AD-44C09A75024B}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4809","2 ф. 35 кВ № 4","0","{21E73FBB-3A19-4E16-9FFA-708C2DE9E005}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4810","ПС 35/6 кВ ""Южная"": ООО ""АЭС""","0","{9DAB876E-56BE-42CB-A695-BB2951F37A44}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4811","КТП 6/0,4 кВ 2x400 кВА ""Адрия"" Ввод 1","0","{28E1FADF-3E64-4C23-988C-BA5083C42F13}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4812","КТП 6/0,4 кВ 2x400 кВА ""Адрия"" Ввод 2","0","{A0AB415E-D2EB-4610-9FB9-670772FFAA53}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4813","КТПН 6/0,4кВ 630 кВА ""Теплонефть""","0","{7827440E-D6E0-4A51-A7A8-6B1D47B2C1C2}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4814","Заречная ф 4,16 ТП 6/0,4 № 41 ЛДЦ ОАО ""СН-МНГ""","0","{AAE307CB-FFFD-4CF9-B4D5-84C4286515C8}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4815","Заречная ф 5,15 ТП 6/0,4 № 12 АБК ""Геонац"" ОАО ""СН-МНГ""","0","{9547130C-85FC-4143-A575-1485AE8A4D77}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4816","Заречная ф 5,15 ТП 6/0,4 № 12 Деп соц. развития ОАО ""СН-МНГ""","0","{1EFF5C6B-64F4-4E55-9F13-78391B51B68E}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4817","Заречная ф 5,15 ТП 6/0,4 № 12 ЛДЦ ОАО ""СН-МНГ""","0","{A79B16D2-91AF-420F-9AFF-0756379AE05F}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4818","Заречная ф 7,17 ТП 6/0,4 № 21 ЛДЦ ОАО ""СН-МНГ""","0","{A0CAEC7E-17C9-4B7D-B205-4968C83B2590}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4819","Заречная ф 7,17 ТП 6/0,4 № 21 Столовая ОАО ""СН-МНГ""","0","{0BA3A6EA-3B3D-42EE-B00D-12F2BBDBCA41}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4820","ПС 35/6 кВ ""Город"": Ф6 кВ № 14 КТПН ""Пивзавод"" ИП Звездилин","0","{0027B6D6-FF7D-4DA0-B695-697C92CAC5BD}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4821","Ф-14 КТПН ""Пивзавод"" ООО ""Славнефтьторг""","0","{6573C27C-A950-4A9B-AF0B-5FF729DCD4B9}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4822","Ф6 кВ № 14 КТПН ""Пивзавод""","0","{C5427C6F-9594-48C2-89C4-80BAB5C55911}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4823","Ф6 кВ № 14 КТПН ""Пивзавод"" ГСК ""Южный""","0","{C235EE6A-23A4-45C8-AD93-14224F54FD17}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4824","Ф6 кВ № 14 КТПН ""Пивзавод"" ОАО ""Связьтранснефть""","0","{C766D198-912A-4894-A493-393F9A5FB3DB}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4825","Ф6 кВ № 14 КТПН ""Пивзавод"" ООО ""Юграэнергосервис""","0","{F27EA3B9-C682-4414-B6A6-AC07EB740F00}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4826","Ф6 кВ № 14 КТПН № 27","0","{03D3B7E7-CF4D-4A01-AC35-3D2A69AAE03D}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4827","Ф6 кВ № 14 КТПН № 27 Балки","0","{BE5BE63E-BF67-4E68-A276-E1DD01C78D55}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4828","Ф6 кВ № 14 КТПН № 27 ОГЭ","0","{36B86BEF-2A2D-4F4B-94FD-6B64EB1E6747}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4829","ПС Мартыновская, ЗРУ-6кВ Мартыновское ф6кВ №115,216","0","{39B601AD-E7EF-41CD-A84A-71CA87C81AB7}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4830","ПС Мартыновская,ЗРУ-6кВ Мартыновское ф.6кВ №115,216","0","{8BC6D5F9-0DB3-40F1-A482-2713E33142FF}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4831","ПС ""Мартыновская"": Ф6 кВ № 115,216 СН МНГ Танц зал","0","{BE35EE04-66C8-4840-8C2F-7E8B520F9A59}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4832","ПС 35/6 кВ ""Город"": Ф6 кВ № 14 ГСК ""Кароса""","0","{71A28D27-D6B6-4AED-8F3D-B722C5132C52}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4833","ПС 35/6 кВ ""Город"": Ф6 кВ № 4,14 ГСК ""Лада""","0","{EC0598C2-0725-4C8C-9488-122E908BD1EC}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4834","ПС 35/6 кВ ""Город"": Ф6 кВ № 4,14 ГСК ""Лада""","0","{067A6B7F-6B94-4071-A4C7-192138BE6AAD}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4835","ПС 35/6 кВ ""Город"": Ф6 кВ № 4,14 КТПН №27 Балки","0","{C364DDAF-A030-4CFB-A697-084722692A85}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4836","ПС 35/6 кВ ""Город"": Ф6 кВ № 4,14 ООО ""НСТ""","0","{5437CE5C-2B23-4883-9C7A-9EE613BB8607}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4837","ПС 35/6 кВ ""Город"": Ф6 кВ № 4,14 СН МНГ Архив","0","{D403FDD5-25D8-4620-B747-50F5FA9DCF97}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4838","ПС 35/6 кВ ""Город"": Ф6 кВ № 4,14 СН МНГ Вычислительный центр","0","{9EAE2453-ABD8-479E-B413-0268F89E5A59}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4839","ПС 35/6 кВ ""Город"": Ф6 кВ № 4,14 ТП ""МУС"" ООО ""АиСС""","0","{3920681F-E7B4-4505-ACE0-188334B99F84}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4840","ф 6кВ -16 КТПН 250 кВА ""Кегельбан""","0","{12FE7202-F803-40C6-A6A5-CC3F7CDF32F3}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4841","КТПН 250 кВА ""Причал""","0","{5A2B4CD3-3D06-462F-AD2B-568B017E6B75}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4842","ПС 35/6 кВ Котельная 14","0","{B24609D3-4AB3-4112-9B1E-FEE38D0A7E42}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4843","ПС 35/6 кВ Котельная 18","0","{43BCE7E0-3A88-48F3-B851-2BDC047CC6F3}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4844","ПС 35/6 кВ Котельная 4","0","{D14BCBCC-34FE-4D05-9AC1-2E28A253C191}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4845","ПС 35/6 кВ Котельная 8","0","{E3C0286E-2129-491C-9229-2A0816FDA07C}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4846","ПС 35/6 кВ Северная ф 6кВ- 6,15 АУП сл. собств. безоп-сти ОАО ""СН-МНГ""","0","{4C0623D3-B6AF-4778-80C8-7642959C029E}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4847","ПС 35/6 кВ Северная ф 6кВ- 6,15 Деп-т соц. развития ОАО ""СН-МНГ""","0","{27575982-876D-4D90-AC3C-8FAC72D450F7}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4848","ПС 35/6 кВ Северная ф 6кВ- 6,15 Упр-ие Сервис-нефть ОАО ""СН-МНГ""","0","{71C8CB14-E193-4814-BD0F-32B397796F94}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4849","ПС 35/6 кВ Северная ф 6кВ- 6,15 Общежития ОАО ""ГЭС""","0","{FBAFC868-0EFE-4324-8BF2-DBE0637CE558}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4850","ПС 35/6 кВ Северная ф 6кВ- 6,15  ООО ""ТехПромСервис""","0","{9940C7F4-A3C3-47DD-87E7-75A92A638EA3}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4851","ПС 35/6 кВ Северная ф 6кВ- 6,15 АУП сл. собств. безоп-сти ОАО ""СН-МНГ""","0","{015DA858-93B7-4648-B1D5-15D073F50B8B}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4852","ПС 35/6 кВ Северная ф 6кВ- 6,15 ЗАО ""Мега-сервис""","0","{AE2A4299-3A7B-47E3-B3CC-212308215F20}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4853","ПС 35/6 кВ Северная ф 6кВ- 6,15 ЗАО ""Сибпромэкс""","0","{B9A66FE0-7CB7-4EFC-90A9-8C389C3D6A35}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4854","ПС 35/6 кВ Северная ф 6кВ- 6,15 ЗАО ""Стройдизайн""","0","{DB1BB586-82F6-4F82-BF91-4FDF27673CE2}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4855","ПС 35/6 кВ Северная ф 6кВ- 6,15 МУ Служба спасения г. Мегион","0","{01FE2F82-8C17-43B9-843F-D05334FCE451}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4856","ПС 35/6 кВ Северная ф 6кВ- 6,15 ООО ""БСК""","0","{9364B9DA-6A4F-4699-85DD-89A1FD36C8CD}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4857","ПС 35/6 кВ Северная ф 6кВ- 6,15 ООО ""МНРС""","0","{78A7CB75-5FE1-4673-85A8-F86854CB11F5}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4858","ПС 35/6 кВ Северная ф 6кВ- 6,15 ООО ""МНРС""","0","{311D6451-BF5B-415F-B9FC-49CA801B13C5}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4859","ПС 35/6 кВ Северная ф 6кВ- 6,15 ООО ""МТУ""","0","{E4E13D1A-E7BC-4DBA-9F5C-22CF0B60372E}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4860","ПС 35/6 кВ Северная ф 6кВ- 6,15 ООО ""Экостройтранс""","0","{66E4F907-A797-4201-A629-24B465F0257F}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4861","ПС 35/6 кВ Северная ф 6кВ- 6,15 ООО НОП ""Мега-Щит""","0","{31AB4D84-1608-41C2-9A78-A501AB4AF060}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4862","ПС 35/6 кВ Северная ф 6кВ- 6,15 ПГК ""Сигнал""","0","{CF6CD134-AB56-455F-A4F5-A020953CA0CB}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4863","ПС 35/6 кВ Северная ф 6кВ- 2,11 Упр-ие Соц-нефть ОАО ""СН-МНГ""","0","{D3390540-5109-4C83-B8AE-5DE7768DBD9C}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4864","ПС Северная ф 6 кВ № 2,11 КТПН 2x630 ""Жемчужина"" ООО ""Славнефтьторг""","0","{5D6B3E9B-5758-4B13-8188-C47DFCEC764A}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4865","ПС Северная ф 6 кВ № 2,11 КТПН 2x630 ""Жемчужина"" ООО ""Торг-Сервис""","0","{0751F30B-F3DD-49F5-BE5E-8B6071F0300B}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4866","ПС Северная ф 6 кВ № 2,11 КТПН 2x630 ""Жемчужина"" ООО ""Торг-Сервис""","0","{FD87F4C5-51ED-49EA-8A20-433134D13A2F}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4867","ПС Северная ф 6 кВ № 2,11 КТПН 2x630 ""Жемчужина"" ООО ""ТоргХолодСервис""","0","{AEA5051B-8451-4A12-BA69-BCD18933C272}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4868","ф 6 кВ № 2,11 КТПН 2x630 кВА ""РСБ""","0","{5F6C177C-BF19-4E13-B85A-59106D1B82AF}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4869","ф 6 кВ № 2,11 КТПН 2x630 кВА ""РСБ"" ООО ""АиС""","0","{CD70B064-954D-40DE-9374-2024FACEDC37}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4870","ф 6 кВ № 2,11 КТПН 2x630 кВА ""РСБ"" ООО ""Теплонефть""","0","{A66A897E-D881-4813-B918-4A690232C8C7}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4871","ТП 6/0,4 кВ № 62 Библиотека ул. Свободы 40","0","{078D66B5-9D08-45DC-80B4-1377FE20ED38}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4872","ПС 35/6 кВ ""Автовокзал"" ф.6 кВ № 6,16 РУ-6 кВ № 3 ТП-91","0","{F114B735-A533-4AAD-B53D-6155E78D2BE8}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4873","(101) ПС 35/6 кВ ""Южная"": Яч. № 2 котельная","0","{2DA94A1E-46A9-4E96-A4ED-6AD1F9A19B32}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4874","(102) ПС 35/6 кВ ""Южная"": Яч. № 3 Т-1 КТП-1","0","{8F36E6DE-E50A-43EA-9644-16665ED6A49E}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4875","(103) ПС 35/6 кВ ""Южная"": Яч. № 4  РУ-6","0","{51EB28FC-7630-42AA-B716-D5CD328ABD01}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4876","(104) ПС 35/6 кВ ""Южная"": Яч. № 7  Т-1 КТП-2","0","{C97B2672-5D6B-489E-983E-6B5A3215D0A8}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4877","(105) ПС 35/6 кВ ""Южная"": Яч. № 13  Т-2 КТП-1","0","{5BCFA992-1E09-4488-9F37-D4FBF1D88B57}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4878","(106) ПС 35/6 кВ ""Южная"": Яч. № 14  РУ-6","0","{EF842CF4-9BFC-41E6-B91B-E49A798066FD}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4879","(107) ПС 35/6 кВ ""Южная"": Яч. № 17  Т-2 КТП-2","0","{635449A9-B933-4D26-A8FB-F34B5FAD8FD1}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4880","(108) ПС 35/6 кВ ""Южная"": Яч. № 18  Фид.18","0","{068AFC93-BCEE-45AF-B68A-2DF427D9E288}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4881","(109) ПС 35/6 кВ ""Южная"": Яч. № 19 котельная","0","{61E5529E-CAF6-4079-81AD-F3A8BC66308F}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4882","3 ПС 35/6 кВ ""Южная"": ТСН-1","0","{4DD51223-CB60-4966-8AD2-701A7A62CBD7}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4883","4 ПС 35/6 кВ ""Южная"": ТСН-2","0","{89E75F09-2DE4-4E7A-B4D0-AC186B4B1A41}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4884","(201) ПС 35/6 кВ ""Заречная"": Ввод 6 кВ №1","0","{B60F3252-490A-4C72-8600-66E8DA7676D9}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4885","(202) ПС 35/6 кВ ""Заречная"": Ввод 6 кВ №2","0","{385F6F0C-5C04-435E-A323-208BE9BDE7F3}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4886","(203) ПС 35/6 кВ ""Заречная"": ТСН-1","0","{C6164936-4011-4081-8F8E-2429BDAD6914}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4887","(204) ПС 35/6 кВ ""Заречная"": ТСН-2","0","{3B598403-768B-4A2A-9A86-5895F7C1F721}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4888","(301) ПС 35/6 кВ ""Город"": Ввод 6кВ № 1","0","{DB2B1F1A-B1D5-4596-8B27-64B576297FF2}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4889","(302) ПС 35/6 кВ ""Город"": Ввод 6кВ № 2","0","{A9482290-AAA5-40FE-BEBB-A65E72686D9E}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4890","(303) ПС 35/6 кВ ""Город"": ТСН-1","0","{046E3F46-EDE6-47E8-8406-80425C6E088D}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4891","(304) ПС 35/6 кВ ""Город"": ТСН-2","0","{94389AA1-F484-4730-A144-B00B2EE2795A}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4892","(401) ПС 35/6 кВ ""Геолог"": Ввод 6кВ №1","0","{ACF87FE0-AEB2-48AF-A514-228916CA3B88}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4893","(402) ПС 35/6 кВ ""Геолог"": Ввод 6кВ №2","0","{8C19CCD7-02D0-4486-901C-19CFA92507F1}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4894","(403) ПС 35/6 кВ ""Геолог"": ТСН-1","0","{EB3C416E-4709-462F-A257-105F26D8A915}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4895","(404) ПС 35/6 кВ ""Геолог"": ТСН-2","0","{B49BC9F0-8D9E-4A19-83C9-04F0D3DA9C70}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4896","ПС 110/35/6 кВ ""С-Ватинская"" ПС 35/10 кВ ""Куст-28""","0","{39D79850-2D1A-4C7F-93BD-330A4237556B}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4897","ПС 110/35/6 кВ ""С-Ватинская"" ПС 35/10 кВ ""Куст-30""","0","{FEF3A76E-6601-417F-A853-DF813EFD37B6}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4898","ПС 110/35/6 кВ ""С-Ватинская"" ПС 35/10 кВ ""ЛПХ""","0","{9524E510-D7FE-4D2E-8CDE-948F63E690C0}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4899","ПС 110/35/6 кВ ""С-Ватинская"" ПС 35/10 кВ ""МБПТОиКО""","0","{61939C0B-A474-4F42-B2CB-A6DDF03EBE66}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4900","ПС 35/6 кВ ""Геолог"" ф-18 КТПН 400 кВА ""АРБ""","0","{D5F7DB60-A7ED-4AE7-99F0-A5E7B195C462}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4901","ПС 35/6 кВ Котельная ф 6кВ- 15","0","{1C27E8DA-CB1C-422D-9289-9DCA27D1FED4}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4902","ПС 35/6 кВ Котельная ф 6кВ- 5","0","{3941AD79-46BD-4981-A30D-C5BD1A36C4C4}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4903","ПС 35/6кВ Островная: Яч.9 Резерв К-13 БУ ООО ""МУБР""","0","{9B98B1C1-A0DD-454A-B0F0-0E2A76F3209E}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"4904","ПС35/6кВ КНС-8: Яч.№09","0","{34D8CB05-CBED-41A4-90D4-56721DD76112}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"4905","ПС35/6кВ Куст-1: Яч.№17 К-27,Р-225","0","{478589F9-1EF6-4692-AD8D-64FB8C04A5DB}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"4906","ПС35/6кВ Куст-10: Яч.№13 Куст-44 КПТН-1","0","{C583D058-E048-4684-B898-EA490D15D535}",,,,,,,,,,,,,,,,,"2",,,,,,,,,,
"4907","ПС Дельта Ф-2,3 ПС 35/6 кВ Заречная","0","{99F086F8-2D49-45F6-8F56-1512D1DDB993}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4908","ПС Дельта Ф-2,3 Заречная","0","{00B91B43-571B-4C73-9237-B6521961CBFF}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4909","Комплекс КДМ","0","{5840CF8B-E8C8-4AEA-9C08-FC3138955A2C}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4910","ЧЖФ ""Венгерский""","0","{76EF7780-3885-45F7-B6FE-7823A5DA784E}",,,,,,,,,,,,,,,,,,,,,,,,,,,
"4911","СОЦ-Нефть ОАО СН-МНГ  {30.11.2008}","0","{7DEB2F9D-AD4C-4275-954E-32CABA9D1B86}",,,,,,,,,,,,,,,,,,,,,,,,,,,"9"
"4912","ПС Аганская ПС КНС-1А ф 6 кВ № 20","0","{EA675B26-586F-4757-A5CE-AA25E8A69B66}",,,,,,,,,,,,,,,,,,,,,,,,,,,"9"
"4913","Аганское м/р -Общежитие ПС Аганская ПС КНС-1А ф 6 кВ № 20","0","{5F858A07-A541-4CBF-9623-5F1069C98037}",,,,,,,,,,,,,,,,,,,,,,,,,,,"9"
"4914","ПС Кирьяновская ф 1,2 ПС Автовокзал Ф 6 кВ №6,16","0","{C98EEF77-8EC7-4461-BC35-6C93427A292D}",,,,,,,,,,,,,,,,,,,,,,,,,,,"9"
"4915","ПС Дельта ф 2,3 ПС Заречная ф 6 кВ №5,15","0","{011D09B6-F24F-43E5-9FB6-901FAB92BD34}",,,,,,,,,,,,,,,,,,,,,,,,,,,"9"
