IDOBJECT,NAME_OBJECT,IDTYPE_OBJECT,UUID,GMT_SHIFT,CONTROL_POWER,INZONE_ONLY,CONTROL_HOLES,CONTROL_HOUR,TARIF,IDCTG,DAYLIGHT,IDTGROUP,IDMAXPOWER,SHORT_NAME
1922,111 ООО ТехПромСервис,4,{8B0E60D2-EE7A-4010-BF30-F12374DCC4E9},,0,False,,,,,True,,,
1923,1-СН-2,3,{EAA608E7-1165-4D2E-8129-E0762CD962E6},,0,False,,,,12.0,True,,,
1924,"100 ООО ""Рубеж""",4,{487586DC-D273-4F57-8E7B-02BA61A32444},,0,False,,,,,True,,,
1925,"102 ОАО ""Белорусское УПНП и КРС""",4,{912ECC44-9B8E-48D5-AD72-76CA9748F1AB},,0,False,,,,,True,,,
1926,"115 СОТ ""Дорожник-3""",4,{450B98CA-65BD-4DF7-BABD-735E58B79420},,0,False,,,,,True,,,
1927,119 ООО ВМПО,4,{34915330-B00B-40C6-AC30-0BCB163E5C28},,0,False,,,,,True,,,
1928,"136 ООО ""МНРС""",4,{CA0D33EF-02BC-4F74-B377-74208885C477},,0,False,,,,,True,,,
1929,"140 ООО ""Мегионское УБР""",4,{9D5B022D-993B-4788-A85E-AC412F6D3C08},,0,False,,,,,True,,,
1930,"141 ЗАО СП ""МеКаМинефть""",4,{4B939507-DBE2-4424-8C3C-D8F2E3F3381E},,0,False,,,,,True,,,
1931,"152 ООО ""Нефтеспецстрой""",4,{FCBE9390-96FD-4297-9583-A8A44E8333F1},,0,False,,,,,True,,,
1932,"164 СОТ ""Подземник""",4,{7F468B2B-E044-4560-B463-30BC98FFE5C6},,0,False,,,,,True,,,
1933,186 КФХ Сипрашвили,4,{08B61CFC-EF4B-4328-9888-C249C3ED9E0C},,0,False,,,,,True,,,
1934,"198 ООО ""Теплонефть""",4,{F489BC72-F355-4FFD-9AA3-C47787E284E3},,0,False,,,,,True,,,
1935,"202 ООО ""ТРК Supernova""",4,{5BEF8A58-B13C-4507-A857-464A2F258CCA},,0,False,,,,,True,,,
1936,"213 ООО ""Юграэнергосервис""",4,{4C0E451C-DAAF-4B70-AFDD-411F7E875B6F},,0,False,,,,,True,,,
1937,"215 ООО ""Электрон""",4,{2DBB592C-43F0-4099-AC41-1116709E6553},,0,False,,,,,True,,,
1938,"257 МУП ""Тепловодоканал""",4,{028749C5-717E-4F99-B265-59BB82B7D273},,0,False,,,,,True,,,
1939,"269  ООО ""НефтеСервис""",4,{F83A7577-9D73-491D-9475-23C91EA13142},,0,False,,,,,True,,,
1940,370 ООО НОРД-СЕРВИС,4,{908AA027-8D4B-488E-AE85-63DBAEB802D4},,0,False,,,,,True,,,
1941,422 ЗАО КапРемСервис,4,{E777246A-AEBC-4A20-A54E-4CA755C68DD4},,0,False,,,,,True,,,
1942,"524 ООО ""Базис""",4,{9F1444D1-EC6D-46ED-B1A2-DC264DD024BA},,0,False,,,,,True,,,
1943,"9 ООО ""НАРС""",4,{1692CB4E-5705-47A8-9B99-94FA5F61E646},,0,False,,,,,True,,,
1944,2-НН,3,{6D026D8D-96B7-4949-83D2-C1B037A3D0BD},,0,False,,,,13.0,True,,,
1945,"132-2  ООО ""ОйлпампСервис""",4,{80C37A53-A9D6-4EA6-9F3D-363AF8BC8FCF},,0,False,,,,,True,,,
1946,"134-2 ООО ""СпецТеплоСервис""",4,{70B75192-63A1-421E-A8CE-795443EF6365},,0,False,,,,,True,,,
1947,2-СН-1,3,{DEF3246F-5DD5-41B2-896C-E3614C9E98E5},,0,False,,,,11.0,True,,,
1948,"154 ЗАО ""Нефтьстройинвест""",4,{1CC57C48-84DE-45D0-A034-556EEC380CF5},,0,False,,,,,True,,,
1949,"165 ОАО ""Сибнефтепровод""",4,{F660C4E2-A6DC-4BC5-A83E-43F5B809CCDF},,0,False,,,,,True,,,
1950,2-СН-2,3,{D79B5891-485B-498E-92D5-219AE85EC645},,0,False,,,,12.0,True,,,
1951,"100 ООО ""Рубеж""",4,{F08999B1-267E-4727-8763-F2A9A6588112},,0,False,,,,,True,,,
1952,"102 ОАО ""Белорусское УПНП и КРС""",4,{8D52A024-F2CD-4CA0-8DE6-58F36C0B4EDA},,0,False,,,,,True,,,
1953,119А ООО Борец сервис-Нефтеюганск,4,{E40F22FE-BC65-4895-BA24-F21426CC56E0},,0,False,,,,,True,,,
1954,"138 ООО ""РУ-Энерджи КРС-МГ""",4,{53571A5D-FD92-4BB2-B25D-14A172E14CAD},,0,False,,,,,True,,,
1955,"141 ЗАО СП ""МеКаМинефть""",4,{DEDAC7E5-7D34-4120-A37C-F60971D7BD59},,0,False,,,,,True,,,
1956,181 ИП Седлецкий Ю.А.,4,{4BD41DD1-A63E-4467-9188-9FF4FA2F70C5},,0,False,,,,,True,,,
1957,Потребитель,4,{C6EAD42B-329C-46F7-B3BE-B78F7F464D6F},,0,False,,,,,True,,,
1958,3-НН,3,{F8EA961A-59F1-4245-82AC-15C261AF0BBF},,0,False,,,,13.0,True,,,
1959,3-СН-1,3,{5BBC5355-95F7-46E9-87FF-741AF1D481BE},,0,False,,,,11.0,True,,,
1960,"132-2  ООО ""ОйлпампСервис""",4,{01216D28-4096-401E-9171-8342C5060DD4},,0,False,,,,11.0,True,,,
1961,3-СН-2,3,{EBAE2757-FB0F-4557-B248-FB8E8A6525C8},,0,False,,,,12.0,True,,,
1962,"136 ООО ""МНРС""",4,{867EB5E5-3AF8-42D7-B78D-36BD299A696C},,0,False,,,,,True,,,
1963,"153 ООО ""Нефтеспецтранс""",4,{BE99BE57-F751-472F-BC4B-0C3E8F4E6FED},,0,False,,,,,True,,,
1964,"198 ООО ""Теплонефть""",4,{E7A66E4B-AD10-4A63-95FA-B76689FCFF2A},,0,False,,,,,True,,,
1965,"55 ООО ""Гидроэнергомонтаж""",4,{2BB41634-67E8-439B-A373-9B8E0C49B64F},,0,False,,,,,True,,,
1966,6-НН,3,{BE4DF844-84A1-4877-9FBF-D5534874C9F9},,0,False,,,,13.0,True,,,
1967,"199 ООО ""АиС-Сервис""",4,{81453CE5-C9B1-4DC3-B9B4-5A873A274D90},,0,False,,,,,True,,,
1968,6-СН-1,3,{84766F62-DDE7-4452-A0F4-D8116C0CD488},,0,False,,,,11.0,True,,,
1969,"356 ЗАО ""Единая Энергоснабжающая компания""",4,{BD26C57E-E4F3-411C-942B-E0F5AA388F7F},,0,False,,,,,True,,,
1970,6-СН-2,3,{928F4AAA-7E58-4155-AAA3-8C938A63E77C},,0,False,,,,12.0,True,,,
1971,"100 ООО ""Рубеж""",4,{10D642F0-06E3-4066-AE86-FC3C280DBEF9},,0,False,,,,,True,,,
1972,"102 ОАО ""Белорусское УПНП и КРС""",4,{AE2607A4-C688-4666-9CC2-A82F2562B7C4},,0,False,,,,,True,,,
1973,"103 СОНТ ""Березка""",4,{CB078DA2-CEF5-48A1-AA8A-82C01CB38D53},,0,False,,,,,True,,,
1974,"138 ООО ""РУ-Энерджи КРС-МГ""",4,{34B835CD-130E-4D51-9A98-63FB4708C631},,0,False,,,,,True,,,
1975,"141 ЗАО СП ""МеКаМинефть""",4,{E6410A9A-C8A6-422D-9C81-51D49C97E7AF},,0,False,,,,,True,,,
1976,"156 КФХ ""Никитинская заимка""",4,{1BFC23CC-050E-4C24-8976-88AF44036293},,0,False,,,,,True,,,
1977,"172 ПСОК ""Баграс""",4,{79840314-BC37-452F-9805-7BEF18333E79},,0,False,,,,,True,,,
1978,"174 СОТ ""Радуга""",4,{7C3D7A08-15FA-4F1D-88D6-C5DBA0E1F994},,0,False,,,,,True,,,
1979,"198 ООО ""Теплонефть""",4,{008B30D2-5797-4A32-8E29-6154A43D507A},,0,False,,,,,True,,,
1980,"356 ЗАО ""Единая Энергоснабжающая компания""",4,{426E3BA5-C316-47CE-AA05-4981B361A2F7},,0,False,,,,,True,,,
1981,"384 СОТ ""Рубин""",4,{076F1392-6FB4-4E4D-B56B-4406E6BDB02B},,0,False,,,,,True,,,
1982,422 ЗАО КапРемСервис,4,{C07269C1-C199-4D53-9D9A-CCB30564A6BA},,0,False,,,,,True,,,
1983,"55 ООО ""Гидроэнергомонтаж""",4,{608B4F1A-9FA7-474B-BB2B-5C1EAE3ADAA9},,0,False,,,,,True,,,
1984,Расчет потерь по ВН,3,{0EEC689E-6106-4A67-ACA4-6F8261C20F5F},,0,False,,,,,True,,,
1985,ПС 110/35/6 кВ Еловая,3,{1E0980A4-234B-4575-867D-13DB822FB0A8},,0,False,,,,,True,,,
1986,ПС 110/35/6 кВ Чистинная,3,{1CCB2941-6116-4E0F-8AA5-60497C828571},,0,False,,,,,True,,,
1987,РУ6кВ №4 Газ.ц.,3,{86937B06-AC58-40F6-82DB-F81237183D3B},,0,False,,,,,True,,,
1988,Сторонние по СР-УСЛУГИ,3,{14AB17F0-D65F-4049-AC5F-398B7866E77E},,0,False,,,,,,,,
1989,СР-1,3,{18D2EE63-281E-43BD-900D-ECD008ADAEDF},,0,False,,,,,,,,
1992,111 ООО ТехПромСервис,4,{524355CD-CEBF-4A16-BBBB-291F77C83B9C},,0,False,,,,,True,,,
1994,"134-2 ООО ""СпецТеплоСервис""  +",4,{1D306CF5-81D8-454F-ADC0-06143289EF97},,0,False,,,,,,,,
1995,"136 ООО ""МНРС""   +",4,{563861EC-18B6-418D-8A9C-71AB58A443C4},,0,False,,,,,,,,
1997,"140 ООО ""Мегионское УБР""",4,{7CE96074-05FB-4FEF-A6DD-928A8A6D11F3},,0,False,,,,,,,,
1998,"141 ЗАО СП ""МеКаМинефть""  +",4,{89048011-0A94-48E4-87A3-42DA87F4460D},,0,False,,,,,True,,,
1999,"152 ООО ""Нефтеспецстрой""  +",4,{11D8AD79-4026-4A01-9763-B535A88A1DB0},,0,False,,,,,,,,
2000,"182 ЗАО ""СибЭнергоСтрой""    +",4,{CB8F7559-57F3-4872-B51F-B5D73519590E},,0,False,,,,,True,,,
2002,"198 ООО ""Теплонефть""  +",4,{96D8815A-2B0C-4856-B7AB-060F3B1619DE},,0,False,,,,,,,,
2003,"199 ООО ""АиСС""  +",4,{7EA8A165-EDBD-49CD-9B57-E03FC2C8F8F5},,0,False,,,,,,,,
2004,"201 ЗАО ""Трейд Ойл""  +",4,{1CD6E1FB-857D-43EE-AAEE-EC2B4915A128},,0,False,,,,,,,,
2005,"209 ЗАО ""НТС-Лидер",4,{F262FB9E-66A5-4C88-B0EC-2AD9DFA0F6CD},,0,False,,,,,True,,,
2006,"257 МУП ""Тепловодоканал""  +",4,{D805FF73-5E2A-4B3D-9BC0-0A3C2662F46A},,0,False,,,,,,,,
2007,370 ООО НОРД-СЕРВИС,4,{953E43F4-7FBF-4D9C-9030-A8FBBCEB09E6},,0,False,,,,,True,,,
2008,"394 ООО ""Буровая строительная компания""   +",4,{51C8E359-A2BD-423A-ADA1-4F35438EA3D5},,0,False,,,,,True,,,
2010,9 ООО НАРС,4,{DA2D2C15-0F36-4489-A0BF-F96E16775DB2},,0,False,,,,,,,,
2012,СР-10,3,{FB86F38E-E955-42A6-88A1-81F9BBAAD795},,0,False,,,,,,,,
2013,СР-2,3,{FE251014-DDDA-4D90-8923-B41793407579},,0,False,,,,,,,,
2014,100 ООО Рубеж,4,{42CC7D08-9523-4766-BF93-53E7E0634CEC},,0,False,,,,,True,,,
2019,"132-2  ООО ""ОйлпампСервис"" +",4,{B917CC90-8C7C-4A50-83BB-B8C00E5D69A1},,0,False,,,,,,,,
2020,"134-2 ООО ""СпецТеплоСервис""  +",4,{240C504E-DF9E-4A54-B7CB-3ECE60953435},,0,False,,,,,,,,
2022,"140 ООО ""Мегионское УБР""",4,{56F5DB51-DF83-4E51-A156-30FCC49D2D1F},,0,False,,,,,,,,
2023,"141 ЗАО СП ""МеКаМинефть""  +",4,{27BB0CE9-2B0A-4197-BED2-5E34F24B0770},,0,False,,,,,True,,,
2025,"153 ООО ""Нефтеспецтранс""  +",4,{A5AE8045-9F88-43B6-A7C2-E6AE8E2E6B1E},,0,False,,,,,,,,
2026,"165 ОАО ""Сибнефтепровод""  +",4,{EDD0B2D3-8DE3-49B7-8178-226B3016E6FB},,0,False,,,,,,,,
2028,"198 ООО ""Теплонефть""  +",4,{478665FA-7F51-4A9F-85B3-4BD257C872AF},,0,False,,,,,,,,
2029,"199 ООО ""АиСС""  +",4,{3D1B1492-8DB4-46B4-84B4-5D66B9F61A64},,0,False,,,,,,,,
2031,"394 ООО ""БСК"" +",4,{3EBFAF48-3DE6-4247-A3B8-A466F140BCF9},,0,False,,,,,,,,
2035,СР-3,3,{3465A613-650C-40FE-B166-BF269A4E1159},,0,False,,,,,,,,
2037,111 ООО ТехПромСервис,4,{55E364E7-D518-416F-8043-87526C92B3F5},,0,False,,,,,True,,,
2038,"132-2  ООО ""ОйлпампСервис"" +",4,{FB83E9EE-A39E-4B0C-9889-E8358BA4AE9C},,0,False,,,,,,,,
2039,"133 ООО НОП ""Мега-щит""",4,{11F97E71-A84E-45ED-8191-0D0F933B7103},,0,False,,,,,True,,,
2040,"134-2 ООО ""СпецТеплоСервис""  +",4,{EFE9F5E5-ED02-4C3E-8EF5-65EA5B5F994B},,0,False,,,,,,,,
2041,"136 ООО ""МНРС""   +",4,{30F2C54B-806C-416D-816A-7FB5FF38DA5D},,0,False,,,,,,,,
2042,"138 ООО ""Мегион-Сервис""",4,{57B2256E-EE41-4321-B96E-E15F18C876D4},,0,False,,,,,,,,
2043,"139 ООО ""МТУ""",4,{FFEFC152-432D-4234-A5EB-88F0064BD98E},,0,False,,,,,,,,
2044,"140 ООО ""Мегионское УБР""",4,{9D7482BE-E1EE-4465-8FCE-5A124C6881A1},,0,False,,,,,,,,
2045,"153 ООО ""Нефтеспецтранс""  +",4,{18D7476D-778B-4E94-8E22-7F23135DDE87},,0,False,,,,,,,,
2046,"188-55 ООО ""СлавНефтьТорг""",4,{9D6681F5-0C4F-458D-8C66-7D6837E64BD7},,0,False,,,,,,,,
2048,"198 ООО ""Теплонефть""  +",4,{DF17529D-FE07-49A3-901E-5C35D97D2360},,0,False,,,,,,,,
2050,"209 ЗАО ""НТС-Лидер""  +",4,{4EB7F7A1-E0D6-4D86-B57C-DA30ADF46C94},,0,False,,,,,True,,,
2052,"257 МУП ""Тепловодоканал""  +",4,{852B0833-B5B3-4FFC-B90C-16FE60521C46},,0,False,,,,,,,,
2054,"377 ООО ""АЭС""",4,{4AA4DB36-ED21-4F9F-BA18-66FF2A287831},,0,False,,,,,True,,,
2055,394 ООО БСК +,4,{3E66340B-CFB2-4C33-BB2D-2CA23C47E8D7},,0,False,,,,,,,,
2057,"55 ООО ""Гидроэнергомонтаж""",4,{05C03836-FC85-4B03-9970-652ACF7175E7},,0,False,,,,,,,,
2058,СР-4,3,{F8CBAE06-974C-4AD2-ADA2-78AC6FFDA366},,0,False,,,,,,,,
2059,100 ООО Рубеж,4,{3D00FF63-7220-4B79-9506-1F3C7D147514},,0,False,,,,,True,,,
2060,"100-М ООО ""Союзсервис""",4,{822A13A9-1012-4AA7-9FF8-CADBBC36EFEB},,0,False,,,,,True,,,
2061,"102 ОАО ""Белорусское УПНП и КРС """,4,{C07F19E3-D2F6-41EA-8BC6-360979A70411},,0,False,,,,,True,,,
2064,"134-2 ООО ""СпецТеплоСервис""",4,{DDCC0768-1B5F-45AE-A437-85402910308E},,0,False,,,,,True,,,
2065,135 ООО Гидроимпульс,4,{D2E61E8D-95A3-46CD-8CF5-BE74E2C9FE55},,0,False,,,,,True,,,
2066,"136 ООО ""МНРС""   +",4,{0F019F7E-9097-4C98-97E2-AEEDA26D6F85},,0,False,,,,,True,,,
2067,"138 ООО ""Мегион-Сервис""",4,{3D912CC0-FA5C-48D2-9D46-5CD6D823301F},,0,False,,,,,True,,,
2068,"141 ЗАО СП ""МеКаМинефть""",4,{ECEA06E1-B173-48AB-AC16-4F1D7B7912CE},,0,False,,,,,True,,,
2069,"152 ООО ""Нефтеспецстрой""",4,{5AB95701-183A-495C-A841-BB6F457ECBC5},,0,False,,,,,True,,,
2071,197 ООО СтимулТрансСервис,4,{DE100765-250D-4298-B213-7FCDDCD5B854},,0,False,,,,,True,,,
2072,"198 ООО ""Теплонефть""  +",4,{E287BF2C-27C4-4B31-A507-021E5FC03433},,0,False,,,,,True,,,
2073,"199 ООО ""АиСС""",4,{01541C9F-E9EF-46EA-99E3-F332D3788082},,0,False,,,,,True,,,
2074,"209 ЗАО ""НТС-Лидер",4,{5296FA3E-7A92-4D7C-BDB3-BDD7CB46D775},,0,False,,,,,True,,,
2075,"215 ООО ""Электрон""     +",4,{FF52D687-D84B-4949-8965-23BAFFF2FB64},,0,False,,,,,True,,,
2079,СР-5,3,{CB177A84-3B42-4BE3-B6A7-D89656CEAE85},,0,False,,,,,,,,
2080,"100 ООО ""Рубеж""  +",4,{615D1FCF-FBCE-4522-8401-3D17B63470EC},,0,False,,,,,True,,,
2081,"109 ООО ""НБК""  +",4,{BB21D71B-DFA1-45B1-8ED0-4A07BC43985F},,0,False,,,,,,,,
2082,"110 ООО ""Монтажспецстрой-Приобье""",4,{8787FCE6-A083-4528-A2CC-958DE935237B},,0,False,,,,,True,,,
2083,"132-2  ООО ""ОйлпампСервис"" +",4,{B60A4EBE-1CD1-43B8-8E3D-6F2003A07DC7},,0,False,,,,,,,,
2084,"134-2 ООО ""СпецТеплоСервис""  +",4,{38950057-AF42-4268-B9CA-ABB965D2CCA6},,0,False,,,,,,,,
2085,"136 ООО ""МНРС""   +",4,{8021EC3D-BAA2-48D7-924C-C5608A467E6C},,0,False,,,,,,,,
2086,"138 ООО ""Мегион-Сервис""",4,{720B02D9-2167-43B2-884E-4EFB3CB1F0BF},,0,False,,,,,True,,,
2087,"140 ООО ""Мегионское УБР""",4,{AA25C606-971D-4D39-87AD-2A53827B2A78},,0,False,,,,,,,,
2088,"141 ЗАО СП ""МеКаМинефть""  +",4,{30252BE8-AC59-4B48-88A7-07A8AB250A19},,0,False,,,,,True,,,
2089,"152 ООО ""Нефтеспецстрой""  +",4,{29871793-8254-4E7F-B321-412AA2DE7E4D},,0,False,,,,,,,,
2090,"153 ООО ""Нефтеспецтранс""  +",4,{6FB190B4-6A07-4DE7-A59A-EA213DFF8983},,0,False,,,,,,,,
2091,"182 ЗАО ""СибЭнергоСтрой""   +",4,{42B5F92F-5F2F-4F5F-AF9E-37C3DE986A83},,0,False,,,,,,,,
2092,183 ООО Контакт,4,{53681D21-C3BE-4599-8E1E-4D5686ABBB00},,0,False,,,,,True,,,
2093,"192 ЗАО СП ""КаприНейборз""  +",4,{0853AB7C-31CB-46E2-B8A2-D0FFD27ADF72},,0,False,,,,,True,,,
2094,"194 ОАО ""Уралсвязьинформ""(сот.связь)НЕТ УСЛУГ ! +",4,{BFF51921-27F6-4E66-BB6A-36C9E879543D},,0,False,,,,,,,,
2095,"198 ООО ""Теплонефть""  +",4,{4D5B84FE-750E-4BBE-B1F4-CD4A00BB64A0},,0,False,,,,,,,,
2096,"199 ООО ""АиСС""",4,{9BBACC63-1A43-45D1-A7C1-BDA408483772},,0,False,,,,,,,,
2097,"394 ООО ""Буровая строительная компания""   +",4,{41446B6E-2056-4BAC-85CB-8B8E23571C1E},,0,False,,,,,True,,,
2098,"407 ООО ""Эковес""",4,{3AEE26C9-197A-4C6E-AF1F-44BBDAB9D611},,0,False,,,,,True,,,
2099,"524 ООО ""Базис""   +",4,{8378A3DE-0506-47E5-90D6-0A1EFA261AD2},,0,False,,,,,True,,,
2100,55 ООО Гидроэнергомонтаж!,4,{88D3FB14-745B-4801-B4A8-C58FE92C6620},,0,False,,,,,,,,
2101,"90 ООО ""Нефтедебит""  +",4,{1F748FBD-97D2-49E2-B9AC-EE522D10EC2D},,0,False,,,,,,,,
2102,СР-6,3,{B5A40D32-467A-48F6-8FB8-0DFE2B51B854},,0,False,,,,,,,,
2103,"100 ООО ""Рубеж""   +",4,{F626E599-D4C3-4737-B027-1A5FBCA64AA8},,0,False,,,,,True,,,
2104,"102 ОАО ""Белорусское УПНП и КРС ""   +",4,{FBAD160E-1223-47AA-9CBE-BB1677F3C763},,0,False,,,,,True,,,
2105,"109 ООО ""НБК""  +",4,{84B52CD7-4664-44FA-B22F-5928F534D5E8},,0,False,,,,,,,,
2106,119 ООО ВМПО,4,{44FEDFEC-BB98-49AC-A60B-73DB7F5E255C},,0,False,,,,,True,,,
2107,135 ООО Гидроимпульс,4,{BC57544D-424B-40D8-A3D2-AC8DB478DF6C},,0,False,,,,,True,,,
2108,"136 ООО ""МНРС""   +",4,{7FC1F15B-1A35-487B-B130-6F4A23A07F68},,0,False,,,,,,,,
2109,"138 ООО ""Мегион-Сервис""",4,{5557EDD2-701E-4FEE-854B-4B5D1BFDF30C},,0,False,,,,,True,,,
2110,"141 ЗАО СП ""МеКаМинефть""   +",4,{593B30A4-4315-4897-B209-7CBE5F321D35},,0,False,,,,,,,,
2111,"182 ЗАО ""СибЭнергоСтрой""   +",4,{AFC2E5FA-64E4-4C49-ABCB-B25FD2797A4F},,0,False,,,,,,,,
2112,"192 ЗАО СП ""КаприНейборз""  +",4,{67CCA81E-C7A9-422E-ABDC-84070E9DDF47},,0,False,,,,,True,,,
2113,"198 ООО ""Теплонефть""  +",4,{5F3015E9-4D54-4C94-A1BF-0EA31B09056B},,0,False,,,,,,,,
2114,"199 ООО ""АиСС""  +",4,{4B120CB3-6AEB-4386-82FC-B10CA7093412},,0,False,,,,,,,,
2115,422 ЗАО КапРемСервис    +,4,{57BBCA00-1564-4C7C-B240-6B188325F2DD},,0,False,,,,,True,,,
2116,"524 ООО ""Базис""   +",4,{846AA345-C807-4533-AF06-82163CDC9937},,0,False,,,,,True,,,
2117,55 ООО Гидроэнергомонтаж,4,{CFA4FF36-5300-4177-9F59-AC0802CBBFEC},,0,False,,,,,True,,,
2118,СР-7,3,{BE1CECD8-727A-4D2F-82C2-AAEE22FAC4FA},,0,False,,,,,,,,
2119,"109 ООО ""НБК""  +",4,{28A3C5F6-1566-4367-8B96-6B0913A0DF7B},,0,False,,,,,,,,
2120,"134-2 ООО ""СпецТеплоСервис""  +",4,{F1301A43-A08A-4450-B6F0-131772BD1374},,0,False,,,,,,,,
2121,"138 ООО ""Мегион-Сервис""",4,{DBB62BD5-915B-43D4-86F0-8350F9ED2B53},,0,False,,,,,True,,,
2122,"140 ООО ""Мегионское УБР""",4,{243AC7FB-9F4B-4F55-963B-2DBEB2F273A6},,0,False,,,,,,,,
2123,"141 ЗАО СП ""МеКаМинефть""  +",4,{C33114ED-6BFA-4283-BF74-A252DC4CAAA3},,0,False,,,,,True,,,
2124,"152 ООО ""Нефтеспецстрой""   +",4,{57A4A467-ECDC-4DC4-B438-01F8C4DE5789},,0,False,,,,,True,,,
2125,"153 ООО ""Нефтеспецтранс""  +",4,{1CBA66F2-26B5-4A63-872C-2CA318991F18},,0,False,,,,,,,,
2126,"182 ЗАО ""СибЭнергоСтрой""   +",4,{C611FC6D-0352-4ECF-896D-4BEF2A241676},,0,False,,,,,,,,
2127,"198 ООО ""Теплонефть""  +",4,{C971C34E-34DD-4C72-8E0E-A57DB918D503},,0,False,,,,,,,,
2128,"199 ООО ""АиСС""  +",4,{F928727D-CAA2-455E-9ECF-908997D696EF},,0,False,,,,,,,,
2129,"394 ООО ""Буровая строительная компания""   ?",4,{28836BF4-9340-441D-B88A-A9C0DA7AA712},,0,False,,,,,True,,,
2130,422 ЗАО КапРемСервис    +,4,{447B2B3C-A18F-498E-B266-EE74FD8521C4},,0,False,,,,,True,,,
2131,"55 ООО ""Гидроэнергомонтаж""+",4,{08EF85E4-5CA6-4462-8018-E338F207BBAC},,0,False,,,,,True,,,
2132,"613 ООО ""МСпМУ""",4,{8BE5E49D-DDB2-431F-89B2-5F84F395952D},,0,False,,,,,,,,
2133,"77 ООО ""Монтажспецстрой-Приобье""",4,{5A17BD8E-6A73-4FD4-8E34-873941E44057},,0,False,,,,,True,,,
2134,СР-8,3,{76B45885-BE87-4AA2-AC36-E47394318168},,0,False,,,,,,,,
2138,"134-2 ООО ""СпецТеплоСервис""  +",4,{EBA01207-328E-4190-85FB-E56C45BE3CF6},,0,False,,,,,,,,
2139,"136 ООО ""МНРС""  +",4,{AB2C0ADB-759E-49C0-8E8E-B8ECD7D414B6},,0,False,,,,,,,,
2140,"138 ООО ""Мегион-Сервис""",4,{D8AD7F93-68A1-4314-BDFD-D5E0BC20C2FD},,0,False,,,,,True,,,
2141,"140 ООО ""Мегионское УБР""  +",4,{73DDF746-C7D6-4B31-A360-CCDD918EC845},,0,False,,,,,,,,
2143,"152 ООО ""Нефтеспецстрой""  +",4,{B08B3914-F0BA-4FCC-862A-BCD8DF7B8018},,0,False,,,,,,,,
2144,"153 ООО ""Нефтеспецтранс""  +",4,{B604E20D-EC6E-4B52-A5EA-DCBA0D6E0589},,0,False,,,,,,,,
2145,"165 ОАО ""Сибнефтепровод""  +",4,{F985AA49-4BAB-4CC4-82EE-7508918FDA48},,0,False,,,,,,,,
2146,"182 ЗАО ""СибЭнергоСтрой"" +",4,{1DCFFE41-13E5-4C65-9E88-EC86DC31FA76},,0,False,,,,,,,,
2148,"198 ООО ""Теплонефть""  +",4,{6D81A943-9787-4ABF-8801-73F6E3332648},,0,False,,,,,,,,
2149,"199 ООО ""АиСС""  +",4,{0BA7BEEA-19DC-40EC-80A6-DC428C96CF61},,0,False,,,,,,,,
2150,223 ЮТЭК Сургутский   +,4,{15923251-F035-4284-BA6A-9BED926E02EC},,0,False,,,,,,,,
2155,СР-9,3,{8069827D-714E-4C17-9C1B-9A4DEF5ABB58},,0,False,,,,,,,,
2158,119А ООО Борец сервис-Нефтеюганск,4,{CF2D64FB-5949-42DD-B455-61F11FA3B068},,0,False,,,,,True,,,
2159,"138 ООО ""Мегион-Сервис""",4,{CCD35792-C2D8-48F2-A246-FE9A0C82A8C6},,0,False,,,,,True,,,
2160,"139 ООО ""МТУ""   +",4,{8F8A8D5F-1766-4DE3-85FE-DB6D458CB931},,0,False,,,,,,,,
2161,"140 ООО ""Мегионское УБР""",4,{7083005D-30E4-42CB-A8FC-2BC7FCE6EEC0},,0,False,,,,,,,,
2162,"152 ООО ""Нефтеспецстрой""   +",4,{E6009ACA-2BEF-485E-956E-D3B16B3E6426},,0,False,,,,,True,,,
2163,"153 ООО ""Нефтеспецтранс""  +",4,{F93D5C87-CB25-4B26-A554-881CAFB31463},,0,False,,,,,True,,,
2165,183 ООО Контакт,4,{0C059BB8-9642-4E04-9878-1791814C5415},,0,False,,,,,True,,,
2167,"394 ООО ""Буровая строительная компания""   ?",4,{D6B7CF49-3FB7-47CF-9E75-8D6F29F27E3E},,0,False,,,,,True,,,
2170,"9 ООО ""НАРС"" +",4,{7680095D-04E2-4EED-9D3A-80BD8F88E748},,0,False,,,,,True,,,
2172,"Сторонние потребители (ОАО ГЭС,ООО МЭН)",3,{D36DA97B-E2AD-4687-9969-1EE3A375C7F6},,0,False,,,,,,,,
2173,"сети ОАО ""ГЭС""",3,{309F0C5E-3C57-4B34-9F6E-2CE9A5ABD96D},,0,False,,,,,,,,
2174,135 Управ-е физ. культ. и спорта- растор. дог. 01.11.2010,4,{285B8091-2015-4515-8632-3BAB243BA24F},,0,False,,,,,,,,
2175,"136 ООО ""МНРС""",4,{C297693F-C803-4ADD-B4D3-155AD6D0A8F1},,0,False,,,,,,,,
2176,"138 ООО ""Мегион-Сервис""",4,{A4436174-1B2B-4B06-B64F-A94A182B32AB},,0,False,,,,,,,,
2177,"139 ООО ""МТУ""",4,{1F3122E7-2DF7-4DE6-96BA-AAEF794C883C},,0,False,,,,,,,,
2178,"194 ОАО ""Уралсвязьинформ""(сот.связь)НЕТ УСЛУГ !",4,{4C6B197D-9FAE-4B42-B0CE-10668574BA63},,0,False,,,,,,,,
