Подразделение,Электроустановка,"СШ, №яч.",Дисп. наименование КТП(Н),section_name,section_tap_num,pad_num,ktpn_num,ktpn_object_type,ktpn_primitiveName,ktpn_node_name
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",СШ 6 кВ №1,7,35,1,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №1"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",СШ 6 кВ №1,7,35,1,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №1"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",СШ 6 кВ №1,7,35,1,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №1"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",СШ 6 кВ №1,7,35,1,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №1"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",СШ 6 кВ №1,7,35,1,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №1"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",СШ 6 кВ №1,7,35,1,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №1"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",СШ 6 кВ №1,7,35,1,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №1"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",СШ 6 кВ №1,7,35,1,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №1"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",СШ 6 кВ №1,7,35,1,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №1"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",СШ 6 кВ №1,7,35,1,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №1"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",СШ 6 кВ №2,16,35,2,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №2"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",СШ 6 кВ №2,16,35,2,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №2"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",СШ 6 кВ №2,16,35,2,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №2"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",СШ 6 кВ №2,16,35,2,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №2"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",СШ 6 кВ №2,16,35,2,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №2"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",СШ 6 кВ №2,16,35,2,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №2"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",СШ 6 кВ №2,16,35,2,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №2"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",СШ 6 кВ №2,16,35,2,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №2"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",СШ 6 кВ №2,16,35,2,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №2"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",СШ 6 кВ №2,16,35,2,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №2"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",СШ 6 кВ №2,16,35,2,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №2"
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",СШ 6 кВ №2,16,35,2,КТПН,eeKTPN," К-35 КТПН 6/0,4 кВ 1000 кВА №2"
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",СШ 6 кВ №2,18,,,КТП,eeKTPN," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т"
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",СШ 6 кВ №2,18,,,КТП,eeKTPN," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т"
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",СШ 6 кВ №2,18,,,КТП,eeKTPN," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т"
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",СШ 6 кВ №2,18,,,КТП,eeKTPN," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т"
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",СШ 6 кВ №2,18,,,КТП,eeKTPN," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т"
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",СШ 6 кВ №2,18,,,КТП,eeKTPN," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т"
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",СШ 6 кВ №2,18,,,КТП,eeKTPN," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т"
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",СШ 6 кВ №2,18,,,КТП,eeKTPN," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т"
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",СШ 6 кВ №2,2,11,2,КТПН,eeKTPN," КТПН 6/0,4 кВ  1000кВА №2 КП-11."
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",СШ 6 кВ №2,2,11,2,КТПН,eeKTPN," КТПН 6/0,4 кВ  1000кВА №2 КП-11."
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",СШ 6 кВ №2,2,11,2,КТПН,eeKTPN," КТПН 6/0,4 кВ  1000кВА №2 КП-11."
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",СШ 6 кВ №2,2,11,2,КТПН,eeKTPN," КТПН 6/0,4 кВ  1000кВА №2 КП-11."
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",СШ 6 кВ №2,2,11,2,КТПН,eeKTPN," КТПН 6/0,4 кВ  1000кВА №2 КП-11."
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",СШ 6 кВ №2,2,11,2,КТПН,eeKTPN," КТПН 6/0,4 кВ  1000кВА №2 КП-11."
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",СШ 6 кВ №2,2,11,2,КТПН,eeKTPN," КТПН 6/0,4 кВ  1000кВА №2 КП-11."
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",СШ 6 кВ №2,2,11,2,КТПН,eeKTPN," КТПН 6/0,4 кВ  1000кВА №2 КП-11."
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",СШ 6 кВ №2,2,11,2,КТПН,eeKTPN," КТПН 6/0,4 кВ  1000кВА №2 КП-11."
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",СШ 6 кВ №2,2,11,2,КТПН,eeKTPN," КТПН 6/0,4 кВ  1000кВА №2 КП-11."
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",СШ 6 кВ №2,2,11,2,КТПН,eeKTPN," КТПН 6/0,4 кВ  1000кВА №2 КП-11."
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",СШ 6 кВ №2,2,11,2,КТПН,eeKTPN," КТПН 6/0,4 кВ  1000кВА №2 КП-11."
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",СШ 6 кВ №2,12,,,КТПН,eeKTPN," КТПН 6/0,4 кВ ДНС-1"
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",СШ 6 кВ №2,12,,,КТПН,eeKTPN," КТПН 6/0,4 кВ ДНС-1"
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",СШ 6 кВ №2,12,,,КТПН,eeKTPN," КТПН 6/0,4 кВ ДНС-1"
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",СШ 6 кВ №2,12,,,КТПН,eeKTPN," КТПН 6/0,4 кВ ДНС-1"
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",СШ 6 кВ №2,12,,,КТПН,eeKTPN," КТПН 6/0,4 кВ ДНС-1"
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",СШ 6 кВ №2,12,,,КТПН,eeKTPN," КТПН 6/0,4 кВ ДНС-1"
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",СШ 6 кВ №2,12,,,КТПН,eeKTPN," КТПН 6/0,4 кВ ДНС-1"
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",СШ 6 кВ №2,12,,,КТПН,eeKTPN," КТПН 6/0,4 кВ ДНС-1"
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",СШ 6 кВ №2,12,,,КТПН,eeKTPN," КТПН 6/0,4 кВ ДНС-1"
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",СШ 6 кВ №2,12,,,КТПН,eeKTPN," КТПН 6/0,4 кВ ДНС-1"
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",СШ 6 кВ №2,12,,,КТПН,eeKTPN," КТПН 6/0,4 кВ ДНС-1"
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",СШ 6 кВ №2,12,,,КТПН,eeKTPN," КТПН 6/0,4 кВ ДНС-1"
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",СШ 6 кВ №2,12,,,КТПН,eeKTPN," КТПН 6/0,4 кВ ДНС-1"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",СШ 6 кВ №2,21,40,2,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №2 КП-40"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",СШ 6 кВ №2,21,40,2,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №2 КП-40"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",СШ 6 кВ №2,21,40,2,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №2 КП-40"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",СШ 6 кВ №2,21,40,2,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №2 КП-40"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",СШ 6 кВ №2,21,40,2,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №2 КП-40"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",СШ 6 кВ №2,21,40,2,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №2 КП-40"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",СШ 6 кВ №2,21,40,2,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №2 КП-40"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",СШ 6 кВ №2,21,40,2,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №2 КП-40"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",СШ 6 кВ №2,21,40,2,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №2 КП-40"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",СШ 6 кВ №2,21,40,2,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №2 КП-40"
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",,,38,3,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №3 КП-38"
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",,,38,3,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №3 КП-38"
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",,,38,3,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №3 КП-38"
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",,,38,3,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №3 КП-38"
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",,,38,3,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №3 КП-38"
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",,,38,3,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №3 КП-38"
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",,,38,3,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №3 КП-38"
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",,,38,3,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №3 КП-38"
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",,,38,3,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №3 КП-38"
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",,,38,3,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №3 КП-38"
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",,,38,3,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА №3 КП-38"
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",,,13,,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА КП-13"
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",,,13,,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА КП-13"
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",,,13,,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА КП-13"
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",,,13,,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА КП-13"
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",,,13,,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА КП-13"
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",,,13,,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА КП-13"
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",,,13,,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА КП-13"
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",,,13,,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА КП-13"
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",,,13,,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА КП-13"
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",,,13,,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА КП-13"
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",,,13,,КТПН,eeKTPN," КТПН 6/0,4кВ 1000 кВА КП-13"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",СШ 6 кВ №2,18,45,1,КТПН,eeKTPN," КТПН 6/0,4кВ 1000кВА  №1 КП-45"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",СШ 6 кВ №2,18,45,1,КТПН,eeKTPN," КТПН 6/0,4кВ 1000кВА  №1 КП-45"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",СШ 6 кВ №2,18,45,1,КТПН,eeKTPN," КТПН 6/0,4кВ 1000кВА  №1 КП-45"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",СШ 6 кВ №2,18,45,1,КТПН,eeKTPN," КТПН 6/0,4кВ 1000кВА  №1 КП-45"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",СШ 6 кВ №2,18,45,1,КТПН,eeKTPN," КТПН 6/0,4кВ 1000кВА  №1 КП-45"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",СШ 6 кВ №2,18,45,1,КТПН,eeKTPN," КТПН 6/0,4кВ 1000кВА  №1 КП-45"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",СШ 6 кВ №2,18,45,1,КТПН,eeKTPN," КТПН 6/0,4кВ 1000кВА  №1 КП-45"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",СШ 6 кВ №2,18,45,1,КТПН,eeKTPN," КТПН 6/0,4кВ 1000кВА  №1 КП-45"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",СШ 6 кВ №2,18,45,1,КТПН,eeKTPN," КТПН 6/0,4кВ 1000кВА  №1 КП-45"
