Подразделение,Электроустановка,"СШ, №яч.",Дисп. наименование КТП(Н),padNum,object_type,primitiveName,node_name,padNum,object_type,primitiveName,node_name
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13,"КТПН 6/0,4кВ 630кВА  №3 К-31",К-31,КТПН,eeKTPN,КТПН 3,К-31,КТПН,eeKTPN,КТПН 3
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13,"КТПН 6/0,4кВ 630кВА  №4 К-31",К-31,КТПН,eeKTPN,КТПН 4,К-31,КТПН,eeKTPN,КТПН 4
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13,"КТПН 6/0,4кВ 630кВА  №5 К-31",К-31,КТПН,eeKTPN,КТПН 5,К-31,КТПН,eeKTPN,КТПН 5
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13,"КТПН 6/0,4кВ 630кВА №1 К-31",К-31,КТПН,eeKTPN,КТПН 1,К-31,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ  630кВА №1 К-41",К-41,КТПН,eeKTPN,КТПН 1,К-41,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ  630кВА №2 К-41",К-41,КТПН,eeKTPN,КТПН 2,К-41,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2,"КТПН 6/0,4 кВ 630кВА №1 КП-33бис",КП-33бис,КТПН,eeKTPN,КТПН 1,КП-33бис,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2,"КТПН 6/0,4 кВ 630кВа №2 КП-32бис.",КП-32бис.,КТПН,eeKTPN,КТПН 2,КП-32бис.,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2,"КТПН 6/0,4кВ 400кВА №2 К-32",К-32,КТПН,eeKTPN,КТПН 2,К-32,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2,"КТПН 6/0,4кВ 630кВА №1 К-32",К-32,КТПН,eeKTPN,КТПН 1,К-32,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2,"КТПН 6/0,4кВ 630кВА №3 К-32",К-32,КТПН,eeKTPN,КТПН 3,К-32,КТПН,eeKTPN,КТПН 3
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2,"КТПН 6/0,4кВ 630кВА №4 К-32",К-32,КТПН,eeKTPN,КТПН 4,К-32,КТПН,eeKTPN,КТПН 4
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №1 К-49бис",К-49бис,КТПН,eeKTPN,КТПН 1,К-49бис,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-49",К-49,КТПН,eeKTPN,КТПН 2,К-49,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-57",К-57,КТПН,eeKTPN,КТПН 2,К-57,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-57бис",К-57бис,КТПН,eeKTPN,КТПН 2,К-57бис,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №1 К-49",К-49,КТПН,eeKTPN,КТПН 1,К-49,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №1 К-57",К-57,КТПН,eeKTPN,КТПН 1,К-57,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",К-49бис,КТПН,eeKTPN,КТПН 2,К-49бис,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №3 К-49бис",К-49бис,КТПН,eeKTPN,КТПН 3,К-49бис,КТПН,eeKTPN,КТПН 3
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",К-57бис,КТПН,eeKTPN,КТПН 1,К-57бис,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13,"КТПН 6/0,4кВ 1000кВА №2 К-31",К-31,КТПН,eeKTPN,КТПН 2,К-31,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13,"КТПН 6/0,4кВ 630кВА  №3 К-31",К-31,КТПН,eeKTPN,КТПН 3,К-31,КТПН,eeKTPN,КТПН 3
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13,"КТПН 6/0,4кВ 630кВА  №4 К-31",К-31,КТПН,eeKTPN,КТПН 4,К-31,КТПН,eeKTPN,КТПН 4
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13,"КТПН 6/0,4кВ 630кВА  №5 К-31",К-31,КТПН,eeKTPN,КТПН 5,К-31,КТПН,eeKTPN,КТПН 5
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13,"КТПН 6/0,4кВ 630кВА №1 К-31",К-31,КТПН,eeKTPN,КТПН 1,К-31,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ  630кВА №1 К-41",К-41,КТПН,eeKTPN,КТПН 1,К-41,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ  630кВА №2 К-41",К-41,КТПН,eeKTPN,КТПН 2,К-41,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2,"КТПН 6/0,4 кВ 630кВА №1 КП-33бис",КП-33бис,КТПН,eeKTPN,КТПН 1,КП-33бис,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2,"КТПН 6/0,4 кВ 630кВа №2 КП-32бис.",КП-32бис.,КТПН,eeKTPN,КТПН 2,КП-32бис.,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2,"КТПН 6/0,4кВ 400кВА №2 К-32",К-32,КТПН,eeKTPN,КТПН 2,К-32,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2,"КТПН 6/0,4кВ 630кВА №1 К-32",К-32,КТПН,eeKTPN,КТПН 1,К-32,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2,"КТПН 6/0,4кВ 630кВА №3 К-32",К-32,КТПН,eeKTPN,КТПН 3,К-32,КТПН,eeKTPN,КТПН 3
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2,"КТПН 6/0,4кВ 630кВА №4 К-32",К-32,КТПН,eeKTPN,КТПН 4,К-32,КТПН,eeKTPN,КТПН 4
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №1 К-49бис",К-49бис,КТПН,eeKTPN,КТПН 1,К-49бис,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-49",К-49,КТПН,eeKTPN,КТПН 2,К-49,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-57",К-57,КТПН,eeKTPN,КТПН 2,К-57,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.21,"КТПН 6/0,4кВ 1000кВА №2 К-57бис",К-57бис,КТПН,eeKTPN,КТПН 2,К-57бис,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №1 К-49",К-49,КТПН,eeKTPN,КТПН 1,К-49,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №1 К-57",К-57,КТПН,eeKTPN,КТПН 1,К-57,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №2 К-49бис",К-49бис,КТПН,eeKTPN,КТПН 2,К-49бис,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 1000кВА №3 К-49бис",К-49бис,КТПН,eeKTPN,КТПН 3,К-49бис,КТПН,eeKTPN,КТПН 3
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",К-57бис,КТПН,eeKTPN,КТПН 1,К-57бис,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 1000кВА №2 К-59",К-59,КТПН,eeKTPN,КТПН 2,К-59,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №1 К-56",К-56,КТПН,eeKTPN,КТПН 1,К-56,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №2 К-56",К-56,КТПН,eeKTPN,КТПН 2,К-56,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №2 К-75",К-75,КТПН,eeKTPN,КТПН 2,К-75,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №1 К-54",К-54,КТПН,eeKTPN,КТПН 1,К-54,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-51",К-51,КТПН,eeKTPN,КТПН 2,К-51,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-54",К-54,КТПН,eeKTPN,КТПН 2,К-54,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ  1000 кВА №2 К-62бис",К-62бис,КТПН,eeKTPN,КТПН 2,К-62бис,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №1 КП-63",КП-63,КТПН,eeKTPN,КТПН 1,КП-63,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 1000кВА №2 КП-63",КП-63,КТПН,eeKTPN,КТПН 2,КП-63,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 630кВА №1 КП-68",КП-68,КТПН,eeKTPN,КТПН 1,КП-68,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4 кВ 630кВА №2 КП-68",КП-68,КТПН,eeKTPN,КТПН 2,КП-68,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №1 К-62",К-62,КТПН,eeKTPN,КТПН 1,К-62,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №2 К-62",К-62,КТПН,eeKTPN,КТПН 2,К-62,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 630 кВА №1 КП-62бис",КП-62бис,КТПН,eeKTPN,КТПН 1,КП-62бис,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №1 К-69",К-69,КТПН,eeKTPN,КТПН 1,К-69,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №2 К-69",К-69,КТПН,eeKTPN,КТПН 2,К-69,КТПН,eeKTPN,КТПН 2
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-51",К-51,КТПН,eeKTPN,КТПН 1,К-51,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-61",К-61,КТПН,eeKTPN,КТПН 1,К-61,КТПН,eeKTPN,КТПН 1
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №2 К-61",К-61,КТПН,eeKTPN,КТПН 2,К-61,КТПН,eeKTPN,КТПН 2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.17," КТПН 6/0,4кВ 250кВА №1 Котельная",,КТПН,eeKTPN," КТПН 6/0,4кВ 250кВА №1 Котельная",,КТПН,eeKTPN," КТПН 6/0,4кВ 250кВА №1 Котельная"
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 1000 кВА №1 К-19",К-19,КТПН,eeKTPN,КТПН 1,К-19,КТПН,eeKTPN,КТПН 1
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 630кВА №2 К-19",К-19,КТПН,eeKTPN,КТПН 2,К-19,КТПН,eeKTPN,КТПН 2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА ДНС-2",,КТПН,eeKTPN,"КТПН 6/0,4кВ 630кВА ДНС-2",,КТПН,eeKTPN,"КТПН 6/0,4кВ 630кВА ДНС-2"
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №2 К-86",К-86,КТПН,eeKTPN,КТПН 2,К-86,КТПН,eeKTPN,КТПН 2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"БКТП 6/0,4 кВ 2х630кВА ОБП-2 2Т",,БКТП,eeKTPN,"БКТП 6/0,4 кВ 2х630кВА ОБП-2 2Т",,БКТП,eeKTPN,"БКТП 6/0,4 кВ 2х630кВА ОБП-2 2Т"
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 25 кВА Вертодром",,КТПН,eeKTPN,"КТПН 6/0,4 кВ 25 кВА Вертодром",,КТПН,eeKTPN,"КТПН 6/0,4 кВ 25 кВА Вертодром"
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 630 кВА №1 К-94 ",К-94,КТПН,eeKTPN,КТПН 1,К-94,КТПН,eeKTPN,КТПН 1
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 1000кВА №1 К-8",К-8,КТПН,eeKTPN,КТПН 1,К-8,КТПН,eeKTPN,КТПН 1
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА Столовая",,КТПН,eeKTPN,"КТПН 6/0,4кВ 630кВА Столовая",,КТПН,eeKTPN,"КТПН 6/0,4кВ 630кВА Столовая"
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-94",К-94,КТПН,eeKTPN,КТПН 2,К-94,КТПН,eeKTPN,КТПН 2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.7,"БКТП 6/0,4 кВ  2х1000 кВА ДНС-2  1Т",,БКТП,eeKTPN,"БКТП 6/0,4 кВ  2х1000 кВА ДНС-2  1Т",,БКТП,eeKTPN,"БКТП 6/0,4 кВ  2х1000 кВА ДНС-2  1Т"
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 250кВА №2 Котельная",,КТПН,eeKTPN," КТПН 6/0,4кВ 250кВА №2 Котельная",,КТПН,eeKTPN," КТПН 6/0,4кВ 250кВА №2 Котельная"
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.2,"КТПН 6/0,4кВ 400кВА №1 К-6бис",К-6бис,КТПН,eeKTPN,КТПН 1,К-6бис,КТПН,eeKTPN,КТПН 1
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.2,"КТПН 6/0,4кВ 400кВА №2 К-6бис",К-6бис,КТПН,eeKTPN,КТПН 2,К-6бис,КТПН,eeKTPN,КТПН 2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.4,"КТПН 6/0,4 кВ 630 кВА №2 К-10",К-10,КТПН,eeKTPN,КТПН 2,К-10,КТПН,eeKTPN,КТПН 2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.4,"КТПН 6/0,4кВ 1000кВА №1 К-10",К-10,КТПН,eeKTPN,КТПН 1,К-10,КТПН,eeKTPN,КТПН 1
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.4,"КТПН 6/0,4кВ 630кВА №1 К-86",К-86,КТПН,eeKTPN,КТПН 1,К-86,КТПН,eeKTPN,КТПН 1
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.8,"БКТП 6/0,4 кВ  2х1000 кВА ДНС-2  2Т",,БКТП,eeKTPN,"БКТП 6/0,4 кВ  2х1000 кВА ДНС-2  2Т",,БКТП,eeKTPN,"БКТП 6/0,4 кВ  2х1000 кВА ДНС-2  2Т"
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 1000кВА №2 К-6",К-6,КТПН,eeKTPN,КТПН 2,К-6,КТПН,eeKTPN,КТПН 2
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №1 К-6",К-6,КТПН,eeKTPN,КТПН 1,К-6,КТПН,eeKTPN,КТПН 1
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №3 К-6",К-6,КТПН,eeKTPN,КТПН 3,К-6,КТПН,eeKTPN,КТПН 3
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №6 К-6",К-6,КТПН,eeKTPN,КТПН 6,К-6,КТПН,eeKTPN,КТПН 6
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №1 яч.7,"БКТП 6/0,4кВ КНС-2 1Т",,БКТП,eeKTPN,"БКТП 6/0,4кВ КНС-2 1Т",,БКТП,eeKTPN,"БКТП 6/0,4кВ КНС-2 1Т"
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.8,"БКТП 6/0,4кВ КНС-2 2Т",,БКТП,eeKTPN,"БКТП 6/0,4кВ КНС-2 2Т",,БКТП,eeKTPN,"БКТП 6/0,4кВ КНС-2 2Т"
