Подразделение,Электроустановка,"СШ, №яч.",Дисп. наименование КТП(Н),"S, кВА","I ном., А",№ авт. (тип),"I ном.авт., А","Тип блока защит АВ-0,4кВ","Прогрузка АВ-0,4кВ",Уставка МТЗ,Уставка МТО,Диап. рег. уст. МТЗ,Диап. рег. уст. МТО,Потребитель,"ЭЦН, ШГН","Р факт., кВт",Состояние,"I факт., А","Загр. КТПН, %","U факт. КТПН, В",ПБВ Кол-во,ПБВ Полож.,Дата замера,"U на СУ, В",Селективность действия защит,"Qжидк., куб.м./с","Qн., тонн","Время АПВ, мин.",Рем. № КТПН
с/р №3,"ПС 35/6 кВ №185, ТР-р 35/6 кВ № 2 (; ПБВ; 0)",СШ 6 кВ №2 яч. 16,"КТПН 6/0,4 кВ 1000кВА №3 КП-3С",1000,1445.1,10(ВА57-35),16.0,,,0.0,0.0,,,БНДР-1061,,0.0,,0.0,50.0,360.0,0,0,2022-08-08,0.0,,0.0,0.0,0.0,65/15
с/р №4,"ПС 35/6 кВ КНС-3, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 1000кВА №4 КП-169",1000,1445.1,0(LBA-16S-3PC),1600.0,,2014,1.0,3.0,,,Вводной автомат,,0.0,,1031.0,71.0,390.0,0,0,2022-08-09,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ КНС-3, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 1000кВА №4 КП-169",1000,1445.1,1(ВА 5541),1000.0,,2014,5.0,8.0,,,0,,0.0,,280.0,71.0,390.0,0,0,2022-08-09,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ КНС-3, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 1000кВА №4 КП-169",1000,1445.1,2(TS 630N),630.0,,2014,0.0,0.0,,,4722,,0.0,,280.0,71.0,390.0,0,0,2022-08-09,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ КНС-3, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 1000кВА №4 КП-169",1000,1445.1,3(TS 400N),400.0,,2014,1.0,10.0,,,3695,,0.0,,184.0,71.0,390.0,0,0,2022-08-09,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ КНС-3, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 1000кВА №4 КП-169",1000,1445.1,4(TS 400N),400.0,,2014,1.0,10.0,,,4723,,0.0,,229.0,71.0,390.0,0,0,2022-08-09,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ КНС-3, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 1000кВА №4 КП-169",1000,1445.1,5(TS 250N),250.0,,2014,1.0,10.0,,,,,0.0,,0.0,71.0,390.0,0,0,2022-08-09,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ КНС-3, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 1000кВА №4 КП-169",1000,1445.1,6(TS 250N),250.0,,2014,1.0,10.0,,,4716,,0.0,Запущен,58.0,71.0,390.0,0,0,2022-08-09,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ КНС-3, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 1000кВА №4 КП-169",1000,1445.1,7(TS 160N),160.0,,2014,1.0,10.0,,,,,0.0,,0.0,71.0,390.0,0,0,2022-08-09,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ КНС-3, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 1000кВА №4 КП-169",1000,1445.1,8(TD 63N),50.0,,2014,0.0,0.0,,,ПРС,,0.0,,0.0,71.0,390.0,0,0,2022-08-09,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ КНС-3, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 1000кВА №4 КП-169",1000,1445.1,9(TS 630FTU),630.0,,2014,0.0,0.0,,,БСК,,0.0,,0.0,71.0,390.0,0,0,2022-08-09,0.0,,0.0,0.0,0.0,
с/р №3,"ПС 35/6 кВ Куст-1, ТР-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7,"КТПН 6/0,4 кВ 160 кВА №1 Р-1192",160,231.2,0(ВА 52-35),0.0,,,0.0,0.0,,,,,0.0,,59.0,25.0,389.0,5,2,2022-08-02,0.0,,0.0,0.0,0.0,
с/р №3,"ПС 35/6 кВ Куст-1, ТР-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7,"КТПН 6/0,4 кВ 160 кВА №1 Р-1192",160,231.2,1(ВА 52-35),63.0,,,0.0,0.0,,,КРС/ПРС,,0.0,,0.0,25.0,389.0,5,2,2022-08-02,0.0,,0.0,0.0,0.0,
с/р №3,"ПС 35/6 кВ Куст-1, ТР-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7,"КТПН 6/0,4 кВ 160 кВА №1 Р-1192",160,231.2,2(ВА 52-35),100.0,,,0.0,0.0,,,УДР,,0.0,,1.0,25.0,389.0,5,2,2022-08-02,0.0,,0.0,0.0,0.0,
с/р №3,"ПС 35/6 кВ Куст-1, ТР-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7,"КТПН 6/0,4 кВ 160 кВА №1 Р-1192",160,231.2,3(ВА 52-35),100.0,,,0.0,0.0,,,,,0.0,,0.0,25.0,389.0,5,2,2022-08-02,0.0,,0.0,0.0,0.0,
с/р №3,"ПС 35/6 кВ Куст-1, ТР-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7,"КТПН 6/0,4 кВ 160 кВА №1 Р-1192",160,231.2,4(ВА 52-35),250.0,,,0.0,0.0,,,скв.1192,,0.0,,58.0,25.0,389.0,5,2,2022-08-02,0.0,,0.0,0.0,0.0,
с/р №3,"ПС 35/6 кВ Куст-1, ТР-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7,"КТПН 6/0,4 кВ 160 кВА №1 Р-1192",160,231.2,5(ВА 52-35),40.0,,,0.0,0.0,,,КИП,,0.0,,1.0,25.0,389.0,5,2,2022-08-02,0.0,,0.0,0.0,0.0,
с/р №3,"ПС 35/6 кВ Куст-1, ТР-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7,"КТПН 6/0,4 кВ 160 кВА №1 Р-1192",160,231.2,6(ВА 52-35),160.0,,,0.0,0.0,,,,,0.0,,0.0,25.0,389.0,5,2,2022-08-02,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ Куст-93, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 160 кВА Р-823",160,231.2,0(Рубильник),1000.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,5,3,,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ Куст-93, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 160 кВА Р-823",160,231.2,1(ВА 51-35),320.0,,,,,,,,,0.0,,0.0,0.0,0.0,5,3,,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ Куст-93, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 160 кВА Р-823",160,231.2,2(ВА 51-35),200.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,5,3,,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ Куст-93, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 160 кВА Р-823",160,231.2,3(ВА 51-35),200.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,5,3,,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ Куст-93, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 160 кВА Р-823",160,231.2,4(ВА 51-35),160.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,5,3,,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ Куст-93, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4 кВ 160 кВА Р-823",160,231.2,5(ВА 51-35),160.0,,,,,,,,,0.0,,0.0,0.0,0.0,5,3,,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ Куст-124, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч.16,"КТПН 6/0,4 кВ 160кВА База с/р-4",160,231.2,1(ВА 5135),320.0,,,0.0,0.0,,,Ввод-1 АБК,,0.0,,2.0,,0.0,0,0,,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ Куст-124, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч.16,"КТПН 6/0,4 кВ 160кВА База с/р-4",160,231.2,2(ВА 5135),200.0,,,0.0,0.0,,,Ввод-2 АБК,,0.0,,5.0,,0.0,0,0,,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ Куст-124, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч.16,"КТПН 6/0,4 кВ 160кВА База с/р-4",160,231.2,3(ВА 5135),200.0,,,0.0,0.0,,,Мастерская,,0.0,,0.0,,0.0,0,0,,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ Куст-124, Тр-р 35/6 кВ №2 (; ; 0)",СШ 6 кВ №2 яч.16,"КТПН 6/0,4 кВ 160кВА База с/р-4",160,231.2,4(ВА 5135),100.0,,,0.0,0.0,,,"Пост СБ, Пр. мачты",,0.0,,2.0,,0.0,0,0,,0.0,,0.0,0.0,0.0,
с/р №3,"ПС 35/6 кВ №185, ТР-р 35/6 кВ № 2 (; ПБВ; 0)",СШ 6 кВ №2 яч. 16,"КТПН 6/0,4 кВ 160кВА Р-23",160,231.2,0(ВА52-37),320.0,,,0.0,0.0,,,Вводной автомат,,0.0,,0.0,0.0,382.0,0,0,2022-08-01,0.0,,0.0,0.0,0.0,63-14
с/р №3,"ПС 35/6 кВ №185, ТР-р 35/6 кВ № 2 (; ПБВ; 0)",СШ 6 кВ №2 яч. 16,"КТПН 6/0,4 кВ 160кВА Р-23",160,231.2,1(ВА04-36),80.0,,,0.0,0.0,,,ПРС,,0.0,,0.0,0.0,382.0,0,0,2022-08-01,0.0,,0.0,0.0,0.0,63-14
с/р №3,"ПС 35/6 кВ №185, ТР-р 35/6 кВ № 2 (; ПБВ; 0)",СШ 6 кВ №2 яч. 16,"КТПН 6/0,4 кВ 160кВА Р-23",160,231.2,2(ВА57-Ф35),250.0,,,,,,,резерв,,0.0,,0.0,0.0,382.0,0,0,2022-08-01,0.0,,0.0,0.0,0.0,63-14
с/р №3,"ПС 35/6 кВ №185, ТР-р 35/6 кВ № 2 (; ПБВ; 0)",СШ 6 кВ №2 яч. 16,"КТПН 6/0,4 кВ 160кВА Р-23",160,231.2,3(ВА57-Ф35),160.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,382.0,0,0,2022-08-01,0.0,,0.0,0.0,0.0,63-14
с/р №3,"ПС 35/6 кВ №185, ТР-р 35/6 кВ № 2 (; ПБВ; 0)",СШ 6 кВ №2 яч. 16,"КТПН 6/0,4 кВ 160кВА Р-23",160,231.2,4(ВА57-35),125.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,382.0,0,0,2022-08-01,0.0,,0.0,0.0,0.0,63-14
с/р №3,"ПС 35/6 кВ №185, ТР-р 35/6 кВ № 2 (; ПБВ; 0)",СШ 6 кВ №2 яч. 16,"КТПН 6/0,4 кВ 160кВА Р-23",160,231.2,5(ВА57-35),100.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,382.0,0,0,2022-08-01,0.0,,0.0,0.0,0.0,63-14
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№1 Жил.пос.",630,910.4,0(ВА55-41),1000.0,,,0.0,0.0,,,Вводной автомат,,0.0,,0.0,17.0,392.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№1 Жил.пос.",630,910.4,1(ВА57-35),250.0,,,,,,,резерв,,0.0,,0.0,17.0,392.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№1 Жил.пос.",630,910.4,2(ВА57-35),250.0,,,,,,,резерв,,0.0,,0.0,17.0,392.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№1 Жил.пос.",630,910.4,3(ВА57-35),400.0,,,,,,,резерв,,0.0,,0.0,17.0,392.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№1 Жил.пос.",630,910.4,4(ВА57-35),400.0,,,,,,,ПНСВвод-2,,120.0,,0.0,17.0,392.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№1 Жил.пос.",630,910.4,5(ВА57-35),400.0,,,,,,,СтоловаяВвод1,,70.0,,60.0,17.0,392.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№1 Жил.пос.",630,910.4,6(ВА57-35),250.0,,,,,,,резерв,,0.0,,0.0,17.0,392.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№1 Жил.пос.",630,910.4,7(ВА57-35),250.0,,,,,,,резерв,,0.0,,0.0,17.0,392.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№1 Жил.пос.",630,910.4,8(ВА57-35),400.0,,,,,,,ПР-1,,50.0,,48.0,17.0,392.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№1 Жил.пос.",630,910.4,9(ВА57-35),400.0,,,,,,,Общ1Ввод1,,50.0,,4.0,17.0,392.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№1 Жил.пос.",630,910.4,10(ВА57-35),320.0,,,,,,,резерв,,0.0,,0.0,17.0,392.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№1 Жил.пос.",630,910.4,11(ВА57-35),320.0,,,,,,,Общ2Ввод1,,50.0,,17.0,17.0,392.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№1 Жил.пос.",630,910.4,12(ВА57-35),250.0,,,,,,,резерв,,0.0,,0.0,17.0,392.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№1 Жил.пос.",630,910.4,13(ВА57-35),250.0,,,,,,,ПостСБ,,10.0,,27.0,17.0,392.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№1 Жил.пос.",630,910.4,14(ВА57-35),200.0,,,,,,,БСК,,160.0,,0.0,17.0,392.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,0(ВА53-41),1000.0,,,0.0,0.0,,,Вводной автомат,,0.0,,0.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,1(ВА57-37),250.0,,,,,,,резерв,,0.0,,0.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,2(ВА57-37),250.0,,,,,,,Сауна,,25.0,,28.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,3(ВА57-37),250.0,,,,,,,резерв,,0.0,,0.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,4(ВА57-37),400.0,,,,,,,резерв,,0.0,,0.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,5(ВА57-37),400.0,,,,,,,ПНСВвод1,,120.0,,3.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,6(ВА57-37),400.0,,,,,,,резерв,,0.0,,0.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,7(ВА57-37),250.0,,,,,,,ПР-4,,20.0,,53.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,8(ВА57-37),250.0,,,,,,,ПР_3,,40.0,,54.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,9(ВА57-37),400.0,,,,,,,резерв,,0.0,,0.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,10(ВА57-37),400.0,,,,,,,ПР-2,,30.0,,3.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,11(ВА57-37),320.0,,,,,,,резерв,,0.0,,0.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,12(ВА57-37),320.0,,,,,,,Общ2Ввод2,,50.0,,0.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,13(ВА57-37),250.0,,,,,,,резерв,,0.0,,0.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,14(ВА57-37),250.0,,,,,,,резерв,,0.0,,0.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №11,"ПС 35/6 кВ Ачимовская-1, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4 кВ 2*630 кВА,№2 Жил.пос.",630,910.4,15(ВА57-37),200.0,,,,,,,БСК,,0.0,,0.0,15.0,393.0,5,3,2022-05-06,0.0,,0.0,0.0,0.0,0
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 25 кВА Вертодром",25,36.1,0(Рубильник),250.0,,,0.0,0.0,,,Вводной автомат,,0.0,,1.0,2.0,390.0,3,1,2022-09-05,0.0,,0.0,0.0,0.0,
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 25 кВА Вертодром",25,36.1,2(ВА57-35),40.0,,,,,,,резерв,,0.0,,0.0,2.0,390.0,3,1,2022-09-05,0.0,,0.0,0.0,0.0,
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 25 кВА Вертодром",25,36.1,3(ВА57-35),100.0,,,0.0,0.0,,,резерв,,0.0,,0.0,2.0,390.0,3,1,2022-09-05,0.0,,0.0,0.0,0.0,
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.5,"КТПН 6/0,4 кВ 25 кВА Вертодром",25,36.1,4(ВА57-35),100.0,,,0.0,0.0,,,Вертолетн,,0.0,Запущен,1.0,2.0,390.0,3,1,2022-09-05,0.0,,0.0,0.0,0.0,
с/р №8,РУ 6 кВ Кетовское,СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 250 кВА №1 Поселок ",250,361.3,0(EZC 400),400.0,,,0.0,0.0,,,,,0.0,,4.0,1.0,398.0,0,0,2022-10-23,0.0,,0.0,0.0,0.0,
с/р №8,РУ 6 кВ Кетовское,СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 250 кВА №1 Поселок ",250,361.3,1(EZC 400),400.0,,,0.0,0.0,,,"РЩ-0,4кВ №2 поселок",,0.0,,4.0,1.0,398.0,0,0,2022-10-23,0.0,,0.0,0.0,0.0,
с/р №8,РУ 6 кВ Кетовское,СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 250 кВА №1 Поселок ",250,361.3,2(EZC 400),400.0,,,0.0,0.0,,,резерв,,0.0,,0.0,1.0,398.0,0,0,2022-10-23,0.0,,0.0,0.0,0.0,
с/р №8,РУ 6 кВ Кетовское,СШ 6 кВ №1 яч.3,"КТПН 6/0,4 кВ 250 кВА №1 Поселок ",250,361.3,3(CVS 400),400.0,,,0.0,0.0,,,Пожнасосная ввод-2,,0.0,,0.0,1.0,398.0,0,0,2022-10-23,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ ДНС-2, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.4,"КТПН 6/0,4 кВ 2500кВА №1 КП-8",250,361.3,1(WIS),0.0,,,0.0,0.0,,,"ввод-0,4кВ",,0.0,,60.0,73.7699966430664,405.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,125-99
с/р №4,"ПС 35/6 кВ Куст-124, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.7,"КТПН 6/0,4 кВ 2500кВА Р-120",250,361.3,1(ВА 57-35),250.0,,,,,,,,,0.0,,0.0,,0.0,0,0,,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ Куст-124, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.7,"КТПН 6/0,4 кВ 2500кВА Р-120",250,361.3,2(ВА 57-35),100.0,,,,,,,ПРС,,0.0,,0.0,,0.0,0,0,,0.0,,0.0,0.0,0.0,
с/р №4,"ПС 35/6 кВ Куст-28, Тр-р 35/6 кВ №1 (; ; 0)",СШ 6 кВ №1 яч.6,"КТПН 6/0,4 кВ 250кВА ""ЭКБ обогрев""",250,361.3,0(Рубильник),600.0,,,0.0,0.0,,,Ввод,,0.0,,217.0,,0.0,0,0,,0.0,,0.0,0.0,0.0,
