Подразделение,Электроустановка,"СШ, №яч.",Дисп. наименование КТП(Н),"S, кВА","I ном., А",№ авт. (тип),"I ном.авт., А","Тип блока защит АВ-0,4кВ","Прогрузка АВ-0,4кВ",Уставка МТЗ,Уставка МТО,Диап. рег. уст. МТЗ,Диап. рег. уст. МТО,Потребитель,"ЭЦН, ШГН","Р факт., кВт",Состояние,"I факт., А","Загр. КТПН, %","U факт. КТПН, В",ПБВ Кол-во,ПБВ Полож.,Дата замера,"U на СУ, В",Селективность действия защит,"Qжидк., куб.м./с","Qн., тонн","Время АПВ, мин.",Рем. № КТПН
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",1000,1445.1,0(ВА-СЭЩ В-АN-16Дз-16Н),1600.0,,2015,0.0,0.0,,,Вводной,,0.0,,198.0,0.0,392.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",1000,1445.1,1(TS630N),630.0,,2015,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,0.0,392.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",1000,1445.1,2(ВА 55-41),1000.0,,2015,0.0,0.0,,,Резерв,,0.0,,0.0,0.0,392.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",1000,1445.1,3(TS630N),630.0,,2015,0.0,0.0,,,854,ЭЦН,0.0,Запущен,0.0,0.0,392.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",1000,1445.1,4(TS400N),400.0,,2015,0.0,0.0,,,853,ЭЦН,32.0,Запущен,102.0,0.0,392.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",1000,1445.1,5(TS400N),400.0,,2015,0.0,0.0,,,850,ЭЦН,40.0,Запущен,0.0,0.0,392.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",1000,1445.1,6(TS250N),250.0,,2015,0.0,0.0,,,856,ЭЦН,0.0,Запущен,95.0,0.0,392.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",1000,1445.1,7(ВА 51-37),630.0,,2015,0.0,0.0,,,резерв,,0.0,,0.0,0.0,392.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",1000,1445.1,8(TS160N),160.0,,2015,0.0,0.0,,,БМА/МП,,0.0,Запущен,1.0,0.0,392.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.7," К-35 КТПН 6/0,4 кВ 1000 кВА №1",1000,1445.1,9(TD100N),63.0,,2015,0.0,0.0,,,ПРС,,0.0,,0.0,0.0,392.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",1000,1445.1,0(AN-16D3-16H),1600.0,,2015,0.0,0.0,,,Вводной,,0.0,,5.0,7.0,390.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",1000,1445.1,1(TS 630N),630.0,,2015,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,7.0,390.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",1000,1445.1,2(ВА 5541),1000.0,,2015,0.0,0.0,,,резерв,,0.0,,0.0,7.0,390.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",1000,1445.1,3(TS 630N),630.0,,2015,0.0,0.0,,,МБУ,,0.0,,0.0,7.0,390.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",1000,1445.1,4(TS 400N),400.0,,2015,0.0,0.0,,,резерв,,0.0,,0.0,7.0,390.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",1000,1445.1,5(TS 400N),400.0,,2015,0.0,0.0,,,резерв,,0.0,,0.0,7.0,390.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",1000,1445.1,6(ВА 5237),400.0,,2015,0.0,0.0,,,резерв,,0.0,,0.0,7.0,390.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",1000,1445.1,7(TS 160N),250.0,,2015,0.0,0.0,,,резерв,,0.0,,0.0,7.0,390.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",1000,1445.1,8(TD 100N),63.0,,2015,0.0,0.0,,,КИП,,0.0,,5.0,7.0,390.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",1000,1445.1,9(TD 100N),63.0,,2015,0.0,0.0,,,ПРС,,0.0,,0.0,7.0,390.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",1000,1445.1,10(),25.0,,,0.0,0.0,,,УДР,,0.0,,0.0,7.0,390.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №7,"ПС 35/6 кВ Куст-78, Тр-р 35/6 кВ №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.16," К-35 КТПН 6/0,4 кВ 1000 кВА №2",1000,1445.1,11(),0.0,,,0.0,0.0,,,0,,0.0,,0.0,7.0,390.0,5,3,2022-06-28,0.0,,0.0,0.0,0.0,
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",630,910.4,0(LBA-16S),0.0,Встроен,12.23.342,0.0,0.0,,,Ввод,,0.0,,13.0,0.0,409.0,5,5,2014-01-26,0.0,,0.0,0.0,0.0,
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",630,910.4,8(TS 250 N),250.0,ыфв,12.23.342,0.0,0.0,,,резерв,,0.0,,0.0,0.0,409.0,5,5,2014-01-26,0.0,,0.0,0.0,0.0,
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",630,910.4,9(TS 250 N),250.0,,,0.0,0.0,,,УКМ-1,,0.0,,0.0,0.0,409.0,5,5,2014-01-26,0.0,,0.0,0.0,0.0,
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",630,910.4,10(TS 250N),250.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,409.0,5,5,2014-01-26,0.0,,0.0,0.0,0.0,
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",630,910.4,11(TS 160 N),80.0,,,0.0,0.0,,,НКУ П-5 КМ-2 резерв,,0.0,,0.0,0.0,409.0,5,5,2014-01-26,0.0,,0.0,0.0,0.0,
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",630,910.4,12(C 60 N),63.0,,,0.0,0.0,,,РЩ СН Ввод-1,,0.0,Запущен,10.0,0.0,409.0,5,5,2014-01-26,0.0,,0.0,0.0,0.0,
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",630,910.4,13(TS 630 N),630.0,,,0.0,0.0,,,НКУ П-3 Ввод-1,,0.0,,3.0,0.0,409.0,5,5,2014-01-26,0.0,,0.0,0.0,0.0,
с/р №3,РУ 6 кВ КНС-2,СШ 6 кВ №2 яч.18," КТП6/0,4кВ 2х630кВА Нефтеслив 1Т",630,910.4,14(TS 630 N),630.0,,,0.0,0.0,,,резерв,,0.0,,0.0,0.0,409.0,5,5,2014-01-26,0.0,,0.0,0.0,0.0,
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",1000,1445.1,0(ВА 5543),1600.0,,,1.0,0.0,0.36-1.1,,"Ввод-0,4кВ",,0.0,,694.0,48.0,385.0,5,3,2022-08-14,0.0,,0.0,0.0,0.0,
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",1000,1445.1,1(ВА55-41),1000.0,,,7.0,0.0,"0,36-1,1",,Скв.1100,,0.0,,110.0,48.0,385.0,5,3,2022-08-14,0.0,,0.0,0.0,0.0,
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",1000,1445.1,2(ВА 5735),250.0,,,1.0,0.0,"0,8-1",,БСК,,0.0,,0.0,48.0,385.0,5,3,2022-08-14,0.0,,0.0,0.0,0.0,
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",1000,1445.1,3(ВА 5735),250.0,,,1.0,0.0,"0,8-1",,Скв.1127,,0.0,,0.0,48.0,385.0,5,3,2022-08-14,0.0,,0.0,0.0,0.0,
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",1000,1445.1,4(CVS-100),160.0,,,100.0,0.0,70-100,,рез,,0.0,,0.0,48.0,385.0,5,3,2022-08-14,0.0,,0.0,0.0,0.0,
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",1000,1445.1,5(ВА 5735),100.0,,,0.0,0.0,,,рез,,0.0,,0.0,48.0,385.0,5,3,2022-08-14,0.0,,0.0,0.0,0.0,
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",1000,1445.1,6(CVS 630),630.0,,,1.0,0.0,"0,8-1",,1102,,0.0,,248.0,48.0,385.0,5,3,2022-08-14,0.0,,0.0,0.0,0.0,
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",1000,1445.1,7(CVS 630),630.0,,,1.0,0.0,"0,8-1",,1120,,0.0,,336.0,48.0,385.0,5,3,2022-08-14,0.0,,0.0,0.0,0.0,
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",1000,1445.1,8(CVS 400),400.0,,,1.0,0.0,"0,8-1",,рез,,0.0,,0.0,48.0,385.0,5,3,2022-08-14,0.0,,0.0,0.0,0.0,
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",1000,1445.1,9(CVS 400),400.0,,,1.0,0.0,"0,8-1",,рез,,0.0,,0.0,48.0,385.0,5,3,2022-08-14,0.0,,0.0,0.0,0.0,
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",1000,1445.1,10(ВА 5735),63.0,,,0.0,0.0,,,рез,,0.0,,0.0,48.0,385.0,5,3,2022-08-14,0.0,,0.0,0.0,0.0,
с/р №3,ЗРУ 6 кВ ДНС-1 Зап.-Усть-Балык.,СШ 6 кВ №2 яч.2 ," КТПН 6/0,4 кВ  1000кВА №2 КП-11.",1000,1445.1,11(ВА 5735),63.0,,,0.0,0.0,,,ШЩ,,0.0,,0.0,48.0,385.0,5,3,2022-08-14,0.0,,0.0,0.0,0.0,
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",400,578,0(ВА 5739),630.0,,,0.0,0.0,,,Ввод,,0.0,,12.0,2.0,403.0,5,2,2022-07-07,0.0,,0.0,0.0,0.0,17309
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",400,578,1(ВА57-35),200.0,,,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,2.0,403.0,5,2,2022-07-07,0.0,,0.0,0.0,0.0,17309
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",400,578,2(CVS-100),80.0,,,0.0,0.0,,,УПТГ,,0.0,Запущен,0.0,2.0,403.0,5,2,2022-07-07,0.0,,0.0,0.0,0.0,17309
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",400,578,3(CVS-100),100.0,,,0.0,0.0,,,трансфер+,,0.0,Запущен,0.0,2.0,403.0,5,2,2022-07-07,0.0,,0.0,0.0,0.0,17309
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",400,578,4(CVS-100),100.0,,,0.0,0.0,,,"УДХ ПР-0,4",,0.0,Запущен,0.0,2.0,403.0,5,2,2022-07-07,0.0,,0.0,0.0,0.0,17309
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",400,578,5(ВА 5737),100.0,,,0.0,0.0,,,"ПР-0,4 №1",,0.0,Запущен,0.0,2.0,403.0,5,2,2022-07-07,0.0,,0.0,0.0,0.0,17309
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",400,578,6(ВА 5739),400.0,,,0.0,0.0,,,рез.,,0.0,,0.0,2.0,403.0,5,2,2022-07-07,0.0,,0.0,0.0,0.0,17309
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",400,578,7(ВА 5739),320.0,,,0.0,0.0,,,НСТ,,0.0,Запущен,9.0,2.0,403.0,5,2,2022-07-07,0.0,,0.0,0.0,0.0,17309
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",400,578,8(ВА 57ф35),250.0,,,0.0,0.0,,,АИС,,0.0,Запущен,0.0,2.0,403.0,5,2,2022-07-07,0.0,,0.0,0.0,0.0,17309
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",400,578,9(ВА57-39),0.0,,,0.0,0.0,,,резерв,,0.0,,0.0,2.0,403.0,5,2,2022-07-07,0.0,,0.0,0.0,0.0,17309
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",400,578,10(ВА57-35),0.0,,,0.0,0.0,,,"ПР-0,4кВ",,0.0,Запущен,3.0,2.0,403.0,5,2,2022-07-07,0.0,,0.0,0.0,0.0,17309
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",400,578,11(ВА57-35),0.0,,,0.0,0.0,,,ГПН-С,,0.0,Запущен,0.0,2.0,403.0,5,2,2022-07-07,0.0,,0.0,0.0,0.0,17309
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",400,578,12(ВА57-35),0.0,,,0.0,0.0,,,ШР,,0.0,,0.0,2.0,403.0,5,2,2022-07-07,0.0,,0.0,0.0,0.0,17309
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",1000,1445.1,0(ВА55-43),2000.0,МРТ 2,128.1.08,0.0,0.0,,,Вводной автомат,,0.0,,464.0,55.0,362.0,5,3,2022-05-09,0.0,,0.0,0.0,0.0,240
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",1000,1445.1,1(ВА57-35),160.0,,129.1.08,0.0,0.0,,,БМА,,6.0,Запущен,0.0,55.0,362.0,5,3,2022-05-09,0.0,,0.0,0.0,0.0,240
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",1000,1445.1,2(ВА57-35),250.0,,126.1.08,0.0,0.0,,,резерв,,0.0,,0.0,55.0,362.0,5,3,2022-05-09,0.0,,0.0,0.0,0.0,240
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",1000,1445.1,3(ВА57-35),250.0,,106.2.11,0.0,0.0,,,резерв,,0.0,,0.0,55.0,362.0,5,3,2022-05-09,0.0,,0.0,0.0,0.0,240
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",1000,1445.1,4(ВА57-39),500.0,,109.1.08,0.0,0.0,,,резерв,,0.0,,0.0,55.0,362.0,5,3,2022-05-09,0.0,,270.0,0.0,0.0,240
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",1000,1445.1,5(ВА 5139),400.0,,111.2.11,0.0,0.0,,,резерв,,0.0,,0.0,55.0,362.0,5,3,2022-05-09,0.0,,0.0,0.0,0.0,240
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",1000,1445.1,6(ВА 5139),400.0,,112.1.11,0.0,0.0,,,580,ЭЦН,63.0,Запущен,89.0,55.0,362.0,5,3,2022-05-09,0.0,,130.0,18.4,30.0,240
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",1000,1445.1,"7(СШ-0,4кВ)",1000.0,,115.1.11,0.0,0.0,,,"576""В""",ЭЦН,400.0,Запущен,375.0,55.0,362.0,5,3,2022-05-09,0.0,,730.0,0.0,0.0,240
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",1000,1445.1,8(ВА 57-39),320.0,,,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,55.0,362.0,5,3,2022-05-09,0.0,,0.0,0.0,0.0,240
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",1000,1445.1,9(ВА 5739),63.0,,,0.0,0.0,,,ШР,,0.0,,0.0,55.0,362.0,5,3,2022-05-09,0.0,,0.0,0.0,0.0,240
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",1000,1445.1,0(AN-16D3),1600.0,Встроен,,0.0,0.0,,,Вводной автомат,,0.0,,405.0,28.0,397.0,5,3,2022-08-08,0.0,,0.0,0.0,0.0,1565
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",1000,1445.1,1(TS-630 FTU),630.0,,,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,28.0,397.0,5,3,2022-08-08,0.0,,0.0,0.0,0.0,1565
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",1000,1445.1,2(ВА55-41),1000.0,,,0.0,0.0,,,468,ЭЦН,160.0,Запущен,323.0,28.0,397.0,5,3,2022-08-08,0.0,,335.0,23.6,30.0,1565
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",1000,1445.1,3(TS630N),630.0,,,0.0,0.0,,,резерв,,0.0,,0.0,28.0,397.0,5,3,2022-08-08,0.0,,233.0,28.8,30.0,1565
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",1000,1445.1,4(TS400N),400.0,,,0.0,0.0,,,резерв,,0.0,,0.0,28.0,397.0,5,3,2022-08-08,0.0,,79.0,8.4,0.0,1565
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",1000,1445.1,5(TS400N),400.0,,,0.0,0.0,,,резерв,,0.0,,0.0,28.0,397.0,5,3,2022-08-08,0.0,,0.0,0.0,0.0,1565
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",1000,1445.1,6(TS250N),250.0,,,0.0,0.0,,,428,ЭЦН,45.0,Запущен,0.0,28.0,397.0,5,3,2022-08-08,0.0,,10.0,4.0,15.0,1565
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",1000,1445.1,7(TS250N),250.0,,,0.0,0.0,,,резерв,,0.0,,0.0,28.0,397.0,5,3,2022-08-08,0.0,,31.0,7.1,30.0,1565
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",1000,1445.1,8(TS 160N),160.0,,,0.0,0.0,,,434,ЭЦН,36.0,,82.0,28.0,397.0,5,3,2022-08-08,0.0,,0.0,0.0,0.0,1565
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",1000,1445.1,9(TD 100N),63.0,,,0.0,0.0,,,"ПР-0,4кВ",,0.0,,0.0,28.0,397.0,5,3,2022-08-08,0.0,,0.0,0.0,0.0,1565
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",1000,1445.1,10(TD 100N),63.0,,,0.0,0.0,,,ШР,,0.0,,0.0,28.0,397.0,5,3,2022-08-08,0.0,,0.0,0.0,0.0,1565
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",1000,1445.1,0(LBA-16S),1600.0,Встроен,,0.0,0.0,,,Вводной автомат,,0.0,,431.0,29.0,393.0,5,3,2022-09-16,0.0,,0.0,0.0,0.0,186/10
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",1000,1445.1,1(TS630N),630.0,,,0.0,0.0,,,БСК,,0.0,Остановлен,0.0,29.0,393.0,5,3,2022-09-16,0.0,,0.0,0.0,0.0,186/10
