Подразделение,Электроустановка,"СШ, №яч.",Дисп. наименование КТП(Н),Потребитель
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",Ввод
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",БСК
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",УПТГ
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",трансфер+
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1","УДХ ПР-0,4"
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1","ПР-0,4 №1"
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",рез.
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",НСТ
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",АИС
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",резерв
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1","ПР-0,4кВ"
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",ГПН-С
с/р №10,РУ 6 кВ ДНС-1,СШ 6 кВ №2 яч.12," КТПН 6/0,4 кВ ДНС-1",ШР
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",Вводной автомат
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",БМА
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",580
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40","576""В"""
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",БСК
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.21," КТПН 6/0,4кВ 1000 кВА №2 КП-40",ШР
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",Вводной автомат
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",БСК
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",468
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",резерв
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",резерв
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",резерв
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",428
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",резерв
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",434
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38","ПР-0,4кВ"
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 1000 кВА №3 КП-38",ШР
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",Вводной автомат
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",БСК
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",резерв
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",459
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",469
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",458
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",515
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",449
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",АВ БНДР
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13","БМА,УДХ, ПМ"
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 3," КТПН 6/0,4кВ 1000 кВА КП-13",ШР
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",Вводной автомат
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",БСК
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45","БМА, УДХ"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",ШР
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №1 КП-45",625
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",Вводной автомат
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1500
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1506
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1508
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",627
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1501
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",1503
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",ПМ
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",БНДР
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",БНДР
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 1000кВА  №2 КП-45",ШР
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",Вводной автомат
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",БСК
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",резерв
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",скв.36
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3","скв. 44""В"""
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",Резерв
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",Резерв
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3","ПР-0,4кВ"
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",БНДР
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч. 5," КТПН 6/0,4кВ 1000кВА №2 КП-3",ШР
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19," КТПН 6/0,4кВ 25 кВА ""Вертодром""",Вводной автомат
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19," КТПН 6/0,4кВ 25 кВА ""Вертодром""",Верт. площадка
с/р №10,"ПС 35/6 кВ ""Абазаров"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №2 яч. 19," КТПН 6/0,4кВ 25 кВА ""Вертодром""",резерв
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 250кВА  Р-183",Вводной автомат
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 250кВА  Р-183",Скв.№183Р
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 250кВА  Р-183",БМА
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 250кВА  Р-183",резерв
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 250кВА  Р-183",резерв
с/р №10,"ПС 35/6 кВ ""Рынковой"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.13," КТПН 6/0,4кВ 250кВА  Р-183",ШР
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",Вводной автомат
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211","БМА, УДХ"
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",ГК 211
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",Р-211
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",Резерв
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",Резерв
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",Резерв
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",Резерв
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",Резерв
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",БСК
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",ШР
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-211",ГК
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",Вводной автомат
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",резерв
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",пост сб
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",АВ №11
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",Резерв
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",215р
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",Резерв
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",Жил. городок ЮЭС
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",БСК
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",ШР
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",КИП
с/р №10,"РУ 6 кВ ЭЦ ""ГПЭС-1""",СШ 6 кВ №2 яч. 15," КТПН 6/0,4кВ 250кВА  Р-215",БНДР
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.17," КТПН 6/0,4кВ 250кВА №1 Котельная",Вводной автомат
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.17," КТПН 6/0,4кВ 250кВА №1 Котельная",АБК ввод №1
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.17," КТПН 6/0,4кВ 250кВА №1 Котельная",резерв
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.17," КТПН 6/0,4кВ 250кВА №1 Котельная",Котельная ввод №1
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.17," КТПН 6/0,4кВ 250кВА №1 Котельная",резерв
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №1 яч.17," КТПН 6/0,4кВ 250кВА №1 Котельная","БСК-0,4кВ"
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 250кВА №2 Котельная",Вводной автомат
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 250кВА №2 Котельная",АБК ввод №2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 250кВА №2 Котельная",ПР-1
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 250кВА №2 Котельная",Котельная ввод №2
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 250кВА №2 Котельная",резерв
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.18," КТПН 6/0,4кВ 250кВА №2 Котельная","БСК-0,4кВ"
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9," КТПН 6/0,4кВ 630кВА  №1 КП-37",Вводной автомат
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9," КТПН 6/0,4кВ 630кВА  №1 КП-37",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9," КТПН 6/0,4кВ 630кВА  №1 КП-37",БНДР
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9," КТПН 6/0,4кВ 630кВА  №1 КП-37",3780
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9," КТПН 6/0,4кВ 630кВА  №1 КП-37",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9," КТПН 6/0,4кВ 630кВА  №1 КП-37",3781
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9," КТПН 6/0,4кВ 630кВА  №1 КП-37",3702
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9," КТПН 6/0,4кВ 630кВА  №1 КП-37",3703
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9," КТПН 6/0,4кВ 630кВА  №1 КП-37",3742
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9," КТПН 6/0,4кВ 630кВА  №1 КП-37",470
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9," КТПН 6/0,4кВ 630кВА  №1 КП-37",резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9," КТПН 6/0,4кВ 630кВА  №1 КП-37",ШР
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2," КТПН 6/0,4кВ 630кВА  №1 КП-40",Вводной автомат
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2," КТПН 6/0,4кВ 630кВА  №1 КП-40",УДХ
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2," КТПН 6/0,4кВ 630кВА  №1 КП-40",Резерв
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2," КТПН 6/0,4кВ 630кВА  №1 КП-40",1756
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2," КТПН 6/0,4кВ 630кВА  №1 КП-40",571
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2," КТПН 6/0,4кВ 630кВА  №1 КП-40",581
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2," КТПН 6/0,4кВ 630кВА  №1 КП-40",572
с/р №10,"ПС 35/6 кВ ""Кузьмин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.2," КТПН 6/0,4кВ 630кВА  №1 КП-40",573
