Подразделение,Электроустановка,"СШ, №яч.",Дисп. наименование КТП(Н),Потребитель
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-42",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-42",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-42",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-42",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-42",БСК160кВАр
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-42",ШЩ
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №1 К-5",Вводной автомат
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №1 К-5",БМА
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №1 К-5",1523
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №1 К-5",137
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №1 К-5",154
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №1 К-5",1544
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №1 К-5",153
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №1 К-5",162
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №1 К-5",138
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №1 К-5",ШЩ
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-51",Вводной автомат
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-51",БМА
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-51",1552
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-51",4222
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-51",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-51",4223
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-51",ЩР БНДР
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-51",БНДР
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-51",БСК160кВАр
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-51",ШЩ
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №1 К-54",Вводной автомат
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №1 К-54",ПМ-1 ПРС
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №1 К-54",БМА
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №1 К-54",1247
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №1 К-54",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №1 К-54",310
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №1 К-54",315
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №1 К-54",309
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №1 К-54",БСК160кВАр
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №1 К-54",ШЩ
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №1 К-56",Вводной автомат
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №1 К-56",1480
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №1 К-56",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №1 К-56",демонтирован
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №1 К-56",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №1 К-56",3098
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №1 К-56",4228
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №1 К-56",294
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №1 К-56",БСК
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.11,"КТПН 6/0,4кВ 630кВА №1 К-56",ШЩ
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",Вводной автомат
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",Вводной автомат
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",БСК
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",БСК
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",Резерв
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",Резерв
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",3118
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",3118
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",3108
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",3108
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",1579
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",1579
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",Резерв
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",Резерв
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",4235
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",4235
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",АВ-12
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",АВ-12
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",БМА
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",БМА
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",ШЩ 4х60
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",ШЩ 4х60
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №1 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",Резерв
с/р №9,"ПС 35/6 кВ ""Норкин"", ТР-р 35/6 кВ №2 (укажите тип тр-ра; ; 0)",СШ 6 кВ №1 яч.9,"КТПН 6/0,4кВ 630кВА №1 К-57бис",Резерв
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №1 К-6",Вводной автомат
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №1 К-6",ЯУО
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №1 К-6",резерв
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №1 К-6",ПРС
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №1 К-6",резерв
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №1 К-6",1320
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №1 К-6",125
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №1 К-6",1366
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №1 К-6",131
с/р №9,РУ 6 кВ КНС-2,СШ 6 кВ №1 яч.3,"КТПН 6/0,4кВ 630кВА №1 К-6",ШЩ
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-61",Вводной автомат
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-61",БМА
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-61",386
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-61",395
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-61",ПРС/КРС
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-61",2969
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-61",382
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-61",4101
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-61",БСК
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.8,"КТПН 6/0,4кВ 630кВА №1 К-61",ШЩ
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №1 К-62",Вводной автомат
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №1 К-62",БМА
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №1 К-62",451
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №1 К-62",АВ-№11
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №1 К-62",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №1 К-62",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №1 К-62",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №1 К-62",1082
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №1 К-62",1004
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.№15,"КТПН 6/0,4кВ 630кВА №1 К-62",ШЩ
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №1 К-69",Вводной автомат
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №1 К-69",БМА
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №1 К-69",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №1 К-69",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №1 К-69",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №1 К-69",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №1 К-69",резерв
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №1 К-69",ШЩ
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №2 (; ПБВ; 0)",СШ 6 кВ №2 яч.18,"КТПН 6/0,4кВ 630кВА №1 К-69",915В
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.4,"КТПН 6/0,4кВ 630кВА №1 К-86",Вводной автомат
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.4,"КТПН 6/0,4кВ 630кВА №1 К-86",БСК
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.4,"КТПН 6/0,4кВ 630кВА №1 К-86",2780
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.4,"КТПН 6/0,4кВ 630кВА №1 К-86",резерв
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.4,"КТПН 6/0,4кВ 630кВА №1 К-86",резерв
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.4,"КТПН 6/0,4кВ 630кВА №1 К-86",резерв
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.4,"КТПН 6/0,4кВ 630кВА №1 К-86",2788
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.4,"КТПН 6/0,4кВ 630кВА №1 К-86",резерв
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.4,"КТПН 6/0,4кВ 630кВА №1 К-86",УДХ
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.4,"КТПН 6/0,4кВ 630кВА №1 К-86",БМА
с/р №9,РУ 6 кВ ДНС-2,СШ 6 кВ №2 яч.4,"КТПН 6/0,4кВ 630кВА №1 К-86",ШЩ
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.15,"КТПН 6/0,4кВ 630кВА №2 К-33",Вводной автомат
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.15,"КТПН 6/0,4кВ 630кВА №2 К-33",ПМ-1
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.15,"КТПН 6/0,4кВ 630кВА №2 К-33",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.15,"КТПН 6/0,4кВ 630кВА №2 К-33",723
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.15,"КТПН 6/0,4кВ 630кВА №2 К-33",скв.770
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.15,"КТПН 6/0,4кВ 630кВА №2 К-33",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.15,"КТПН 6/0,4кВ 630кВА №2 К-33",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.15,"КТПН 6/0,4кВ 630кВА №2 К-33",725
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.15,"КТПН 6/0,4кВ 630кВА №2 К-33",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.15,"КТПН 6/0,4кВ 630кВА №2 К-33",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.15,"КТПН 6/0,4кВ 630кВА №2 К-33",ШЩ
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-35",Вводной автомат
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-35",РЩ БНДР
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-35",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-35",906
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-35",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-35",897
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-35",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-35",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-35",911
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-35",ШЩ
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-5",Вводной автомат
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-5",УДХ
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-5",1521
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-5",158
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-5",146
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-5",149
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-5",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-5",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-5",резерв
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-5",151
с/р №9,КРУН 6 кВ ДНС-2,СШ 6 кВ №1 яч.14,"КТПН 6/0,4кВ 630кВА №2 К-5",ШЩ
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-51",Вводной автомат
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-51",1742
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-51",1551
с/р №9,"ПС 35/6 кВ ""Салманов"", ТР-р 35/6 кВ № №1 (; ПБВ; 0)",СШ 6 кВ №1 яч.5,"КТПН 6/0,4кВ 630кВА №2 К-51",1470
